,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs202001,DPSs202002,DPSs202003,DPSt01,DPSt02,DPSt03,HLs202001,HLs202002,HLs202003,HLt01,HLt02,HLt03,SLTs202001,SLTs202002,SLTs202003,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs202001,XSs202002,XSt01,XSt02,XSt03,XsSs202003
Zotu3029,28,3,10,2,0,0,0,4,6,5,0,3,0,1,2,2,0,0,2,0,0,3,1,0,2,17,8,0,1,2,0,2,2,9,13,2
Zotu303,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu3030,0,16,12,7,5,1,0,0,0,0,1,5,0,0,0,1,6,1,0,0,0,1,1,2,4,4,5,2,8,5,0,0,4,6,3,0
Zotu3031,2,2,0,5,2,7,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,2,0,0,0,1,6,2,13,0,0,3,39,28,0
Zotu3032,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
Zotu3033,0,0,0,0,0,0,0,2,4,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
Zotu3035,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,13,0,3,1,0,105,0,16,0
Zotu3036,0,0,1,0,0,0,6,10,7,0,0,0,2,0,3,0,0,0,13,5,5,0,0,0,1,0,1,0,0,0,3,0,0,0,0,1
Zotu3037,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,7
Zotu3038,0,0,0,0,0,0,23,62,50,0,0,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,0,10
Zotu3039,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0
