,DLSse01,DLSse02,DLSse03,DLSw202001,DLSw202002,DLSw202003,DPSse01,DPSse02,DPSse03,DPSw202001,DPSw202002,DPSw202003,HLse01,HLse02,HLse03,HLw202001,HLw202002,HLw202003,SLTse01,SLTse02,SLTse03,SLTw202001,SLTw202002,SLTw202003,SLse01,SLse02,SLse03,SLw202001,SLw202002,SLw202003,XSse01,XSse02,XSse03,XSw202001,XSw202002,XSw202003
Zotu4226,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4228,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,0
Zotu4229,0,0,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
Zotu423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4230,0,0,0,0,1,1,0,0,0,3,2,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2
Zotu4231,12,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0
Zotu4232,0,0,0,3,1,3,0,0,0,1,0,0,4,1,0,20,14,1,0,0,0,1,0,0,0,0,0,5,5,2,0,0,0,3,1,4
Zotu4233,2,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,21,25,0,1,1,0,0,0,0,0,0
Zotu4235,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,18,0,0,0,0,0,0,0,0,0
Zotu4237,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,3,8,6,0,0,0,4,2,0,0,0,0,21,15,22,0,0,2,0,0,0
Zotu4238,0,0,0,5,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4239,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0
Zotu424,5,12,12,0,0,0,1,1,0,0,0,0,5,10,15,0,1,0,3,7,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Zotu4240,0,0,0,3,0,5,1,0,2,4,5,3,1,0,0,5,2,6,0,1,0,1,6,0,0,0,0,6,7,2,0,0,1,3,7,2
Zotu4241,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Zotu4242,0,0,0,0,0,2,0,0,0,10,27,28,0,0,0,0,0,1,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,14,0,0,0,10,7,8
Zotu4244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4245,0,0,0,0,0,10,0,0,0,1,3,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Zotu4246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4247,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0
Zotu4249,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu425,0,0,0,0,2,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu4251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu4252,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu4253,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu4254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Zotu4256,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4257,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,1,1,3,1
Zotu4258,2,0,3,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,7,9,11,0,0,0,2,10,6,0,0,0
Zotu4259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Zotu426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu4260,5,0,5,0,0,0,0,0,0,0,0,0,4,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4261,0,0,0,0,0,0,0,6,1,0,0,0,2,4,6,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,5,46,7,0,0,0
Zotu4262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Zotu4263,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4265,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,9,0,0,0,5,0,0,0,0,0,8,21,20,0,0,0,0,0,0
Zotu4266,0,0,0,0,6,5,0,0,0,5,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
Zotu4267,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,7,10,11
Zotu4268,6,2,0,44,4,4,2,0,1,4,7,8,2,2,0,86,2,5,0,0,0,12,11,65,0,0,0,5,9,4,0,0,2,47,55,59
Zotu4269,0,0,0,1,2,4,0,0,0,1,3,0,0,0,0,7,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,4,1
Zotu427,0,0,0,0,1,3,3,3,4,5,5,3,48,19,31,14,3,6,0,3,27,0,0,0,0,3,5,4,0,0,31,2429,157,25,40,50
Zotu4270,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu4271,0,0,0,0,0,3,0,0,0,4,15,26,0,0,0,0,0,2,0,0,0,9,7,0,0,0,0,3,0,0,0,0,0,0,2,2
Zotu4272,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0
Zotu4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu4275,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,4,8,23,0,0,0
Zotu4276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,21,0,0,0,0,0,0
Zotu4277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu4278,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4279,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,2
Zotu428,0,0,0,0,0,0,0,0,1,0,0,0,16,4,2022,0,0,0,26,0,20,0,0,0,0,0,1,0,0,0,3,5,5,0,0,0
Zotu4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
Zotu4281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4282,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4283,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1
Zotu4285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4286,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu4287,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1
Zotu4288,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Zotu4289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0
Zotu4290,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,1,10,0,0,0,2,0,1,0,2,0
Zotu4291,5,4,3,11,7,2,0,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,2,0,0
Zotu4292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4293,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0
Zotu4294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Zotu4295,0,0,0,0,0,1,4,24,1,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4296,0,2,0,0,0,0,0,0,0,0,0,0,2,25,16,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,2,2,0,0,0
Zotu4297,0,0,0,3,0,0,4,4,32,2,0,0,0,0,0,1,2,4,0,1,2,0,2,1,4,1,5,0,1,12,1,0,2,0,0,0
Zotu4298,2,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,25,10,1,0,0,2,0,0,0,0,0
Zotu4299,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu43,0,25,0,1,0,0,8,3,4,0,1,0,2,6,0,0,0,0,604,14792,16,3,8,9,0,0,0,0,1,0,0,0,0,0,0,0
Zotu430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4300,0,0,0,0,0,0,1,1,6,0,0,0,0,0,1,0,0,0,7,0,35,0,0,0,3,0,6,0,0,0,0,18,11,0,0,0
Zotu4301,0,0,0,3,17,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4302,0,0,0,0,1,7,0,0,0,0,4,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
Zotu4303,0,0,0,0,2,2,0,0,0,1,2,4,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,16,24
Zotu4304,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,4,3,4,0,0,0,0,1,0,0,0,0,4,0,4,0,0,0,16,7,10
Zotu4305,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,10,0
Zotu4306,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,5,3,0,0,0,2,0,0,0,0,0,5,1,0,0,0,30,10,8,5,8
Zotu4307,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,31,0,0,0,0,1,5,0,0,0,0,0,0
Zotu4309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu431,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,2,1,0,0,1,1,0,0,1,0,0,1,0,1
Zotu4311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4313,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4316,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
Zotu4317,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4318,0,1,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4319,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu432,0,0,0,0,0,53,0,0,0,0,46,0,2,0,0,0,0,62,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,46,0
Zotu4320,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Zotu4321,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4323,0,0,1,0,0,0,1,0,5,0,0,0,6,0,3,0,0,0,35,4,2,0,0,0,0,0,0,0,0,0,34,1,1,0,0,0
Zotu4324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Zotu4326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu4327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zotu4328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu433,0,0,0,2,2,6,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,30,0,0,0,0,0,27,0,1,0
Zotu4330,2,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,20,0,0,0,6,6,4,0,0,0
Zotu4333,0,0,0,21,6,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0
Zotu4334,0,0,0,3,0,0,0,0,0,1,0,0,2,0,2,16,12,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,1,2
Zotu4335,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4336,0,0,0,0,13,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4337,0,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu4338,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu4339,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,12,6,5
Zotu434,0,2,0,0,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Zotu4340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,18,0,0,0
Zotu4341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,21,0,0,0,0,0,0
Zotu4342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Zotu4343,0,0,0,0,0,0,0,0,0,0,0,0,34,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4347,5,0,0,1,1,2,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,1,2,0,0,0,2,1,0,0,0,0,2,2,1,1
Zotu4348,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0
Zotu4349,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0
Zotu435,0,0,0,274,110,40,0,0,0,18,8,22,0,0,0,109,174,188,0,0,0,68,31,27,0,0,0,265,321,249,0,0,0,52,36,67
Zotu4350,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4353,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4354,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Zotu4355,4,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu4356,7,23,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0
Zotu4357,3,6,3,1,2,4,0,0,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0
Zotu4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0
Zotu436,0,0,0,0,3,2,1,3,4,1,8,1,28,23,27,19,3,9,3,2,28,0,0,0,0,1,2,7,0,0,30,2561,153,22,50,29
Zotu4360,0,0,0,0,12,1,0,0,0,4,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4361,0,0,0,0,2,4,0,0,1,4,5,10,1,0,0,3,2,7,0,0,2,8,6,8,0,0,0,0,0,0,0,0,0,0,5,1
Zotu4362,0,0,0,0,1,3,2,0,0,14,16,15,0,0,0,0,2,3,1,0,0,8,10,9,0,0,0,0,0,1,0,0,0,1,4,4
Zotu4363,0,0,0,1,1,0,2,5,23,3,1,5,0,0,0,1,0,1,1,2,4,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1
Zotu4364,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,5,2
Zotu4365,0,0,0,0,0,0,2,0,0,0,3,5,0,3,3,3,0,0,5,4,0,13,1,7,0,0,0,0,3,0,35,4,2,0,0,0
Zotu4366,0,0,0,0,0,0,3,3,10,0,0,1,3,2,3,0,1,0,3,1,6,0,0,0,0,0,1,0,0,0,1,23,17,3,0,0
Zotu4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Zotu4368,0,0,0,0,0,0,51,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4369,0,0,0,0,0,0,5,21,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu437,0,4,0,0,0,1,3,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0
Zotu4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu4373,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu4374,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
Zotu4375,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
Zotu4376,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu4377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4378,2,1,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,0,0,0,2,0,0,1,0,0
Zotu4379,0,0,0,0,0,0,1,3,4,0,0,0,0,1,1,0,0,0,8,5,9,0,0,0,0,1,0,0,0,0,2,7,4,0,0,0
Zotu438,0,8,0,0,0,0,3,0,21,0,0,0,1,7,3,0,0,4,1,2,3,0,3,0,4,0,28,0,0,1,15,0,35,0,0,0
Zotu4380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu4381,1,0,2,0,0,0,1,3,11,0,1,0,5,6,4,0,2,1,5,4,53,0,0,0,10,12,15,0,1,0,3,18,2,0,0,0
Zotu4382,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,29,4,0,0,0,0,2,0,0,0,0,0,18,1,0,0,0,0
Zotu4383,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,0,0,3,1,0,2,12,5,2,7,8,0,0,0,0,0,0
Zotu4384,0,0,0,1,0,2,0,0,0,1,5,0,0,0,0,0,1,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,10,2
Zotu4385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4386,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0
Zotu4387,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4388,0,0,0,5,0,1,0,0,5,0,2,0,2,2,0,6,1,49,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,3,2,2
Zotu4389,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,2,1,0,0,0,0,12,9,23,0,0,0,1,0,1
Zotu439,0,0,0,253,136,45,0,0,3,32,4,0,3,0,0,690,74,45,0,0,0,98,5,36,0,0,5,35,154,44,0,0,0,126,120,75
Zotu4390,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,5,0,0,0,0,1,0,1,0,0,1,0,1
Zotu4391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu4392,0,0,0,0,0,0,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4393,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,3,0,1,2,0,0
Zotu4394,0,0,0,0,0,0,2,14,9,3,5,9,1,0,0,0,0,0,1,0,0,1,5,2,0,0,0,1,0,1,0,9,1,0,0,0
Zotu4395,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,1,0,0,0,0,0,6,65,0,0,0
Zotu44,270,220,227,4420,4065,4688,2,1,2,350,422,2,26,29,14,18,1151,1739,15,4,5,9,13,585,37,47,70,418,428,384,0,3,2,346,456,3
Zotu440,2,7,1,0,0,0,523,324,161,0,0,0,17,6,12,0,0,0,129,3,18,0,0,0,443,94,829,0,0,0,210,11,1446,0,0,0
Zotu4401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,11
Zotu4402,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0
Zotu4403,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
Zotu4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
