,DLSse01,DLSse02,DLSse03,DLSw202001,DLSw202002,DLSw202003,DPSse01,DPSse02,DPSse03,DPSw202001,DPSw202002,DPSw202003,HLse01,HLse02,HLse03,HLw202001,HLw202002,HLw202003,SLTse01,SLTse02,SLTse03,SLTw202001,SLTw202002,SLTw202003,SLse01,SLse02,SLse03,SLw202001,SLw202002,SLw202003,XSse01,XSse02,XSse03,XSw202001,XSw202002,XSw202003
Zotu4041,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,8
Zotu4042,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,2,13,7,0,0,0,3,3,0,0,0,0,17,14,15,0,0,0,0,0,1
Zotu4043,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu4044,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
Zotu4045,0,0,0,0,1,0,4,11,2,6,10,8,0,0,0,0,3,3,3,1,0,5,2,5,0,0,0,5,0,0,0,0,0,2,0,3
Zotu4046,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Zotu4047,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,2,58,21,0,3,0
Zotu4048,0,0,0,0,0,1,5,9,14,9,13,9,0,0,0,0,2,6,6,0,0,8,8,5,0,1,1,0,1,0,0,0,0,2,2,3
Zotu4049,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,4,66,0,0,0
Zotu405,0,0,0,0,133,201,0,0,0,0,0,56,0,0,0,21,1,0,0,0,0,17,17,0,0,0,0,76,16,32,0,0,0,0,0,59
Zotu4050,0,0,0,0,0,0,0,0,0,5,2,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,29,51,0,0,0,0,0,0
Zotu4051,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4053,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Zotu4055,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4056,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
Zotu4057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Zotu4059,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu406,0,0,0,0,53,49,0,0,0,50,61,38,0,0,2,350,86,133,0,0,1,0,0,0,0,0,0,134,0,0,0,3,4,441,602,524
Zotu4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu4061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4062,0,1,0,0,0,0,8,3,0,0,0,0,5,10,7,0,0,0,1,0,0,0,0,0,3,3,10,0,0,0,1,1,5,0,0,0
Zotu4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu4065,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4066,1,0,1,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,1,0,0,0,0,1,0,0,0,0
Zotu4067,0,7,0,0,0,0,0,0,1,0,0,0,9,30,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
Zotu4068,0,1,0,2,1,2,0,0,0,12,0,1,0,1,0,0,0,1,0,0,2,0,3,0,0,0,0,1,4,32,0,0,0,0,0,1
Zotu4069,0,0,0,0,0,0,0,1,2,0,0,0,3,2,0,0,0,0,7,1,4,0,0,0,2,0,1,0,0,0,0,13,7,2,0,0
Zotu407,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,1,0
Zotu4070,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,5,4,3,0,0,0,0,1,0,0,0,0,18,11,12,0,0,0,6,7,2
Zotu4071,1,0,0,0,7,1,0,0,0,16,15,15,0,0,0,0,7,2,0,1,0,6,5,8,3,0,0,6,0,0,0,0,0,1,0,1
Zotu4072,0,0,1,0,0,7,1,0,0,0,7,0,0,0,0,2,0,6,0,1,1,0,3,0,1,0,0,0,0,2,0,1,0,0,2,1
Zotu4073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
Zotu4074,0,0,0,3,0,0,2,33,2,1,5,1,0,0,0,0,0,0,10,0,1,2,16,6,0,3,0,0,0,1,0,3,0,0,0,0
Zotu4075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4080,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4081,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0
Zotu4083,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Zotu4084,0,0,0,0,1,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Zotu4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu4086,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
Zotu4087,0,0,0,0,0,1,8,1,12,3,3,0,0,0,2,0,1,0,1,0,2,4,2,2,0,0,0,4,0,0,0,1,4,0,0,0
Zotu4088,5,1,5,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4089,0,4,0,0,0,0,0,0,0,0,0,0,20,13,29,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,1,3,2,0,0,0
Zotu409,7,6,3,3,1,0,149,571,888,1,2,5,1,3,0,3,2,1,47,17,22,5,2,1,24,49,150,2,5,6,4,8,17,1,0,0
Zotu4090,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu4091,0,1,0,7,0,0,0,0,0,0,0,3,0,0,0,1,1,5,0,0,0,5,6,0,0,0,1,13,15,11,1,0,0,0,0,0
Zotu4092,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4093,0,0,0,1,2,8,0,0,0,2,6,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,4,0
Zotu4094,0,1,0,2,0,0,0,0,0,0,0,0,2,0,1,19,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,2,4
Zotu4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu4096,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0
Zotu4097,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,1,2,7,0,0,0,0,0,1
Zotu4098,0,0,0,0,1,0,0,2,1,0,0,0,9,5,8,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,3,45,13,0,0,1
Zotu4099,0,0,0,0,0,0,0,0,0,8,4,6,2,0,1,2,0,0,0,0,0,34,12,11,0,0,1,0,2,0,10,0,1,0,0,0
Zotu41,83,23,26,14,3,0,397,132,3001,16,16,20,91,24,51,24,19,17,1978,91,9383,118,180,19,631,2907,2270,124,76,56,671,3301,4060,29,1,5
Zotu410,0,0,0,53,29,11,0,0,0,36,16,0,0,1,0,121,660,351,0,0,0,5,0,0,0,0,0,78,74,55,0,0,0,56,30,6
Zotu4100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4101,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0
Zotu4102,0,0,0,0,0,0,0,0,0,0,0,0,7,1,74,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,2,4,0,0,0
Zotu4103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,66,0,0,0
Zotu4104,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu4105,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4106,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0
Zotu411,0,0,0,124,28,21,0,0,0,219,264,150,0,0,0,60,162,222,0,0,0,142,126,78,0,0,0,336,370,242,0,0,0,22,28,37
Zotu4110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4111,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1
Zotu4112,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4113,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,1,0
Zotu4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu4115,0,0,0,1,4,0,0,0,0,3,0,0,0,3,1,6,18,10,0,0,0,2,0,0,0,0,0,5,5,2,0,1,0,4,0,0
Zotu4116,0,4,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Zotu4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0
Zotu412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4120,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,4,3,0,0,0,0,18,18,21,0,0,0,0,0,3
Zotu4121,0,0,0,3,0,0,0,3,13,0,0,2,0,0,0,4,5,10,0,0,0,3,1,0,0,0,0,17,11,11,0,0,0,1,1,4
Zotu4122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4123,0,0,2,1,3,0,0,0,0,0,0,0,5,3,19,20,14,8,0,0,0,5,0,0,0,0,0,2,3,2,0,0,2,5,1,5
Zotu4124,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu4125,0,0,0,0,0,0,5,5,4,8,8,16,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,3,0,0,0,0,0,0,1,3
Zotu4126,0,0,0,0,0,7,1,0,0,0,1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Zotu4127,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Zotu4128,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu4129,0,0,0,0,0,2,2,3,32,0,3,0,0,0,0,0,0,5,4,3,3,0,0,0,0,0,3,0,0,0,4,1,4,0,5,0
Zotu413,0,5,3,0,54,81,8,1,0,0,0,0,0,5,6,38,0,2,0,2,5,18,29,0,5,39,6,0,15,18,11,4,0,5,6,3
Zotu4130,0,0,0,1,0,1,1,6,5,15,30,14,0,0,0,0,3,4,1,0,0,10,8,8,0,0,0,8,1,0,0,0,0,3,2,1
Zotu4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0
Zotu4132,0,0,0,0,0,0,0,5,0,0,0,0,1,8,1,35,1,1,0,0,0,6,0,0,0,0,0,0,8,1,0,0,1,2,3,4
Zotu4133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4134,0,0,2,0,1,0,2,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
Zotu4135,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0
Zotu4136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Zotu4138,0,3,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Zotu4139,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu414,0,0,0,74,131,169,0,0,0,24,13,25,0,0,0,89,46,53,0,0,0,17,302,14,0,5,0,88,249,276,0,1,0,166,105,610
Zotu4140,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,1,1
Zotu4141,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,0,0,0
Zotu4142,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Zotu4143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
Zotu4146,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0
Zotu4147,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4148,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,25,19,0,0,0,1,1,0,0,0,0
Zotu4149,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0
Zotu415,2,3,2,0,1,4,3,0,2,0,4,12,2,4,10,26,0,1,1,2,6,16,8,4,1,0,1,25,15,2,1,0,3,5,9,38
Zotu4150,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0
Zotu4151,4,5,7,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,14,1,0,1,5,1,2,7,1,0,0,0,6,1,0,0,0,0
Zotu4152,0,1,0,7,10,14,0,0,0,1,1,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,1,7,0
Zotu4153,0,1,0,0,0,0,0,0,2,0,1,0,1,2,1,0,0,0,0,0,51,0,0,0,1,1,0,0,0,0,1,5,3,0,0,0
Zotu4154,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4155,1,0,0,0,0,0,0,0,4,0,0,1,2,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,13,32,0,0,2
Zotu4158,0,0,0,1,0,0,0,0,0,9,5,13,0,0,0,4,4,17,0,0,0,8,11,1,0,0,0,26,19,10,0,0,0,0,0,0
Zotu4159,0,0,0,7,5,12,0,0,0,1,7,0,0,0,0,2,4,13,0,0,0,2,1,4,0,0,0,6,3,5,0,0,0,0,12,0
Zotu416,0,0,0,0,6,3,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,11,0,0,0,1,4
Zotu4160,0,1,0,5,3,3,0,0,0,3,4,0,0,2,1,2,7,7,0,0,0,4,5,4,0,0,0,8,7,9,0,0,0,1,0,0
Zotu4161,0,0,0,2,1,3,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0
Zotu4162,0,0,0,1,3,1,3,0,7,7,5,7,0,2,1,2,2,0,2,1,1,1,1,5,0,2,2,3,1,1,1,9,9,3,2,2
Zotu4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,1
Zotu4164,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,2,3,6,0,0,0,1,9,21,0,0,0
Zotu4166,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0
Zotu4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4169,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Zotu417,20,1,23,1,4,6,1,0,0,1,0,0,46,0,1,2,0,4,25,0,0,4,4,0,6,12,0,0,0,0,0,0,0,2,1,1
Zotu4172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,2
Zotu4173,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4174,0,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0
Zotu4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4177,0,2,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0
Zotu4178,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,1
Zotu4179,0,0,0,0,0,1,0,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4180,3,0,3,0,0,3,1,0,1,0,0,0,0,1,6,0,0,0,15,7,3,0,0,0,1,6,4,0,0,0,9,1,0,0,0,0
Zotu4181,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4182,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4183,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,0,0,0,4,1,0,0,0,0,0,0
Zotu4185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,2,6,0,0,0,0,6,12,15,0,0,0,0,0,3
Zotu4186,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,10,11,0,0,0,4,2,0,0,0,0,15,18,16,0,0,0,1,0,5
Zotu4187,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zotu4188,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,4,4,9,0,0,0,5,5,1,0,0,0,12,13,19,0,0,0,0,0,1
Zotu4189,0,0,0,2,1,0,0,0,0,4,2,4,0,0,0,3,1,2,0,0,0,3,3,0,0,0,0,13,34,27,0,0,0,0,0,0
Zotu419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4190,0,0,0,0,8,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,0,0,1,4,0,0,0,0,0,0,1
Zotu4191,0,0,0,0,3,2,0,0,0,1,2,2,0,0,0,17,1,4,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,18,16,19
Zotu4192,0,0,0,2,2,1,3,7,6,34,17,47,1,0,0,0,0,2,4,2,2,18,17,19,0,0,0,8,0,0,0,2,0,1,0,0
Zotu4193,0,0,0,1,1,0,0,0,0,1,0,0,0,32,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
Zotu4194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,18,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,0
Zotu42,0,3,18,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Zotu4202,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Zotu4203,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,3,1,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,1
Zotu4204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4205,1,4,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,23,0,0,0,3,2,2,0,0,0
Zotu4206,4,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,8,11,0,1,0,0,0,0,0,0,0
Zotu4208,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu421,0,3,0,0,1,7,7,0,0,1,6,0,15,17,0,0,3,6,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,4,0
Zotu4210,0,0,0,0,7,2,0,0,0,7,3,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
Zotu4211,0,0,0,1,0,5,0,0,0,0,6,0,0,0,0,11,1,4,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,8,9,1
Zotu4212,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,2,0,6,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,8,0
Zotu4213,0,0,0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
Zotu4214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,6,0,0,0,0
Zotu4216,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,4,3,6,0,0,0,3,0,0,0,0,0,2,5,2,0,0,4,40,22,13
Zotu4217,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Zotu4219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,22,0,0,0,0,0,0,0,0,0,0,0,0
Zotu422,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4221,0,0,0,5,0,2,0,0,1,1,1,0,0,0,0,6,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,1,7
Zotu4224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu4225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
