,DLSm01,DLSm02,DLSm03,DLSs01,DLSs02,DLSs03,DPSm01,DPSm02,DPSm03,DPSs202001,DPSs202002,DPSs202003,HLm01,HLm02,HLm03,HLs202001,HLs202002,HLs202003,SLTm01,SLTm02,SLTm03,SLTs202001,SLTs202002,SLTs202003,SLm01,SLm02,SLm03,SLs01,SLs02,SLs03,XSm01,XSm02,XSm03,XSs202001,XSs202002,XsSs202003
Zotu4042,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4
Zotu4043,0,0,0,0,0,0,0,0,0,9,8,6,0,0,0,0,3,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,2,2
Zotu4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,0,4,3,4
Zotu4045,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,4,0,0
Zotu4046,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,5,1,1,0,0,1,0,11,30,0,0,0,0,0,2,0,0,0,4,2,11
Zotu4047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0
Zotu405,0,0,0,0,0,0,0,0,0,1111,489,552,0,0,0,0,23,0,0,0,0,289,1,2,0,0,0,0,0,1,0,0,0,212,35,55
Zotu4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4051,4,3,2,0,8,2,1,0,1,3,1,2,2,1,0,4,3,0,4,3,0,1,1,0,1,4,9,0,1,0,0,0,2,10,15,2
Zotu4052,5,0,1,0,0,0,5,0,0,0,0,0,3,1,1,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,19,1,8,0,0,0
Zotu4053,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4054,11,0,0,0,0,0,0,0,0,0,0,0,19,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,7,0,0,0
Zotu4055,1,0,0,1,2,0,3,1,2,0,2,4,2,0,0,0,3,0,38,46,3,2,0,1,0,2,0,0,1,0,0,2,0,0,1,0
Zotu4056,5,1,1,2,1,0,1,2,0,0,0,0,19,7,3,0,1,2,2,2,1,0,0,0,0,0,0,0,0,1,2,5,2,1,0,0
Zotu4057,3,0,0,0,0,0,0,0,0,2,3,10,27,2,1,9,0,1,0,0,0,4,2,1,0,0,1,0,0,0,3,2,31,15,8,5
Zotu4058,8,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4059,0,7,1,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,2,40,27,0,0,0,3,4,4,0,0,0,2,1,0,0,0,0
Zotu406,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,0,426,245,0,0,0,0,100,40,0,0,0,0,0,0,0,0,0,56,1,1
Zotu4060,1,0,0,0,4,4,0,7,1,0,0,0,0,0,0,2,1,2,3,0,0,0,2,1,1,1,2,1,0,0,0,0,1,0,0,0
Zotu4061,0,0,0,0,0,0,0,0,0,3,0,2,10,1,11,0,0,0,0,0,0,1,0,0,0,0,6,5,0,2,7,4,86,1,1,0
Zotu4062,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Zotu4063,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0
Zotu4064,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,4,0,0,1,0,0,0
Zotu4065,0,0,0,0,0,1,0,0,1,0,0,0,5,2,5,2,0,0,0,3,1,0,2,0,6,1,0,0,0,1,39,8,10,1,0,4
Zotu4067,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4068,0,0,0,0,0,1,0,1,0,0,0,1,2,1,0,0,6,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,13
Zotu4069,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,0,0,0,0,2
Zotu407,9,15,108,2,0,1,7,4,106,1,0,3,0,0,2,4,0,0,1,4,6,1,0,0,109,2,17,1,0,9,76,0,0,2,1,5
Zotu4070,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0
Zotu4071,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0
Zotu4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,6,11,0,0,0,0,1,0,0,0,0,2,10,6
Zotu4073,0,0,0,0,0,0,0,5,0,0,1,2,0,0,1,0,0,2,1,2,1,0,1,0,0,1,4,0,0,0,2,2,0,27,3,0
Zotu4074,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Zotu4075,0,0,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,5,0,0,0,0,0,0,0
Zotu4076,2,12,3,0,1,3,2,1,3,0,0,0,0,2,0,0,0,0,4,56,40,0,0,0,2,4,1,0,0,0,0,2,0,0,0,0
Zotu4077,25,155,25,0,0,0,0,49,8,0,0,0,6,24,0,0,0,0,61,52,52,0,0,0,12,8,3,0,0,0,1,20,1,0,0,0
Zotu4078,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,4,0,0,0,0,0,0,0,18,0,0,0,0,1,0,2,0,0,1,5,2
Zotu4079,3,2,0,0,0,0,0,3,0,0,0,0,1,1,2,0,0,0,0,41,25,0,0,0,3,7,4,0,0,0,1,16,1,0,0,0
Zotu408,36,72,109,0,0,0,82,1,0,0,0,0,5,80,5,0,0,0,0,34,15,0,0,0,238,1048,803,0,0,0,25,121,88,0,0,0
Zotu4080,0,0,0,155,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Zotu4081,0,0,0,8,0,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,0,0,0,1,1,16,0,0,0,3,2,2
Zotu4082,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26,0,0,0,0,0,0
Zotu4083,2,0,0,3,1,2,0,0,0,1,0,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,5,0,1,1,0,1,3,4,1,4
Zotu4084,0,0,0,0,1,2,0,1,2,1,0,0,4,1,3,0,6,0,0,0,0,3,1,0,1,0,0,10,2,3,9,0,9,14,3,4
Zotu4085,2,0,1,0,0,2,1,0,0,3,1,6,6,1,0,2,3,0,16,0,2,1,5,1,0,1,0,2,1,0,2,1,7,33,9,10
Zotu4086,0,0,0,5,0,3,0,0,2,1,0,1,0,0,0,9,0,0,1,0,0,0,6,3,0,0,0,7,1,105,0,0,0,5,4,3
Zotu4087,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0
Zotu4089,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu409,0,0,0,0,0,0,3,2,22,0,0,0,0,0,0,1,1,0,10,0,0,0,1,0,0,0,0,8,14,41,0,0,0,1,1,5
Zotu4090,5,0,44,0,25,0,0,0,101,0,0,0,0,0,1,4,1,2,0,0,0,0,7,6,0,0,2,0,0,1,0,3,0,1,3,122
Zotu4091,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6
Zotu4092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,8,0,0,0,10,7,5,0,0,0,0,0,0,0,0,0,9,4,14
Zotu4093,0,0,1,0,0,0,0,0,0,1,3,3,2,0,0,20,7,6,0,0,0,22,13,12,0,3,0,0,0,0,0,1,1,2,7,6
Zotu4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
Zotu4095,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,13,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,5,3,34
Zotu4096,0,1,0,0,0,0,0,0,0,1,16,26,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Zotu4097,0,0,0,5,0,0,0,0,0,7,18,26,0,0,0,1,5,0,0,0,1,10,0,0,0,0,0,0,0,3,0,0,0,0,1,6
Zotu4098,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Zotu4099,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu41,0,0,0,1,0,2,1,2,3,2,12,11,0,0,0,0,20,3,24,1,3,0,3,0,0,0,0,1,0,8,0,0,0,4,15,9
Zotu410,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,10,0,0,0,0,57,11,0,0,0,0,0,0,0,0,0,0,8,2
Zotu4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0
Zotu4101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,21,62,0,0,0,0,0,0,0,0,0,7,17,28
Zotu4102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,4,0,0,0,0,0,0
Zotu4105,2,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu4106,0,1,9,0,0,0,0,1,9,3,6,6,0,1,0,0,1,0,0,1,1,0,2,0,4,4,6,0,0,2,0,0,1,2,8,10
Zotu4107,1,1,0,8,36,36,2,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,2,0,0,0
Zotu4108,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0
Zotu4109,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu411,0,0,0,0,0,0,0,0,0,17,49,12,0,0,0,0,25,2,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,36,64,35
Zotu4110,1,1,0,28,1,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0
Zotu4111,0,0,0,9,1,6,0,0,0,7,3,17,1,0,0,2,0,2,1,0,1,6,2,1,0,0,3,0,3,9,3,0,49,2,0,3
Zotu4112,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,5,10,25,0,0,0,0,0,2
Zotu4113,0,0,0,5,0,6,0,0,3,0,0,1,0,0,0,0,1,1,5,0,1,0,0,0,0,0,0,5,7,34,0,1,0,0,0,0
Zotu4114,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,37,0,0,0,0,0,0
Zotu4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4116,0,0,0,4,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0
Zotu4117,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,13,5,0,0,0,0,1,4
Zotu4118,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,0,0,0,0,0,0
Zotu4119,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,4,0,0,0,0,1
Zotu412,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,5,0,2,0,0,0,0,779,1,0,0,0,0,0,3
Zotu4120,0,0,0,0,0,0,0,0,0,2,4,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5
Zotu4121,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4
Zotu4123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,6,0
Zotu4124,0,0,0,0,0,1,0,0,0,6,19,40,0,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,1,14
Zotu4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0
Zotu4126,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,1,6,28,0,0,0,4,0,5,0,0,0,6,4,7
Zotu4127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,0,0,9,7,18
Zotu4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,0,0,0,0,0,2,0,0,0,7,7,8
Zotu4129,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,5,7,9
Zotu413,2,0,0,10,327,487,4,1,0,32,239,199,0,0,0,0,96,9,17,3,4,66,0,0,0,0,0,18,62,11,0,0,0,0,50,53
Zotu4130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0
Zotu4131,0,0,0,0,0,0,0,1,0,2,18,0,0,0,0,4,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,10,41,10
Zotu4132,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Zotu4133,10,1,2,64,2,3,0,0,2,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0
Zotu4134,1,0,0,8,0,20,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,3,2,0,0,0,10,2,6,0,0,0,2,1,2
Zotu4135,1,0,0,0,0,0,0,1,0,0,2,0,14,0,0,14,6,4,0,0,0,9,2,1,0,0,1,7,0,0,1,0,2,2,5,3
Zotu4136,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,3,3,0,1,0,3,0,0,1
Zotu4137,6,2,37,0,0,0,0,0,34,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0
Zotu4138,3,0,0,3,0,9,5,2,4,0,0,0,1,0,0,0,0,0,0,13,10,0,0,1,0,0,0,1,1,4,0,0,0,0,1,0
Zotu4139,0,0,1,0,0,0,5,2,1,0,0,0,1,3,1,0,0,0,1,38,59,0,0,0,0,2,3,15,0,0,1,0,3,0,0,0
Zotu414,0,0,0,0,0,0,0,0,0,46,33,39,0,0,0,12,128,35,0,0,0,19,20,10,0,0,0,1,0,0,0,0,0,38,26,45
Zotu4140,0,0,0,37,1,17,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,0,1,2,0,1,0,0,13,9,11,0
Zotu4141,0,0,0,7,0,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,23,2,9,0,0,0,0,0,0
Zotu4142,0,0,0,0,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,2,5,0,0,0,0,0,0
Zotu4143,0,0,0,13,6,6,2,2,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,0,0,4,5,13,0,0,0,9,1,2
Zotu4144,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0
Zotu4145,0,0,2,25,0,18,0,0,0,1,0,0,9,2,0,0,3,0,2,0,4,1,0,0,0,0,2,7,0,35,0,0,0,1,0,0
Zotu4146,0,0,0,1,8,0,0,0,0,4,10,10,0,0,0,0,2,0,0,1,0,4,3,1,0,0,0,0,1,0,0,0,0,0,15,6
Zotu4147,1,0,2,0,0,0,0,0,1,0,1,0,17,1,2,5,0,0,1,0,0,2,1,2,0,0,0,1,13,8,2,3,1,2,2,2
Zotu4148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
Zotu4149,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu415,3,12,11,111,51,413,3,1,4,14,20,6,5,13,2,49,48,18,14,8,29,7,38,35,3,0,2,22,3,115,23,3,5,167,144,48
Zotu4150,0,0,0,2,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,30,0,0,0,0,0,0
Zotu4151,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4152,0,0,0,0,0,0,0,0,0,8,2,8,0,0,0,3,0,8,0,0,0,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1
Zotu4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu4156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0
Zotu4157,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu4158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
Zotu4159,0,0,0,0,0,0,0,0,0,7,5,4,1,0,0,6,0,5,0,0,0,11,1,9,0,1,0,0,0,0,0,0,0,0,3,0
Zotu416,0,0,5,20,0,15,5,0,0,33,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,1727,5,15,0,0,0,4,0,0
Zotu4160,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,3,1,4,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,5,1
Zotu4161,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,18,1,4,0,0,0,2,10,10,0,0,0,0,0,0,0,0,0,4,4,9
Zotu4162,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu4163,0,0,0,0,0,0,0,0,0,4,13,0,0,0,0,3,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,0,0,25,23,4
Zotu4165,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,72,9,3,0,0,0
Zotu4166,1,1,6,1,2,1,17,2,1,0,0,0,1,3,29,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,7,1,2,1,0,1
Zotu4167,8,0,0,0,0,8,0,0,1,0,1,0,8,5,3,2,0,0,0,0,0,0,1,0,4,1,2,0,0,0,7,6,31,2,3,0
Zotu4168,8,1,58,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,10,0,0,0,0,0,0,0,0,0
Zotu4169,1,1,3,14,1,12,1,0,3,4,2,5,4,1,0,2,4,0,1,0,0,1,2,3,1,1,0,3,5,7,1,4,2,11,11,7
Zotu417,5,4,43,81,6,66,48,14,62,14,16,10,1,2,1,2,1,0,1254,69,57,4,9,2,7,6,7,13,125,4,7,2,9,4,9,10
Zotu4170,0,0,10,0,0,0,0,0,0,0,0,0,5,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,9,0,0,0
Zotu4171,1,0,23,36,12,19,0,7,32,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,24,59,1,0,1,0,6,11,0,0,0
Zotu4172,0,0,0,18,1,12,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,4,5,25,0,0,0,0,0,2
Zotu4173,0,0,0,62,2,6,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,8,0,0,0,0,0,0
Zotu4174,0,0,0,23,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,18,1,0,0,0,1,13,12,0,0,0,1,1,3
Zotu4175,1,0,0,43,0,77,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0
Zotu4176,0,0,0,30,0,13,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,1,1,2,0,0,0,1,0,15,0,0,0,0,0,1
Zotu4177,0,0,0,7,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8,2,6,0,1,1,0,0,0
Zotu4178,0,0,1,3,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,35,0,0,0,0,4,5
Zotu4179,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13,1,0,0,0,4,4,19,0,0,1,0,1,0
Zotu418,0,1,73,0,2,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,53,0,5,0,3,0,60,0,5,0,0,0
Zotu4180,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4181,0,0,0,0,25,0,1,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,1
Zotu4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Zotu4183,0,0,0,1,0,3,0,0,0,8,9,17,0,0,0,0,2,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,2,7,13
Zotu4184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0
Zotu4185,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Zotu4186,3,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3
Zotu4187,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,3,7,6,0,0,0,0,0,1,0,0,0,0,3,3
Zotu4188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
Zotu4189,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,7,6
Zotu419,1,1,0,0,0,0,0,0,0,4,36,51,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Zotu4190,1,0,0,0,0,0,0,0,0,25,68,21,0,0,0,1,2,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,16,2
Zotu4191,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,23,15,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4192,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
Zotu4196,13,3,0,0,0,11,1,14,1,0,2,0,6,1,0,3,0,0,2,2,5,0,1,1,4,3,1,1,0,0,1,9,13,6,7,5
Zotu4197,5,0,0,8,12,14,0,0,1,0,0,0,0,0,0,4,5,0,0,1,0,3,1,0,0,0,2,6,0,3,0,0,2,6,1,2
Zotu4198,4,8,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,0,0,0,0,0,0,1,7,3,0,0,0,9,31,2,0,0,0
Zotu4199,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu42,1,113,0,6,335,25,3,0,0,0,0,0,0,120,0,0,0,0,0,3,1,0,1,0,1,28,38,11,34,11,1,45,21,0,0,1
Zotu420,1559,196,136,0,0,0,3,18,0,0,0,0,126,155,16,0,0,0,0,3,4,0,0,0,155,70,146,0,0,0,37,26,24,0,0,0
Zotu4200,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,1,0,1
Zotu4201,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,5,6,0,0,0,0,0,0,3,0,1,0,0,0,5,0,4,0,0,0
Zotu4202,0,0,2,0,0,0,0,2,9,0,0,2,0,0,0,3,0,7,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,1
Zotu4203,0,0,0,3,1,3,2,0,1,3,1,0,4,1,0,10,2,0,0,1,0,3,4,4,0,0,2,7,4,5,0,0,4,12,16,6
Zotu4204,0,0,0,7,9,21,2,0,1,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,1,0,0,1
