,DLSs01,DLSs02,DLSs03,DLSse01,DLSse02,DLSse03,DPSs202001,DPSs202002,DPSs202003,DPSse01,DPSse02,DPSse03,HLs202001,HLs202002,HLs202003,HLse01,HLse02,HLse03,SLTs202001,SLTs202002,SLTs202003,SLTse01,SLTse02,SLTse03,SLs01,SLs02,SLs03,SLse01,SLse02,SLse03,XSs202001,XSs202002,XSse01,XSse02,XSse03,XsSs202003
Zotu4363,0,0,0,0,0,0,0,0,0,2,5,23,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,2,1,1,0,0,1,0
Zotu4364,0,0,0,0,0,0,0,0,1,0,0,0,5,11,0,0,0,0,7,9,15,0,0,0,0,0,0,0,0,0,1,6,0,0,0,5
Zotu4365,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,3,3,0,0,0,5,4,0,1,0,0,0,0,0,0,1,35,4,2,0
Zotu4366,0,0,1,0,0,0,0,0,0,3,3,10,0,2,0,3,2,3,0,0,0,3,1,6,0,2,4,0,0,1,0,0,1,23,17,0
Zotu4367,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,0,1,0,1
Zotu4368,0,0,0,0,0,0,0,0,0,51,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4369,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu437,28,822,60,0,4,0,0,0,0,3,0,0,0,0,0,0,20,0,0,1,0,0,4,0,36,90,20,1,0,0,0,0,2,0,0,0
Zotu4371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,1,0
Zotu4373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4374,2,3,5,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,5,2,6,0,0,1,0,2,0,0,2,0
Zotu4375,14,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,11,0,0,0,0,0,9,0,0,0
Zotu4376,8,9,4,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,5,1,0,0,0,0,1,0,0,0
Zotu4377,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,1,0,0,0,0,0,1,0,0,0
Zotu4378,0,0,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22,4,4,0,0,2,0,0,0
Zotu4379,0,0,2,0,0,0,0,0,0,1,3,4,0,0,0,0,1,1,0,0,0,8,5,9,0,2,0,0,1,0,0,0,2,7,4,0
Zotu438,69,69,92,0,8,0,0,0,1,3,0,21,3,7,3,1,7,3,0,0,2,1,2,3,213,89,1141,4,0,28,0,2,15,0,35,1
Zotu4380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,26,0,0,1,0,0,0,0,0,0
Zotu4381,0,0,0,1,0,2,0,0,0,1,3,11,0,0,0,5,6,4,0,0,0,5,4,53,0,0,0,10,12,15,0,0,3,18,2,0
Zotu4382,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,1,0,0,0,29,4,0,1,0,0,2,0,0,0,0,18,1,0,0
Zotu4383,0,0,0,0,0,2,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,5,0,0,0,0,0,1
Zotu4384,0,0,0,0,0,0,0,2,1,0,0,0,16,4,7,0,0,0,1,8,6,0,0,0,0,1,0,0,0,0,4,3,0,0,0,8
Zotu4385,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
Zotu4386,0,0,0,0,0,0,1,4,0,0,0,0,7,2,0,0,0,0,0,8,11,0,0,1,1,0,1,0,0,0,27,20,0,0,0,12
Zotu4387,0,0,0,0,0,0,8,11,12,0,0,0,14,0,9,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4388,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4389,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2
Zotu439,0,0,0,0,0,0,19,109,37,0,0,3,66,140,224,3,0,0,116,24,6,0,0,0,0,0,0,0,0,5,0,110,0,0,0,0
Zotu4390,0,0,0,0,0,0,5,3,3,0,0,0,31,9,4,0,0,0,27,46,10,0,0,0,2,0,0,0,0,0,10,13,1,0,0,10
Zotu4391,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,14,38,0,0,0,9
Zotu4392,0,0,0,0,0,0,0,0,0,14,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4393,0,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,2,0,0,3,0,1,0
Zotu4394,0,0,0,0,0,0,0,0,0,2,14,9,0,2,0,1,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,9,1,0
Zotu4395,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,1,0,1,0,0,0,0,6,65,0
Zotu44,14,0,11,270,220,227,516,930,655,2,1,2,718,11,616,26,29,14,3545,556,271,15,4,5,0,0,0,37,47,70,5,9,0,3,2,8
Zotu440,0,0,0,2,7,1,0,0,0,523,324,161,0,0,0,17,6,12,0,0,0,129,3,18,2,1,2,443,94,829,0,0,210,11,1446,0
Zotu4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
Zotu4402,12,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,16,0,0,0,2,0,1,0,0,0,0,2,0,1,1,3
Zotu4403,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0
Zotu4404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1
Zotu4406,16,0,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,21,5,13,0,0,1,0,0,1,0,4,0
Zotu4407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu4408,2,4,39,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,21,2,0,1,0,1,2,3,0,0,0,1,1,0,0,0,7
Zotu4409,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu441,0,0,1,0,0,0,455,728,380,0,0,0,0,13,0,0,0,0,187,1,0,0,0,0,0,0,0,0,0,0,39,120,0,0,0,46
Zotu4410,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Zotu4411,0,0,4,0,0,0,0,0,0,5,2,4,0,0,0,0,1,2,0,0,0,2,7,53,0,0,1,1,1,4,0,0,0,0,0,0
Zotu4412,1,0,0,3,1,4,0,0,2,1,0,3,1,3,0,1,1,0,2,0,1,33,1,3,0,0,0,0,0,0,0,0,10,0,0,0
Zotu4413,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4414,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0
Zotu4415,0,1,0,2,0,0,0,0,0,2,7,36,0,2,0,1,0,1,0,3,0,2,0,1,0,1,3,2,2,13,1,1,1,10,2,2
Zotu4416,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4417,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,3
Zotu4418,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Zotu4419,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,2,27,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,5
Zotu442,10,62,81,4,4,2,7,11,3,3,0,0,22,19,34,4,2,6,16,21,6,2,0,1,74,5,21,1,1,0,16,14,4,8,1,14
Zotu4420,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,3,5,0,0,0,8
Zotu4421,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,37,0,0,0,1,0,0,0,0,0,1,2,0,0,0,10
Zotu4422,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4423,0,0,0,0,0,0,1,0,0,1,3,8,0,3,1,0,0,0,0,3,0,0,1,4,0,0,0,1,0,0,1,0,0,7,2,0
Zotu4425,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,8,11,0,0,0,1,1,13,0,0,1,0,0,0,0,0,5,26,41,0
Zotu4427,0,0,0,0,0,0,2,0,0,0,0,0,0,7,3,2,1,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,1,37,2,0
Zotu4428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0
Zotu443,0,0,0,14,1,5,3,1,24,29,20,96,2,49,9,15,0,3,1,2,0,1005,6,1621,0,0,0,56,90,167,3,0,15,257,456,37
Zotu4430,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
Zotu4431,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4432,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0
Zotu4434,5,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,16,0,0,0,1,0,0,0,0,1
Zotu4435,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4436,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
Zotu4437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4439,12,6,6,0,0,0,0,1,0,0,0,0,1,11,0,0,0,0,2,1,0,0,0,0,1,2,4,0,0,0,2,2,0,1,1,1
Zotu444,0,0,0,0,0,0,27,32,7,0,0,0,2,6,2,0,0,0,6,38,26,0,0,0,0,0,0,0,0,0,48,37,0,0,0,19
Zotu4440,1,7,1,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,7,2,2,0,0,0,0,0,0,0,0
Zotu4441,0,0,5,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,2,23,0,0,2,0,0,0,0,4,1
Zotu4442,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,6,2,0,0,0,1
Zotu4443,0,0,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4444,0,0,0,4,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4445,0,0,0,0,0,2,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,63,18,0,0,0,1,1,0
Zotu4446,0,0,0,0,0,0,1,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0
Zotu4447,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4448,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu4449,0,0,0,0,0,0,0,1,0,0,0,0,4,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Zotu445,0,0,0,29,40,33,0,0,0,15,10,13,0,4,0,0,0,1,0,0,0,0,0,0,14,2,16,364,486,351,0,0,18,20,38,0
Zotu4450,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,3,1,0,7,0,0,0,4,0,1,0,0,0,0,0,2,1,18,8,0
Zotu4451,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,14,0,0,0,5,0,10,0,0,0,0,3,0,0,1,2
Zotu4452,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,2,3,0,0,0,0,0,2,0,0,0
Zotu4454,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Zotu4455,0,0,0,0,0,0,0,0,0,30,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Zotu4456,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,49,7,0,0,0,1,0,0
Zotu4457,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
Zotu4458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Zotu4459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,4,0,0,0,0,0,0
Zotu446,1,0,5,2,4,0,1,3,6,0,4,0,1,8,7,2,3,2,6,0,0,3,1,3,0,5,0,0,0,0,0,0,0,7,0,1
Zotu4460,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Zotu4461,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu4462,2,0,6,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,1
Zotu4464,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu4465,0,17,0,0,0,0,0,0,0,1,0,1,4,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,4,1,1
Zotu4466,4,0,0,0,0,0,0,0,0,1,0,0,4,0,34,1,0,0,2,0,0,0,0,0,7,16,12,0,0,1,0,0,0,0,0,0
Zotu4467,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10,6,8,0,0,0,0,0,0,0,1,0
Zotu4468,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,22,0,0,0,0,0,0,0,1,0
Zotu4469,4,7,4,0,3,0,0,1,1,0,0,0,3,0,2,0,1,0,0,1,1,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0
Zotu447,51,10,24,1,0,0,1,1,3,0,0,0,26,18,168,0,0,0,11,0,6,0,0,0,52,10,33,0,0,0,8,1,1,0,1,2
Zotu4470,11,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,4,0,0,0,2,4,3,0,0,1,1,3,0,0,0,2
Zotu4471,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,3,1,0,0,0,0,0,0,0,0
Zotu4472,10,1,9,1,0,0,0,0,1,0,0,0,1,0,0,2,0,2,7,4,3,0,0,1,12,0,8,0,0,1,0,0,0,0,0,3
Zotu4473,3,26,9,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,0,0
Zotu4474,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,29,0,0,1,0,0,0,0,1,0
Zotu4475,3,27,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0
Zotu4476,12,6,16,0,0,0,2,0,0,0,0,0,2,2,0,0,0,1,1,4,3,0,0,0,7,0,1,0,0,0,15,13,0,0,0,9
Zotu4477,2,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,7,1,5,0,0,0,0,0,0,0,0,0
Zotu4478,0,0,0,0,1,1,0,0,0,1,0,0,1,9,2,0,0,0,0,1,4,0,0,0,0,0,0,10,6,6,1,1,1,1,4,3
Zotu4479,0,0,0,2,0,1,0,0,0,1,3,10,1,0,0,0,1,0,0,1,2,1,1,3,0,1,0,10,8,13,0,0,1,2,1,1
Zotu448,0,45,0,0,0,114,9,0,0,0,0,0,13,7,0,0,0,0,0,28,12,0,0,0,0,61,0,0,0,0,75,18,0,0,0,27
Zotu4480,0,0,0,0,0,0,2,3,5,0,0,0,6,0,7,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu4481,0,0,0,0,0,0,0,0,0,6,1,17,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,48,9,0,0,0,4,2,0
Zotu4482,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4483,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1
Zotu4484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4487,0,0,0,0,0,0,60,12,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
Zotu4488,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Zotu4489,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,3,11,0,0,0,9
Zotu449,3,1,2,7,7,1,11,8,4,8,2,7,232,46,11,98,69,248,27,307,493,29,2,4,1,0,0,14,26,29,72,152,23,18,21,139
Zotu4490,0,0,0,0,0,0,0,2,3,0,0,0,10,1,0,0,0,0,0,14,11,0,0,0,2,0,0,0,0,0,3,8,0,0,0,7
Zotu4491,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,11,18,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2
Zotu4492,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
Zotu4493,0,0,0,0,1,1,0,0,1,6,20,1,0,0,0,0,0,1,0,0,0,10,1,6,1,0,0,0,0,1,0,0,7,2,0,0
Zotu4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0
Zotu4495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4496,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4497,0,0,0,0,0,0,0,0,0,1,6,33,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,3,0,0,0,4,1,0
Zotu4498,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,9,5,0,0,1,1
Zotu4499,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,10,22,0,0,0,2
Zotu45,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,6,0,0,0,0,10,0,0,0
Zotu4500,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4501,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,0,0,0,0,0,0,0,0
Zotu4502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,2,0,0,0
Zotu4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,0,0,0,0,0,1,0,0,0
Zotu4504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,0,0,0,0,0,0
Zotu4505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu4508,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Zotu4509,0,0,0,0,0,0,2,1,3,0,0,0,8,5,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,10,11,0,0,0,16
Zotu451,0,8,0,0,0,13,2,0,1,0,0,0,5,0,0,0,0,0,0,11,1,0,0,0,0,11,0,0,0,0,4,0,0,0,0,3
Zotu4510,35,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,7,1,10,0,0,0,2,2,0,0,2,0
Zotu4511,8,0,12,0,0,1,1,1,0,0,0,0,3,2,0,1,0,1,1,5,1,0,0,1,7,3,6,0,0,0,4,7,1,0,3,1
Zotu4512,4,15,8,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,2,0,0,1
Zotu4513,3,63,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,0,0,1
Zotu4514,5,2,2,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1,1,32,0,0,4,0,0,0,2,2,0
Zotu4515,4,0,7,0,0,0,1,0,0,0,0,0,1,7,5,0,0,0,0,6,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Zotu4516,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu4517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4518,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,13,15,0,0,0,0,1,0,0,0,1
Zotu4519,4,0,70,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu452,0,1,1,0,0,0,0,0,2,17,0,0,21,1,4,0,0,0,3,4,4,0,0,0,12,0,0,6,0,0,8,2,29,1,0,8
Zotu4520,0,0,6,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu4521,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,2,1,0,0,0
Zotu4522,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
Zotu4523,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu4524,0,0,0,0,0,0,3,0,0,3,10,0,0,2,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0
Zotu4525,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,8,8,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,12,3,0
Zotu4526,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,8,17,0,0,0,0,0,1,0,0,0,15,13,0,0,0,13
Zotu4527,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,1,0,0,0,16,3,1,1,0,0,0,0,0,0,0,26,0,0,0
Zotu4528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4529,0,0,0,0,0,1,0,5,0,2,0,0,3,0,0,2,12,2,0,7,1,2,0,0,1,0,0,0,0,0,4,25,1,0,0,10
Zotu453,1,0,1,126,159,122,1,3,2,6,28,24,1,1,0,5,0,6,0,0,0,29,3,5,5,11,12,181,1160,674,0,2,17,100,42,3
Zotu4530,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,19,2,0,0,0,2,0,2,0,0,0,5,4,0,0,0,5
Zotu4531,0,0,0,0,0,0,0,0,0,7,5,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,13,0,0,1,0,0,0
Zotu4532,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,3,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1,43,3,0
Zotu4533,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,2,0,0,0,45,0,0,1,7,0,1,0,0,0,1,22,0
Zotu4534,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,5,141,0
Zotu4535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
