,DLSs01,DLSs02,DLSs03,DLSw202001,DLSw202002,DLSw202003,DPSs202001,DPSs202002,DPSs202003,DPSw202001,DPSw202002,DPSw202003,HLs202001,HLs202002,HLs202003,HLw202001,HLw202002,HLw202003,SLTs202001,SLTs202002,SLTs202003,SLTw202001,SLTw202002,SLTw202003,SLs01,SLs02,SLs03,SLw202001,SLw202002,SLw202003,XSs202001,XSs202002,XSw202001,XSw202002,XSw202003,XsSs202003
Zotu1298,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0
Zotu12984,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu12985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Zotu12988,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,2
Zotu1299,11,0,17,17,0,0,0,0,0,0,1,0,48,14,13,2,0,0,13,8,10,0,4,5,112,8,45,0,0,4,11,9,1,3,1,10
Zotu12991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu12992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu12993,1,3,1,0,0,2,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
Zotu12994,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu12997,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13,30,189,37,154,1,2,1,1,23,0,3,0,275,264,3774,236,0,1,217,26,26,1,37,161,632,130,338,2,0,18,11,27,149,222,152,270
Zotu130,0,5,0,0,1,0,0,1,0,0,0,0,0,3,6,4,0,0,1,0,0,0,0,0,7,2,0,0,0,0,1,1,0,1,1,0
Zotu1300,0,0,0,6,0,0,0,2,1,29,17,30,0,16,0,16,40,61,0,0,0,37,32,2,0,0,0,125,91,97,2,5,2,1,4,5
Zotu13000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13002,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Zotu13007,0,0,1,0,0,1,0,2,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,1,2,0,0,3,0
Zotu1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Zotu13010,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0
Zotu13011,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,1
Zotu13012,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
Zotu13013,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
Zotu13014,0,0,0,1,1,1,0,3,0,1,3,1,0,0,0,1,1,1,0,0,0,9,3,5,0,0,0,0,3,0,0,0,0,0,0,0
Zotu13015,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,1,1,0,1,0,4
Zotu13016,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Zotu13017,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu13018,0,0,0,15,0,0,0,6,0,19,15,20,12,1,13,5,0,0,21,0,0,56,31,82,0,0,0,2,11,0,0,9,0,0,0,0
Zotu13019,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0
Zotu1302,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu13020,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13021,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13022,0,0,0,4,0,0,0,1,0,0,1,2,0,4,3,5,1,2,0,0,0,5,0,6,0,0,0,1,3,2,0,2,4,3,1,0
Zotu13023,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,1,0,2
Zotu13024,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,1,5,0,0,2,0,0,0,0,0,0,1,0,0,1,0,2
Zotu13025,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13027,0,0,0,1,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13028,0,0,0,0,0,1,1,0,0,1,6,2,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Zotu13029,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
Zotu1303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,40,100,129,0,0,0,0,0,1
Zotu13030,0,0,0,0,1,0,0,0,0,32,30,47,0,0,0,1,2,1,0,2,1,5,9,7,0,0,0,2,1,2,1,0,0,1,2,0
Zotu13031,0,0,0,0,0,1,0,0,0,1,1,1,0,4,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,2,1,0
Zotu13032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2
Zotu13033,0,0,0,0,0,1,0,0,0,0,3,0,1,2,1,0,0,5,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Zotu13034,0,0,0,16,0,0,0,5,0,7,14,14,13,0,8,4,1,0,10,0,0,47,28,78,0,0,0,0,4,0,0,1,0,0,0,1
Zotu13035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Zotu13036,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Zotu13037,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0
Zotu13038,0,0,0,0,0,0,0,2,1,0,2,1,2,2,0,1,0,0,0,0,0,4,3,2,0,0,0,0,2,1,0,1,0,0,0,0
Zotu13039,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0
Zotu13040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,6,0,10,0,0,0,0,2,0
Zotu13042,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13043,7,7,80,3,1,1,4,5,3,0,0,0,26,2,12,0,0,0,8,9,0,2,1,4,6,12,9,0,1,0,6,4,0,1,0,7
Zotu13044,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu13046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Zotu13047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1
Zotu13049,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Zotu1305,0,0,0,9,4,6,1,23,0,6,4,3,0,23,53,99,11,20,0,2,3,29,0,4,0,0,0,3,30,4,0,24,35,74,23,0
Zotu13051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13057,1,0,0,0,0,0,0,0,0,0,0,0,0,36,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,2,1
Zotu1306,0,0,2,2,0,4,0,0,20,2,8,0,18,145,50,28,1,10,0,33,15,0,29,0,0,0,0,0,0,31,5,14,20,14,14,33
Zotu13060,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
Zotu13061,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3
Zotu13062,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,22,3,0,0,0,0,0,0,0,0,0,4,5,1,0,0,5
Zotu13063,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,8,0,0,0,7
Zotu13064,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,6
Zotu13065,0,0,0,1,0,1,2,2,0,0,0,0,4,0,3,0,0,0,7,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Zotu13066,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu13068,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2
Zotu13069,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1
Zotu1307,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13070,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,5,6,0,0,0,2
Zotu13071,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1
Zotu13072,0,0,0,0,0,0,1,0,0,0,1,1,4,11,1,2,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,0,2
Zotu13073,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3
Zotu13074,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13075,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2
Zotu13076,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
Zotu13077,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu13078,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Zotu13079,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13080,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13081,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2
Zotu13082,0,0,1,0,1,1,0,0,8,0,0,0,4,101,6,3,0,2,0,38,18,1,2,0,0,0,0,0,0,2,2,4,13,9,3,20
Zotu13083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7,0,0,0,0,0,1
Zotu13084,18,0,3,0,0,0,0,0,1,0,0,0,0,28,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,7,3,2
Zotu13085,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
Zotu13086,0,0,0,0,0,0,0,0,0,0,0,0,1,17,4,5,1,0,0,9,0,0,1,0,0,0,0,0,0,2,3,1,3,3,1,7
Zotu13087,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,2
Zotu13088,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,3,3,5
Zotu13089,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,3,0,0
Zotu1309,0,0,0,1,2,40,0,0,3,1,32,0,52,24,8,4,1,43,4,39,90,0,5,0,0,0,0,0,0,7,34,33,4,27,3,19
Zotu13090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0
Zotu13091,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu13092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Zotu13093,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,14,7,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2,4,0
Zotu13094,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0
Zotu13095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu13097,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13098,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1,2,0,0,0,0,0,0,0,0,0
Zotu13100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Zotu1311,0,0,1,1,0,0,0,0,0,0,0,0,3,2,58,1,0,0,0,0,0,0,0,0,95,2,0,0,0,0,0,0,1,1,0,0
Zotu13110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
Zotu13111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu13115,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0
Zotu13116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu13118,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0
Zotu13119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1312,1,1,0,6,0,0,0,0,1,0,0,0,7,16,69,3,0,0,6,0,0,0,0,1,0,1,0,1,0,0,1,0,1,4,1,1
Zotu13120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
Zotu13122,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu13123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13124,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Zotu13126,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Zotu13128,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Zotu13129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Zotu1313,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
Zotu13130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0
Zotu13132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu13134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Zotu13135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
Zotu13136,0,0,0,0,3,0,1,0,0,0,0,1,0,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,4,1,7,0
Zotu13137,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,3,0,0,0,0,1,0,1,0,0,1,2,3,0,1,0,1,0,0
Zotu13138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0
Zotu13139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu1314,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,2,1,0,1,0,0,0,0
Zotu13140,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
Zotu13141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,2,1,0,0,0,0,0,0
Zotu13142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu13149,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0
Zotu13150,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Zotu13153,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0
Zotu13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0
Zotu13155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu13158,0,0,0,5,0,0,0,0,0,6,3,2,1,1,1,1,0,0,5,0,0,20,9,36,0,0,0,0,0,0,0,2,0,0,0,2
Zotu13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu1316,32,17,7,0,0,18,0,0,0,0,10,0,19,4,0,0,0,14,0,15,76,0,0,0,4,27,17,0,0,0,26,17,0,27,2,25
Zotu13160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu13161,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,4,10,0,2,0,5
Zotu13162,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,3,1,0,0,0,3
Zotu13164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
Zotu13165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu13169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1317,11,0,2,1,1,3,0,0,0,7,11,8,0,0,2,0,1,4,2,0,1,9,1,7,6,0,0,0,0,0,1,0,0,0,2,0
Zotu13171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu13173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu13176,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0
Zotu13177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu13178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zotu1318,0,0,0,0,1,45,1,2,1,2,41,0,104,0,0,1,0,73,1,117,216,0,0,3,0,0,0,0,0,0,40,75,0,45,0,83
Zotu13184,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0,0,0,0
Zotu13185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
Zotu13187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1319,62,202,44,0,2,0,2,0,2,0,0,0,3,10,2,2,0,0,1,1,0,0,1,0,14,6,16,0,0,2,14,1,0,0,0,9
Zotu13190,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5
Zotu13192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu13193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu13194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Zotu13195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
Zotu13196,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
