,DLSm01,DLSm02,DLSm03,DLSt01,DLSt02,DLSt03,DPSm01,DPSm02,DPSm03,DPSt01,DPSt02,DPSt03,HLm01,HLm02,HLm03,HLt01,HLt02,HLt03,SLTm01,SLTm02,SLTm03,SLTt01,SLTt02,SLTt03,SLm01,SLm02,SLm03,SLt01,SLt02,SLt03,XSm01,XSm02,XSm03,XSt01,XSt02,XSt03
Zotu1721,7,0,0,4,3,7,0,3,0,4,3,0,0,1,0,0,0,1,0,19,0,1,0,0,0,0,3,67,36,5,9,0,0,6,17,0
Zotu17216,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu1722,12,0,0,8,11,9,4,4,0,1,7,2,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,18,18,14,1,0,1,1,17,0
Zotu17222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17224,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1723,2,0,0,6,2,2,0,4,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,0,0,0,0,0,7,2
Zotu17236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17239,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1724,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,30,0,1,0,2,0,0,0,0,2,0,1,1,4,4,0
Zotu17240,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1725,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu1726,7,4,5,9,1,16,2,6,3,8,1,3,15,8,8,11,0,6,37,33,5,5,4,13,15,38,9,4,1,3,14,5,5,9,3,35
Zotu1727,0,0,39,24,0,0,0,0,0,26,12,12,48,0,0,24,0,0,0,0,0,136,38,28,1,0,0,0,0,0,0,0,0,0,0,0
Zotu1728,0,0,26,51,0,0,0,52,0,0,0,0,124,0,0,50,0,0,0,0,1,48,0,1,48,29,0,0,0,0,53,0,45,1,0,0
Zotu17281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Zotu1729,5,19,6,5,11,5,3,7,3,26,5,49,3,24,8,5,0,5,2,2,5,11,10,13,9,2,9,26,3,16,11,27,26,13,16,0
Zotu17290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Zotu17295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Zotu173,2,4,19,6,49,1,46,7,27,1499,144,192,15,20,2,16,354,2,18,3,26,218,443,158,38,1,210,313,0,2,272,0,3,220,3,1
Zotu1730,4,1,1,1,5,2,50,4,6,0,14,4,3,4,0,1,1,1,1,1,7,3,4,4,37,5,0,1,1,1,2,0,5,0,5,2
Zotu17303,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,0,4,0,2,2,0,0,2,0,0,2,0,1,0,0,0,3,1,1,1
Zotu17304,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0
Zotu17305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1731,0,0,0,0,0,0,4,0,102,0,3,3,1,0,0,4,25,1,0,0,0,0,0,0,0,0,2,3,0,2,0,0,1,6,4,3
Zotu17310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1732,0,1,1,4,75,9,1,0,0,0,3,6,1,10,0,5,109,3,0,5,10,15,10,7,6,0,0,13,0,6,0,7,0,1,2,1
Zotu17326,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1733,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,1,0,0,1,1,52,0,1,0,1,0,0,0,3,0,1,1,0,2,6,0
Zotu17336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1734,0,1,1,0,1,0,24,2,0,0,0,1,4,4,0,1,0,0,0,0,2,0,0,0,5,3,1,0,0,1,1,0,11,0,0,1
Zotu1735,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1736,1,1,1,0,2,6,2,0,12,0,0,0,3,0,2,5,1,0,2,2,1,1,0,1,1,1,0,1,2,4,2,4,2,0,1,2
Zotu17366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
Zotu1738,0,0,0,0,9,2,0,1,2,0,0,0,0,1,0,5,1,7,0,0,67,0,5,0,3,0,0,0,1,0,0,2,0,5,15,1
Zotu17384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1739,7,1,3,1,4,3,0,10,11,0,11,0,2,0,0,0,0,0,0,14,0,0,1,0,1,1,1,4,19,2,0,0,0,0,14,0
Zotu174,17,19,56,81,5,13,75,15,646,18,10,7,61,36,12,494,453,82,2643,124,104,53,6,9,15,15,29,30,6,3,28,86,19,239,193,228
Zotu1740,6,9,9,60,21,36,2,3,9,15,2,19,10,1,3,69,0,13,3,18,7,10,5,7,1,4,0,31,8,119,8,15,19,15,19,29
Zotu17406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu17415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
Zotu17421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1743,3,0,0,0,3,1,0,2,1,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3
Zotu1744,0,0,0,0,0,4,12,0,7,4,3,2,0,0,1,0,187,1,1,0,0,2,1,12,0,1,0,1,0,0,0,0,0,0,0,0
Zotu1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1746,0,1,4,9,0,3,0,1,0,48,13,12,6,1,0,31,0,10,0,15,9,13,6,11,5,1,8,8,0,1,7,8,2,14,19,38
Zotu17460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,0,0,0,0,0,0,0,0,2,1
Zotu1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
Zotu17472,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17474,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1748,0,0,0,0,18,0,1,0,0,0,0,0,0,16,0,20,0,6,0,0,167,0,31,0,23,0,0,0,0,0,0,12,0,17,20,0
Zotu17480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17483,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu17492,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu175,38,195,173,1217,139,157,0,1,0,0,3,146,107,17,171,323,0,135,0,86,121,143,3,21,2,14,23,144,9,399,1,986,141,160,285,12
Zotu1750,43,12,10,4,7,3,0,7,18,21,6,2,3,11,8,17,0,5,0,1,3,9,11,3,1,1,26,9,0,5,6,0,3,7,15,7
Zotu1751,1,1,2,0,2,0,48,0,8,3,0,0,0,3,0,2,0,1,24,0,13,1,0,0,1,0,8,1,0,0,0,0,0,3,6,0
Zotu1752,4,1,1,13,13,4,0,7,1,5,4,3,1,2,1,2,0,0,0,13,1,4,6,0,0,2,1,8,30,8,1,2,2,1,10,0
Zotu17529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu1753,0,0,0,2,215,2,0,0,0,2,0,1,0,3,0,0,0,0,0,0,6,11,6,0,7,0,0,6,0,7,0,0,0,0,0,0
Zotu1754,1,0,1,3,8,10,0,6,1,2,4,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,13,116,41,1,6,0,1,4,4,0
Zotu1755,0,0,3,6,0,2,1,0,12,2,2,1,3,3,3,61,13,14,0,2,16,4,2,6,1,1,2,4,1,0,9,5,1,9,14,20
Zotu1756,0,0,2,11,62,32,1,1,3,1,0,14,2,4,0,41,44,1,0,1,3,2,2,1,4,0,0,6,0,5,0,3,0,5,0,29
Zotu17565,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu1757,0,0,1,0,7,1,3,2,10,6,4,1,5,1,1,0,1,0,4,0,2,3,29,3,6,0,0,0,1,0,0,0,1,0,2,0
Zotu17575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu1759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15
Zotu176,107,219,227,331,242,238,58,204,94,29,27,152,137,156,56,59,3,25,89,43,24,34,24,23,112,208,50,234,31,1851,91,165,384,18,53,16
Zotu1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17601,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0
Zotu17603,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu17606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17609,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
Zotu17617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu1763,7,6,14,38,15,86,12,26,14,31,10,8,22,25,15,21,0,11,17,15,4,5,11,16,27,47,9,29,5,24,34,4,56,4,8,13
Zotu17637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1764,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu17644,0,0,0,0,0,0,1,0,2,13,4,3,0,0,0,0,1,0,1,0,0,2,2,3,0,0,2,3,0,0,1,0,0,0,0,1
Zotu17652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1766,0,0,1,7,7,45,12,0,3,0,0,0,2,0,5,46,84,8,0,3,5,5,2,6,0,8,0,4,0,5,0,1,0,10,2,16
Zotu1767,5,7,9,3,1,1,176,11,4,0,2,0,16,4,3,46,2,3,120,2,4,3,0,0,17,5,1,0,0,1,2,4,15,1,5,24
Zotu1768,8,0,0,5,7,12,0,6,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,9,0,0,0,0,10,6
Zotu1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
Zotu177,20,195,67,3,0,1,10,49,267,10,3,189,14,8,7,118,1,77,15,1,106,4,0,3,10,7,117,4,0,68,10,1893,111,201,246,0
Zotu1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
Zotu17711,47,5,9,0,0,0,0,10,0,0,9,1,0,4,12,0,0,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,2,0,16,0
Zotu17712,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1772,5,78,9,9,13,44,4,3,1,8,0,22,9,6,5,8,3,3,47,4,1,5,5,4,3,11,4,5,0,14,2,3,23,3,1,1
Zotu17723,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,4,0,0,0,1,0,0,0
Zotu17728,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Zotu1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1774,0,0,0,0,4,0,0,2,0,0,1,0,0,4,0,2,0,4,0,0,28,0,5,0,6,0,0,0,0,0,0,3,0,0,4,0
Zotu17745,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
Zotu1775,14,2,4,2,0,2,1,9,9,0,4,3,36,4,5,7,0,17,3,1,2,5,0,5,4,9,17,2,0,2,19,3,34,9,3,1
Zotu1776,11,15,22,21,14,14,7,28,40,23,10,11,29,7,11,27,0,16,28,5,6,17,5,10,24,39,15,15,2,39,37,10,29,14,21,24
Zotu17762,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu17765,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu17766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu17769,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
Zotu1777,0,1,0,0,7,0,0,0,0,0,0,0,0,7,0,6,0,2,0,0,61,0,2,0,5,0,0,0,0,0,0,6,0,4,12,0
Zotu17770,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0
Zotu1778,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,3,1,0,0,0,0,2,5
Zotu17780,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17787,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1779,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17791,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu17796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu17797,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu178,219,364,140,78,156,122,329,163,153,14,32,75,178,106,87,43,15,62,34,60,72,25,45,22,493,254,94,50,19,155,165,96,339,56,104,57
Zotu1780,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu17803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17805,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1
Zotu1781,0,0,23,94,31,13,0,0,0,4,0,0,25,2,0,19,2,2,8,2,3,25,2,0,9,7,5,20,0,13,13,3,1,19,2,1
Zotu17815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1782,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Zotu1785,14,10,1,0,5,0,24,10,3,15,1,13,5,5,1,10,0,8,0,0,20,1,9,1,77,5,3,3,0,7,37,34,14,13,18,0
Zotu17851,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1787,4,5,8,1,0,6,2,13,5,1,0,5,19,1,6,1,0,2,15,34,3,0,0,4,15,6,1,1,2,8,8,6,46,2,3,3
Zotu1788,9,0,0,7,10,8,0,9,0,2,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,20,26,9,1,0,0,1,34,0
Zotu1789,7,0,0,1,4,6,0,13,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,5,0,0,0,0,19,4
Zotu17894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17899,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu179,79,8,14,54,136,70,610,166,1,8,36,17,118,66,18,8,10,0,10,122,39,6,59,2,623,64,11,107,798,56,77,6,207,3,92,0
Zotu1790,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu17900,0,0,1,4,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,3,0,0,1,0,0,1,0,0
Zotu1791,0,1,2,0,2,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,7,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
Zotu1792,9,8,16,1,2,2,7,2,9,7,1,0,6,4,5,2,0,7,9,18,2,4,0,1,5,3,23,2,1,7,7,2,6,4,3,70
Zotu17929,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu1793,0,0,0,0,0,0,1,0,0,8,0,0,2,0,0,0,10,0,3,34,0,2,1,0,1,1,5,4,1,0,2,0,0,0,0,116
Zotu1794,0,0,20,24,0,0,0,0,0,11,14,28,27,0,0,25,0,0,0,0,0,162,19,9,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1795,19,15,102,12,0,0,5,34,64,0,6,0,13,8,10,6,0,1,2,0,0,7,0,0,8,2,6,0,0,1,3,0,4,0,8,0
Zotu1796,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Zotu1797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6
Zotu1798,10,0,0,8,8,12,0,7,0,7,5,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,3,32,20,21,0,1,1,2,18,0
Zotu17986,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,2,0
Zotu17987,2,1,0,0,1,0,2,1,0,2,0,1,0,2,1,1,0,0,1,0,1,1,1,0,1,3,1,0,0,0,1,3,2,2,1,0
Zotu17988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1799,0,0,1,1,41,2,0,0,1,21,6,11,0,22,0,0,0,0,0,0,16,18,69,24,16,0,0,0,0,3,0,0,0,0,0,0
Zotu18,6,0,0,6,1,10,0,12,1,0,5,0,0,0,0,1,10,0,0,1404,0,0,0,0,0,1,0,2,809,4,0,0,0,0,15,215
Zotu180,0,2,0,0,106,12,0,1,4,90,69,83,5,134,1,0,0,0,0,5,126,128,3372,121,126,2,1,1,0,1,2,0,0,0,1,2
Zotu1800,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1
Zotu1801,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3
Zotu18018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu18019,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1802,3,0,0,0,7,0,2,4,1,0,0,0,0,3,0,6,1,2,4,1,30,1,1,0,2,0,0,0,0,0,0,3,2,4,10,2
Zotu1803,128,45,10,1,1,0,3,5,0,0,3,1,1,4,2,1,0,2,82,7,3,1,0,0,9,0,7,0,0,4,2,9,8,3,3,0
Zotu1804,0,1,0,0,0,0,2,1,35,0,0,2,1,1,0,0,0,0,4,8,0,1,0,1,1,1,2,0,3,0,3,1,2,0,1,5
Zotu18040,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu18054,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0
Zotu18055,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu1806,0,0,0,1,0,0,14,0,30,0,0,0,0,0,0,2,6,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,1
Zotu18061,29,22,17,8,18,4,0,5,0,114,10,14,0,179,10,3,2,8,7,45,14,9,19,7,15,1,27,26,44,5,10,4,5,21,24,3
Zotu18063,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
