,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs01,DPSs02,DPSs03,DPSt01,DPSt02,DPSt03,HLs01,HLs02,HLs03,HLt01,HLt02,HLt03,SLTs01,SLTs02,SLTs03,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs01,XSs02,XSs03,XSt01,XSt02,XSt03
Zotu2147,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Zotu21477,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,4,0,0
Zotu2148,7,40,18,9,9,25,0,3,1,11,3,6,2,5,6,1,1,1,0,0,1,2,1,4,0,3,2,9,1,50,1,5,1,5,1,1
Zotu2149,7,0,1,2,0,0,3,21,1,0,4,0,1,2,3,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,31,4,14,0,9,2
Zotu215,3,0,1,0,0,1,0,3,29,1,0,2,159,190,155,1,0,0,0,0,0,0,0,0,2,0,0,0,146,1,291,2659,700,1,0,0
Zotu2150,0,0,0,13,16,14,0,0,0,3,6,19,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,15,0,70,0,0,0,0,2,0
Zotu21503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
Zotu21504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0
Zotu21506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
Zotu21507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
Zotu2151,1,1,12,2,0,0,7,18,0,4,2,18,10,4,0,5,183,2,0,2,1,4,2,4,29,6,2,0,2,13,4,2,1,6,14,4
Zotu21511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
Zotu2152,0,0,0,15,16,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,121,0,0,0,0,0,0
Zotu2153,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2154,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0
Zotu2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Zotu2156,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,367,10,1,0,0,0,0,0,2,0,0
Zotu21564,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1
Zotu21565,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0
Zotu2157,0,0,0,0,0,0,0,0,0,0,0,0,51,121,61,0,0,0,4,11,4,0,0,0,0,0,0,0,0,0,21,10,13,0,0,0
Zotu2158,0,0,0,0,0,0,0,0,3,0,0,0,19,1,3,0,0,0,8,6,3,0,0,0,1,2,0,0,2,0,2,0,0,0,0,4
Zotu2159,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,2,0,0,4,9,7,0,0,0,0,0,0,0,10,0,0,17,1,0,1,13
Zotu216,1,0,0,0,0,0,0,0,0,0,0,0,37,228,55,0,2,4,13,154,47,0,0,0,2,0,3,0,0,0,1,0,3,0,0,0
Zotu2160,0,0,0,11,8,13,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,15,27,0,5,0,6,8,0
Zotu2161,1,1,2,4,0,10,2,2,1,0,0,10,0,0,0,14,1,31,0,0,1,1,0,6,64,27,48,3,0,2,0,0,0,22,8,0
Zotu21611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu21615,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2162,0,0,0,1,8,1,0,0,41,0,2,0,1,1,0,0,0,0,2,3,0,0,0,0,2,0,0,2,8,1,3,1,22,0,5,6
Zotu2163,0,0,0,1,0,0,0,0,0,0,1,0,30,7,11,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,144,46,13,0,0,7
Zotu2164,0,3,0,0,1,7,0,1,0,1,0,23,0,0,0,0,0,1,0,0,0,1,1,2,1,6,9,2,0,30,0,0,0,2,2,0
Zotu21644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0
Zotu21648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0
Zotu2165,0,0,0,1,1,4,1,0,0,25,7,6,0,0,0,2,0,3,0,0,1,0,6,4,0,0,0,5,1,2,0,1,0,13,11,0
Zotu21657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Zotu2166,1,0,0,0,0,0,0,0,14,1,0,1,0,0,0,0,0,0,8,5,22,1,1,1,0,0,0,0,0,0,38,0,0,0,0,92
Zotu2167,0,0,0,2,8,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,55,8,0,24,0,0,25,0
Zotu21671,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Zotu21673,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2
Zotu2168,1,20,9,0,0,0,1,0,0,5,0,3,3,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,73,22,4,3,1,7
Zotu21682,2,1,2,6,3,4,2,0,0,0,0,1,9,1,3,1,1,1,1,0,0,0,0,1,5,1,1,1,0,2,4,7,6,0,1,1
Zotu2169,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,3,0,46,7,2,5,4,0,3,0,0,0,0,7,0,0,9,0,1,6,7
Zotu217,0,0,0,1,0,0,0,0,241,0,0,0,174,217,187,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,263,352,3800,0,0,1
Zotu2170,0,0,0,0,1,0,0,0,0,0,0,16,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,1,0,20,0,0,0,14,34,0
Zotu2171,3,154,6,0,0,0,5,21,0,0,0,0,2,66,5,0,0,0,0,3,0,0,0,0,1,0,3,0,0,0,9,11,7,0,0,0
Zotu2172,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,113,0,0,0,1,0,0,0,6,18,47,0,0,0,0,1,0,0,0,0
Zotu2173,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
Zotu2174,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1
Zotu2175,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Zotu2176,2,1,51,1,0,0,4,9,0,2,25,5,12,10,8,0,0,1,0,0,0,6,2,3,0,1,0,0,3,0,20,57,9,0,14,2
Zotu21762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0,0
Zotu2177,0,0,1,12,6,11,1,0,4,10,9,10,0,0,0,22,10,5,1,2,0,93,15,13,2,1,7,1,0,0,2,0,0,3,1,22
Zotu2178,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu2179,0,0,2,4,4,14,1,0,9,7,1,1,1,0,0,9,0,7,8,0,7,4,4,5,1,0,1,1,1,3,8,3,0,3,2,29
Zotu21793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
Zotu21797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
Zotu218,2,0,5,16,8,337,116,203,4,364,12,23,0,0,0,1,0,12,3,9,11,9,9,45,6,3,0,173,5,68,0,11,0,179,12,4
Zotu2180,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Zotu2181,0,0,0,0,0,1,0,0,4,16,0,7,0,0,0,1,20,1,2,1,1,0,5,3,0,0,0,1,2,2,0,3,0,1,3,4
Zotu2182,3,0,2,1,5,0,5,2,0,5,1,0,0,0,0,0,1,0,0,0,0,0,2,1,117,20,5,0,0,0,0,0,0,1,1,0
Zotu21821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu21823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu2183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0
Zotu21835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
Zotu2184,14,1,5,14,10,5,0,20,2,0,0,10,0,0,0,14,13,3,2,0,1,3,0,0,16,4,0,1,0,57,0,0,0,3,12,7
Zotu2185,1,11,11,17,15,12,12,19,1,10,5,9,0,2,2,3,0,7,0,0,3,3,1,3,7,0,2,24,11,25,15,7,3,7,6,6
Zotu21850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,0,3,0,0,0,2,22,12,0,0,0,3,0,1,0,0,0
Zotu2186,0,0,0,2,2,9,0,3,3,4,2,0,1,4,1,3,0,15,0,0,0,3,1,9,1,0,0,6,0,1,8,8,17,8,1,2
Zotu2187,194,5,87,0,1,0,18,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,1,1,0,0,0,0,0
Zotu2188,1,64,195,0,0,0,2,2,0,0,0,0,22,36,5,1,0,0,2,5,0,0,0,0,26,22,48,0,0,0,14,39,7,0,0,0
Zotu21889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2189,3,1,7,14,5,9,5,0,4,0,11,2,1,1,0,2,0,8,3,2,7,1,1,1,1,1,2,2,1,31,1,3,0,0,16,9
Zotu219,43,0,8,345,17,13,3,5,6,235,175,246,0,0,0,330,146,37,2,2,7,2276,227,293,76,80,89,6,0,7,4,0,0,17,26,18
Zotu2190,2,0,1,0,0,2,0,1,0,15,1,3,34,9,2,12,0,16,5,0,0,0,0,2,5,1,0,6,0,4,8,6,4,8,15,2
Zotu2191,0,0,0,13,2,30,0,0,0,0,0,7,0,0,0,4,0,20,0,0,0,3,0,18,1,0,0,0,0,6,0,0,0,1,8,0
Zotu2192,0,0,4,0,0,0,0,179,0,0,0,0,2,0,3,1,0,0,0,0,0,2,0,0,8,3,4,0,3,0,9,16,2,0,0,0
Zotu2193,0,0,0,30,30,7,1,3,0,0,0,0,3,2,7,8,0,0,1,0,2,3,10,0,4,0,0,11,0,2,2,3,0,0,0,0
Zotu21937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Zotu2194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0
Zotu2195,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0
Zotu21952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Zotu21954,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2196,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2197,20,0,5,0,0,3,5,2,18,0,2,0,9,3,0,1,0,0,0,1,0,0,0,0,4,0,0,4,2,1,4,1,7,0,4,3
Zotu2198,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu21986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0
Zotu21989,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2199,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
Zotu21992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu22,6,7,743,6272,536,475,14,43,6,1363,1260,18889,8,15,22,645,0,10,0,2,4,2488,1087,1129,25,18,16,625,1,3171,18,26,42,11,22,1
Zotu220,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,44,6,9,0,1,0,0,0,0,0,0,0
Zotu2200,0,5,1,3,0,0,32,0,4,2,0,0,0,0,0,3,0,4,4,10,3,3,0,0,4,1,1,5,0,3,16,1,0,4,1,36
Zotu22000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,5,2,3,0,0,0,0,0,0,0,0,0
Zotu22001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2201,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2202,55,1,17,0,8,0,3,2,0,3,4,4,0,3,7,0,0,0,0,0,1,7,33,5,12,43,11,0,0,0,2,0,6,3,1,0
Zotu2203,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2204,0,0,0,3,4,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,1,0,13,0,0,5,0
Zotu2205,0,0,0,11,19,83,0,0,0,3,3,3,0,0,0,3,0,14,0,0,0,14,3,9,0,0,0,16,0,14,0,0,0,0,0,0
Zotu22052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
Zotu22053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
Zotu22054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0
Zotu22056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,0,0,0,0,0,0,0,0,0
Zotu22057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,0,0,0,0,0,0,0,0,1
Zotu22058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
Zotu22059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,13,0,0,0,0,0,0,0,0,0
Zotu2206,0,3,0,9,10,9,1,1,5,3,2,6,1,3,1,36,0,5,4,2,1,4,0,2,2,0,2,15,19,22,16,7,5,5,12,29
Zotu22063,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
Zotu2207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2208,107,11,15,20,8,5,2,2,0,3,1,2,1,0,0,6,5,4,0,0,1,2,1,1,28,0,4,3,0,3,9,1,1,6,3,5
Zotu22084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
Zotu2209,7,4,10,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,2
Zotu221,0,21,37,0,0,0,13,17,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2210,0,0,0,6,9,11,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,4,8,0,0,0,16,3,0
Zotu22102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2211,88,2,2,0,0,0,1,1,0,0,0,0,79,8,6,0,0,0,3,0,0,0,0,0,0,30,67,0,0,0,3,9,6,0,0,0
Zotu22112,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu22119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Zotu2212,0,0,6,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2213,13,1,5,21,13,8,0,0,3,10,5,10,3,0,2,9,0,5,3,0,6,9,5,3,12,25,18,7,1,14,3,5,16,8,12,8
Zotu22137,1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,1,0,1,0
Zotu2214,5,0,121,1,2,0,1,4,0,1,0,0,0,1,1,3,0,4,0,2,0,1,0,1,17,5,68,1,0,4,1,1,0,50,7,1
Zotu22140,0,0,1,1,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1
Zotu2215,0,1,0,7,8,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,178,0,0,0,0,0,0
Zotu2216,3,1,13,0,0,1,220,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu22164,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Zotu2217,0,0,0,0,0,0,0,0,0,0,0,0,35,130,50,0,0,0,1,14,4,0,0,0,0,0,0,0,0,0,6,3,10,0,0,0
Zotu22178,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
Zotu2218,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0
Zotu22180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0
Zotu22188,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
Zotu2219,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu222,0,1,3,0,0,0,3,2,14,0,0,0,1,0,3,0,4,0,1,0,3,0,0,0,0,1,0,0,94,0,0,124,23,0,0,0
Zotu2220,1,0,1,17,0,0,1,0,0,0,0,2,0,0,1,30,0,0,0,1,0,19,1,0,0,1,3,1,1,0,0,0,0,0,2,0
Zotu22201,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,0
Zotu22206,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Zotu2221,2,0,4,0,0,0,65,3,4,1,0,0,19,8,13,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,43,35,38,0,0,5
Zotu22214,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Zotu22215,0,1,2,0,0,0,0,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,2,1,5,0,1
Zotu2222,0,0,1,4,3,7,60,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,11,5,0,4,0,2,8,0
Zotu22229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu2223,0,0,0,0,0,0,0,4,0,0,0,0,4,28,5,0,9,0,0,3,0,0,0,0,15,313,17,0,0,0,2,7,5,0,1,0
Zotu2224,1,0,2,4,26,1,0,0,0,3,1,0,0,0,0,1,0,1,0,0,1,0,24,0,2,5,4,2,1,1,0,0,0,1,1,0
Zotu2225,0,1,0,0,0,0,0,0,7,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,3,0,1,3,5,0,0,0
Zotu2226,4,159,29,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,189,0,0,0,0,2,0,0,0,0
Zotu22265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2227,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu2228,3,4,14,0,0,0,259,60,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0
Zotu2229,28,12,30,3,4,11,3,3,0,5,0,5,9,12,5,5,0,2,1,2,1,2,0,0,7,12,13,3,0,5,3,6,4,1,1,1
Zotu22298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu223,2,3,4,11,9,11,0,1,233,0,7,0,60,25,82,0,9,6,45,27,89,0,0,2,12,2,15,9,32,10,13,10,104,3,45,32
Zotu2230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Zotu2231,0,0,0,0,26,0,0,0,0,14,13,18,0,0,0,0,0,0,0,0,0,18,70,15,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2232,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
Zotu22328,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,0,0,3,0,0,1,1,0,2,0
Zotu22335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Zotu22336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Zotu22337,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu2234,0,0,0,0,0,6,0,0,0,13,3,9,0,0,0,0,0,5,0,0,0,13,18,141,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2235,54,14,57,0,0,0,3,3,0,0,0,2,8,9,4,1,1,0,0,1,0,4,3,0,31,27,89,1,0,1,2,0,1,0,1,0
Zotu2236,0,0,1,3,1,0,9,0,0,7,24,5,0,0,0,1,0,0,0,0,0,0,3,10,4,3,0,0,0,0,0,2,0,0,23,0
Zotu2237,34,15,5,9,0,2,0,13,0,1,2,0,3,2,2,50,0,2,0,2,4,1,0,0,2,10,13,6,0,2,8,5,36,8,7,19
Zotu22375,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2238,0,0,0,7,12,7,0,0,2,0,0,17,2,0,0,0,0,0,2,3,0,0,0,0,0,0,1,8,1,89,0,0,0,0,1,0
Zotu2239,0,0,1,45,5,8,0,3,3,1,1,12,3,2,0,21,0,7,3,2,1,10,2,4,4,20,11,4,0,10,15,8,2,13,11,11
Zotu224,2,0,18,3,2,1,6,7,83,0,3,0,34,17,3,0,2,0,87,81,51,0,0,0,5,0,3,0,14,0,35,10,22,0,6,50
Zotu2240,2,0,0,0,0,0,2,1,0,0,0,0,20,14,9,0,0,0,2,1,0,0,0,0,62,3,2,0,0,0,50,6,6,0,0,4
Zotu2241,1,2,2,3,1,1,29,0,6,3,2,0,0,0,0,5,0,4,2,3,7,4,0,1,7,1,1,4,1,0,7,0,1,3,1,27
Zotu2242,2,0,0,0,0,0,0,0,7,0,0,0,11,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,30,49,125,0,0,1
Zotu22421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Zotu22423,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,26,3,4,0,0,0,0,0,3,0,0,0,2,0,0
Zotu22426,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
Zotu2243,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,143,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,1
Zotu22438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
