,DLSs01,DLSs02,DLSs03,DLSt01,DLSt02,DLSt03,DPSs01,DPSs02,DPSs03,DPSt01,DPSt02,DPSt03,HLs01,HLs02,HLs03,HLt01,HLt02,HLt03,SLTs01,SLTs02,SLTs03,SLTt01,SLTt02,SLTt03,SLs01,SLs02,SLs03,SLt01,SLt02,SLt03,XSs01,XSs02,XSs03,XSt01,XSt02,XSt03
Zotu20530,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Zotu20531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0
Zotu20532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
Zotu20533,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,25,6,0,0,0,0,0,0,0,0,0
Zotu20537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
Zotu20539,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,3,0
Zotu2054,0,1,10,0,10,0,2,2,1,8,6,5,8,2,1,0,1,0,0,1,1,4,58,9,3,1,3,1,0,1,0,3,2,0,0,0
Zotu2055,12,1,56,3,0,0,6,28,1,0,0,2,22,26,19,1,0,3,2,0,4,1,0,0,3,13,32,0,3,1,12,12,9,4,5,0
Zotu2056,0,0,0,2,3,1,0,0,36,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,7,4,4,1,12,0,7,6
Zotu2057,0,0,0,1,1,2,1,0,1,10,0,5,46,14,4,2,0,5,15,0,0,2,0,3,5,0,0,12,1,3,10,16,12,13,1,0
Zotu2058,0,2,12,0,0,0,22,14,1,1,0,1,27,58,14,0,0,0,1,7,0,1,1,0,1,0,2,0,1,0,38,36,26,0,0,5
Zotu2059,0,0,0,1,0,2,0,0,0,1,1,3,1,0,1,4,0,11,0,0,0,0,0,4,0,0,0,0,0,4,7,0,2,6,8,1
Zotu206,32,2018,77,9,6,7,44,0,4,107,1028,107,69,52,67,2,0,0,1,0,0,109,114,95,4,1,0,7,3,38,632,138,124,1,303,64
Zotu2060,93,16,19,10,6,1,1,2,2,16,3,4,4,2,2,5,2,3,0,0,1,8,1,5,24,7,0,5,0,3,11,4,8,4,2,1
Zotu20606,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2061,20,5,1,6,0,2,3,5,2,0,0,0,16,4,1,14,0,4,2,1,1,3,0,0,9,2,4,0,0,1,9,7,6,2,2,4
Zotu20617,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zotu20628,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Zotu2063,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu20636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0
Zotu20639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,158,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0
Zotu20642,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
Zotu20648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
Zotu2065,0,8,2,4,84,12,0,0,0,0,0,6,0,0,0,1,38,0,0,1,1,3,7,1,1,2,1,6,0,6,3,0,0,3,0,3
Zotu20654,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu20655,2,42,11,9,5,16,3,6,0,7,0,6,5,3,4,6,0,2,2,0,0,1,1,3,31,6,13,5,0,5,11,1,2,4,0,0
Zotu2066,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,0,5,1,2,0,0,7
Zotu20661,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu20665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2067,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
Zotu2068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2069,0,0,0,0,3,5,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,0,2,0,15,3
Zotu207,7,6,44,3,10,6,10,8,16,0,7,0,3,3,2,1,23,1,9,7,5,0,2,0,21,20,4,8,6,2,6,6,26,0,25,1
Zotu2070,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,6,0,0,0,0,0,0,0,0,0
Zotu20707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu2071,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0
Zotu2072,37,34,130,3,0,0,6,6,0,0,0,0,17,7,13,4,0,0,1,0,1,1,0,0,30,4,8,0,0,0,3,8,5,0,0,0
Zotu20721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0
Zotu2073,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu2074,0,0,0,35,0,2,0,1,1,0,0,0,4,9,4,28,0,1,0,2,1,21,0,1,3,0,0,0,0,0,3,0,3,0,0,0
Zotu2075,1,0,0,0,1,1,0,1,0,1,0,0,8,0,0,0,147,0,2,0,0,0,0,0,0,6,0,3,0,0,1,1,1,0,0,0
Zotu2076,1,3,6,2,0,1,2,1,0,0,0,1,17,9,7,1,2,12,0,0,1,0,0,4,5,23,3,0,1,1,97,50,11,3,3,7
Zotu20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0
Zotu2077,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,9,0,3,0,0,0,0,1,0,0,0,0,1,0,19,0,0,0,10,22,0
Zotu20777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0
Zotu20778,0,5,1,15,1,3,0,0,0,19,6,6,0,1,11,8,0,2,0,1,2,11,9,5,0,1,2,4,0,2,5,3,7,3,2,2
Zotu2078,5,6,9,19,12,13,9,20,1,8,5,6,3,3,4,6,0,7,1,0,3,9,3,5,30,21,19,4,2,9,17,3,2,5,29,6
Zotu2079,0,0,5,0,0,0,0,0,4,0,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,4,0,0,1
Zotu20794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
Zotu208,3,0,1,1,2,1,0,0,184,0,0,0,0,1,0,0,0,0,2,8,0,0,0,0,0,0,2,0,10,0,28,8,242,0,1,19
Zotu2080,21,1,2,0,0,2,0,0,1,0,2,0,2,8,3,1,0,0,1,1,1,0,0,0,4,0,0,2,3,1,15,102,39,0,2,1
Zotu20800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
Zotu2081,1,0,4,2,1,0,0,0,0,0,0,19,0,0,0,9,0,5,0,0,0,1,0,0,0,0,2,0,1,10,0,0,0,7,10,0
Zotu20811,1,3,0,0,2,3,0,1,122,1,1,0,99,18,229,3,6,21,489,121,306,0,3,2,2,7,0,2,31,0,3,2,20,5,10,42
Zotu20818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Zotu2082,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2083,0,0,0,0,1,1,0,0,5,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,1,0,1,1,0,3,1,2,0,1,10
Zotu20836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2084,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu20846,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2085,1,16,10,0,0,0,12,125,0,0,0,0,7,22,5,0,0,0,0,3,0,0,0,1,5,6,2,0,0,0,24,16,13,0,0,5
Zotu2086,0,0,0,7,24,107,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,0,0,0,9,0,8,0,0,0,0,0,0
Zotu2087,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2088,9,4,0,0,0,0,0,16,0,4,0,0,0,0,0,1,5,0,0,0,2,0,1,1,37,90,33,0,1,0,1,1,0,0,0,8
Zotu20884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Zotu2089,0,0,1,0,0,0,6,0,0,5,0,2,25,5,4,3,0,2,3,0,0,1,0,0,7,0,1,5,1,0,33,11,11,3,2,7
Zotu209,3,0,45,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
Zotu2090,1,0,0,0,0,0,2,3,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,128,13,4,0,0,1,49,5,4,0,0,4
Zotu2091,0,0,0,0,0,10,0,0,0,11,5,6,0,0,0,4,0,4,0,0,0,7,4,94,0,0,0,4,0,0,0,0,0,42,2,0
Zotu20910,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0
Zotu2092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
Zotu2093,0,0,0,2,10,37,1,1,0,5,5,4,0,0,0,0,5,8,0,0,0,3,34,12,33,8,3,5,0,7,0,0,0,0,1,0
Zotu2094,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu2095,2,1,6,3,27,2,1,2,2,7,1,1,1,0,1,2,0,4,0,0,0,2,19,3,1,0,0,8,4,9,3,5,1,1,3,0
Zotu20959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2096,0,0,3,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,0,0,1
Zotu20973,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2098,0,0,0,0,23,0,0,0,0,16,12,18,0,0,0,0,0,0,0,0,0,15,95,17,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2099,1,2,2,34,6,12,2,14,5,10,20,9,0,0,2,14,0,8,0,4,3,14,8,5,5,4,1,8,0,5,5,1,3,2,14,15
Zotu21,3,15,28,10,3628,10,6,11,2,4,8,5,0,0,2,2589,8,1591,4,1,0,9,2199,5,3,2,7,16,10,14,0,7,7,2512,4821,0
Zotu210,10,1,60,0,0,0,13,17,8,0,0,0,2,1,0,0,1,0,3,2,2,0,0,0,26,0,0,0,1,0,0,0,7,0,0,0
Zotu2100,3,2,8,7,0,0,2,8,1,5,11,6,0,1,1,10,0,2,0,1,0,7,0,1,5,1,3,5,1,4,3,0,0,14,9,4
Zotu21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu2101,0,0,0,0,0,0,0,0,0,0,0,0,7,158,18,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,11,17,12,0,0,0
Zotu21013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Zotu2102,0,0,0,0,1,1,0,0,18,0,1,0,2,1,3,0,0,0,2,5,6,0,0,0,0,0,0,0,2,1,0,0,4,0,1,5
Zotu21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0
Zotu2103,68,161,63,0,2,0,11,1,0,2,1,1,3,1,3,1,0,0,0,0,0,0,0,3,6,6,15,0,0,0,11,4,6,1,0,1
Zotu21037,0,0,0,0,0,0,0,0,1,1,0,0,2,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu2104,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu21041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Zotu21046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2105,1,2,0,52,7,10,0,14,2,0,0,6,0,1,0,11,0,1,1,2,3,14,1,1,3,0,1,12,2,10,3,8,0,1,1,5
Zotu21057,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
Zotu2106,2,1,1,4,95,36,0,2,2,4,1,14,0,0,5,23,2,3,3,0,1,2,7,3,0,4,7,3,0,6,0,0,0,2,1,25
Zotu21062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu2107,0,29,2,8,7,4,1,13,0,1,0,8,1,19,2,4,0,0,0,0,1,0,0,0,1,2,3,14,0,76,10,2,6,0,1,2
Zotu2108,0,1,1,16,8,1,0,0,0,47,2,16,0,0,1,4,1,1,0,0,0,5,3,7,0,0,0,14,0,22,2,1,0,10,3,1
Zotu21089,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu2109,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu21095,5,77,30,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu21096,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Zotu21097,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0
Zotu211,4,5,1,0,0,2,0,0,1,0,2,0,32,110,7,0,15,1,36,139,12,0,0,0,11,0,16,0,1,0,0,1,1,1,0,0
Zotu2110,0,1,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,12,0,0,1
Zotu21102,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0
Zotu2111,0,0,0,7,5,5,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,73,15,6,0,3,0,3,6,0
Zotu21111,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
Zotu21115,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu2112,0,0,1,0,1,13,1,0,2,4,0,1,0,0,0,2,2,8,5,2,2,1,3,11,0,1,0,1,3,3,0,3,0,0,0,3
Zotu21122,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Zotu21123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2
Zotu2113,0,0,0,2,4,1,0,0,34,0,2,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,2,3,3,0,1,2,0,5,2
Zotu21138,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Zotu21139,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu2114,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu21146,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2116,2,9,6,18,9,10,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,38,10,0,7,0,0,7,0
Zotu21166,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2117,2,0,4,0,0,2,0,0,0,0,0,1,0,0,4,6,43,20,1,0,0,0,0,2,0,0,5,0,0,1,0,0,0,7,10,1
Zotu2118,0,0,0,0,0,15,0,0,1,1,0,1,0,0,0,4,0,18,1,0,3,0,0,15,0,0,0,0,2,1,0,3,0,1,10,2
Zotu2119,32,1,3,1,2,0,1,2,1,9,1,2,23,7,6,0,0,1,1,0,0,3,0,2,13,14,91,0,6,2,7,47,8,0,0,0
Zotu21195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu212,14,27,6,20,34,10,21,29,116,4,6,109,0,0,0,94,111,87,1,2,3,33,45,5,11,3,0,15,2,81,37,5,76,93,114,35
Zotu2120,0,0,0,12,10,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,11,0,0,0,0,21,0
Zotu2121,3,119,6,0,3,3,4,0,0,15,2,9,0,0,0,5,0,1,0,1,0,0,33,15,0,0,0,5,0,10,1,0,0,3,2,2
Zotu21212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0,0
Zotu2122,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Zotu2123,0,0,0,0,0,0,0,0,0,3,5,100,0,0,0,0,1,0,0,0,0,11,15,16,0,2,0,0,0,7,0,0,0,0,1,0
Zotu2124,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
Zotu21245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
Zotu2125,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,13,5,0,0,0
Zotu2126,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1,0,0,0,0,0,4,1,0
Zotu2127,0,0,1,8,15,13,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24,11,0,16,0,3,31,0
Zotu21274,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Zotu2128,0,0,0,0,18,0,0,0,0,9,10,14,0,11,5,0,0,0,0,0,2,11,131,10,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2129,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu213,36,11,6,0,1,0,3,4,16,1,0,0,3,1,9,0,18,2,1,0,7,0,0,0,61,23,16,1,0,0,2,0,5,0,6,1
Zotu2130,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu21300,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Zotu21308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu2131,202,2,23,0,0,0,1,1,0,0,0,0,0,4,64,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,6,3,0,0,0
Zotu21312,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
Zotu2132,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Zotu2133,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0
Zotu21333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2134,0,0,2,0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,1,0,2
Zotu2135,1,0,0,2,0,24,0,0,0,0,0,0,3,0,0,0,0,18,1,0,0,0,0,33,0,1,0,0,0,0,3,0,0,0,0,2
Zotu21358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2136,4,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Zotu2137,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
Zotu2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu21388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Zotu21389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu2139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu21391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
Zotu21395,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
Zotu21397,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu214,269,15,19,0,0,10,5,0,0,0,0,1,2,0,4,5,2975,29,0,0,0,0,0,4,13,73,0,0,3,0,3,6,0,5,5,0
Zotu2140,2,1,5,1,4,3,3,0,0,0,1,6,2,3,4,2,1,2,0,0,0,3,6,2,0,0,1,0,0,3,0,1,0,0,1,0
Zotu2141,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,17,3,0
Zotu2142,0,0,0,1,0,0,0,0,7,0,0,0,1,1,0,0,0,0,3,4,5,0,0,0,2,0,0,1,0,1,14,2,1,0,0,8
Zotu21425,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0
Zotu21428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2143,0,3,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,5,8,0
Zotu21439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0
Zotu2144,0,0,0,1,0,0,0,0,20,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2
Zotu21440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
Zotu21441,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2145,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu2146,0,0,0,1,1,3,0,0,0,0,0,11,0,0,0,5,0,14,0,0,1,0,2,5,1,0,0,1,0,9,0,1,0,15,14,1
