,DLSm01,DLSm02,DLSm03,DLSse01,DLSse02,DLSse03,DPSm01,DPSm02,DPSm03,DPSse01,DPSse02,DPSse03,HLm01,HLm02,HLm03,HLse01,HLse02,HLse03,SLTm01,SLTm02,SLTm03,SLTse01,SLTse02,SLTse03,SLm01,SLm02,SLm03,SLse01,SLse02,SLse03,XSm01,XSm02,XSm03,XSse01,XSse02,XSse03
Zotu3904,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,5,21,0,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0
Zotu3905,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,25,3
Zotu3906,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Zotu3907,0,0,0,0,1,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
Zotu3908,0,0,0,0,0,10,1,1,6,0,0,0,1,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
Zotu3909,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Zotu391,0,0,0,0,0,0,2,0,0,2,0,0,0,73,0,1,0,0,0,3,65,0,0,0,47,0,0,4,54,0,2,0,0,1,0,0
Zotu3910,0,0,0,7,4,0,1,0,1,0,0,0,0,0,0,3,1,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3911,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Zotu3912,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0
Zotu3913,0,0,0,4,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,2,12,0,0,0,10,0,1
Zotu3914,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0
Zotu3915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Zotu3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0
Zotu3917,0,0,0,20,24,20,0,0,0,0,0,0,0,0,0,5,12,10,0,2,0,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0
Zotu3919,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,3,0,0,2,0,0
Zotu392,1,0,0,43,34,54,0,2,0,1,0,147,0,0,0,0,1,0,0,53,0,0,1,2,0,0,0,93,9,738,0,0,0,5,0,116
Zotu3920,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,41,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
Zotu3921,0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,33,36,16,0,1,0,1,2,2,0,0,0,1,0,1,0,0,0,6,6,5
Zotu3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,0,0,0,0,0
Zotu3923,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,3
Zotu3925,0,0,0,0,3,2,0,0,0,0,0,2,0,0,0,3,4,6,0,2,0,1,1,3,0,0,0,0,0,2,0,0,0,5,23,11
Zotu3926,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,6,33,7,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,2,11,6
Zotu3928,6,5,4,0,0,0,0,1,0,0,0,0,5,1,4,0,1,0,17,0,0,0,0,0,7,4,35,0,0,0,10,2,22,0,0,0
Zotu3929,1,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,5,1,0,3,0,0
Zotu393,1,1,5,0,0,0,13,0,1,1,0,0,5,17,53,0,0,0,3,1,27,0,0,1,19,49,1,0,7,0,2,3,0,0,0,0
Zotu3930,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3931,0,0,0,2,1,1,0,0,1,2,0,0,0,0,0,0,2,2,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,2,0,0
Zotu3932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1
Zotu3933,1,0,2,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,24,0,0,0,0,0,5
Zotu3934,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,12,0,0,0,0,0,2,0
Zotu3935,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,9,0,0,0,0,0,1
Zotu3936,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0
Zotu3937,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,118,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3938,1,0,0,0,1,0,1,7,2,0,0,0,6,1,2,0,1,0,0,0,1,0,0,0,12,17,0,0,0,1,6,2,3,1,0,2
Zotu3939,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Zotu394,355,160,67,0,0,1,1,41,10,16,14,0,9,63,46,0,1,3,43,201,38,1,0,1,40,8,60,21,24,0,44,101,55,29,20,0
Zotu3940,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3941,21,5,10,0,0,0,0,11,0,0,0,0,2,3,2,0,0,0,0,0,0,0,0,0,2,1,7,0,3,0,2,10,11,0,0,0
Zotu3942,0,4,2,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,4,4,0,0,0
Zotu3943,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,10,3,6,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,8,21,5
Zotu3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu3945,5,3,6,0,1,0,0,0,0,0,0,0,1,41,3,0,0,0,0,0,4,0,0,0,6,1,3,0,1,0,1,0,2,0,0,0
Zotu3946,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3948,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,10,3,0,0,0,6,0,1,0,0,0,0,0,0,1,0,1,3,3,0
Zotu3949,3,9,3,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,22,22,0,0,0,0,0,0,4,0,0,0,1,1,3,0,6,0
Zotu395,0,70,0,0,0,0,0,0,0,0,1,5,0,0,3,1,0,0,0,0,0,1,0,2,0,2,0,1,63,0,0,65,82,1,10,9
Zotu3950,0,0,2,0,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,4,0,0,0,0,1,1,0,0
Zotu3951,0,0,0,0,0,0,0,0,0,13,10,22,0,0,0,0,0,0,0,5,0,9,2,7,0,0,0,0,0,2,0,0,0,2,5,7
Zotu3952,0,0,0,7,13,6,0,0,0,0,0,0,0,0,0,3,12,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu3954,2,0,0,1,1,4,0,1,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,14,0,0,0,2,0,7
Zotu3955,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,8,4,0,0,0,0,2,0
Zotu3956,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,0,0,0
Zotu3957,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,0,13,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0
Zotu3958,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
Zotu3959,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu396,0,6,66,0,0,0,6,1,31,23,0,0,24,0,16,0,0,0,2,32,43,0,0,0,0,4,4,18,0,0,0,40,0,19,0,0
Zotu3960,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,8,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,5
Zotu3961,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3962,0,0,0,1,1,2,1,2,3,0,0,0,1,0,1,0,1,1,2,0,0,1,0,11,1,0,7,0,0,0,1,0,1,1,2,1
Zotu3963,4,0,6,0,0,0,0,0,0,0,0,1,2,3,16,0,0,2,0,1,0,1,1,0,0,4,10,0,0,0,0,0,2,0,0,0
Zotu3964,1,0,0,0,0,0,2,0,3,0,5,0,0,0,0,0,0,0,80,44,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0
Zotu3965,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Zotu3966,0,0,1,0,0,1,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,5,0,0,7,0,0,0,0,0,0,0
Zotu3967,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,0,0,0,2,0
Zotu3968,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3969,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,1,0,5,0,0,0,5,0,0,0,0,0,2,0,0,0,4,32,14
Zotu397,0,0,0,0,0,1,1,1,3,19,37,37,1,0,0,0,0,1,1,5,0,14,8,12,0,0,0,5,4,1,1,0,0,2,1,6
Zotu3970,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,6,0,2,1,1,0,0,0
Zotu3971,0,0,0,1,1,3,0,0,0,1,0,5,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,9,0,11,0,0,0,9,1,3
Zotu3972,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1
Zotu3973,0,0,2,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Zotu3974,10,1,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,1,0,0,2,9,0,0,0
Zotu3975,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
Zotu3976,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3977,0,0,0,1,3,5,0,0,2,5,2,6,0,0,0,0,0,2,0,4,0,2,0,1,0,0,0,4,5,9,0,0,0,5,1,0
Zotu3979,1,0,0,1,0,1,0,3,0,1,3,2,0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,3,6,9,0,0,0,0,1,1
Zotu398,1,116,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,16,56,0,0,0,0,0,1,0,0,0,1,1028,51,0,0,1
Zotu3980,6,2,7,0,0,1,1,5,6,0,3,0,4,1,2,0,0,0,5,0,2,0,0,0,2,3,3,4,6,1,4,1,1,0,0,0
Zotu3981,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,17,0,1,0,0,3,0,0,10,0,0,1,0,0,6,0,0
Zotu3982,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3984,0,0,0,0,1,0,0,0,10,2,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu3985,10,7,0,0,0,0,0,4,0,0,2,0,1,3,3,0,0,0,4,28,0,0,0,0,1,0,8,0,1,0,1,5,8,0,2,0
Zotu3986,2,2,4,0,0,0,5,1,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0
Zotu3987,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,1,0,12,0,0
Zotu3988,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,2,0,0,1,0,1,1,0
Zotu3989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu399,5,5,5,2,4,1,2,13,18,1,93,2,7,3,3,2,5,2,11,160,9,1,2,2,6,7,8,1,1,1,8,2,14,0,87,0
Zotu3991,15,10,5,0,0,0,0,3,0,0,0,0,0,11,20,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,1,0,0,0
Zotu3992,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zotu3994,0,2,2,0,1,0,4,0,0,3,1,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,5,1,0,1,0,0,0,2,0,1
Zotu3996,2,1,2,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0
Zotu3997,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,12,0,0,0,0,0,2
Zotu3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu3999,0,0,0,1,0,0,0,0,43,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4,26,0,0,368,298,336,2,44,0,18206,42261,9474,2,3,0,11,23,13,0,3368,6,2447,1440,2603,3,3,0,2329,173,13004,5,0,1,1007,2647,1378
Zotu40,509,5,3,410,450,495,0,606,28,4,542,6,0,2,0,2,0,0,0,891,3,1,2,2,1,1,16,934,3091,708,18,0,3,3,632,5
Zotu400,1,27,4,4,0,0,1,3,69,1,5,2,1,44,1,9,1,1,2,5,47,7,0,1,70,1,0,0,2,0,0,24,36,3,31,2
Zotu4000,0,0,0,4,1,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,0,13
Zotu4001,0,2,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0
Zotu4002,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Zotu4003,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4005,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4006,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
Zotu4007,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4009,0,0,3,0,0,0,3,7,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,5,0,9,0,0,0
Zotu401,0,0,0,5,0,15,0,0,0,6,12,37,0,0,0,113,150,109,0,61,0,24,5,89,0,0,0,1,0,97,0,0,0,79,382,570
Zotu4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4011,5,5,4,0,0,0,2,8,4,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,8,3,1,0,1,0,6,0,0,0,0,0
Zotu4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4015,9,1,1,1,0,0,0,1,21,0,0,0,1,0,1,4,2,1,0,0,2,0,1,0,0,1,1,0,2,0,0,3,0,0,3,0
Zotu4016,3,0,7,2,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,1,0,0,3,0,1,4,0,0,0,0,5,2,1,2
Zotu4017,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0
Zotu4019,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,1,0,0,0,0,1,0,2,1,0,0,2,2,0,0,0
Zotu402,0,0,1,0,0,0,2,0,1,1,0,0,4,73,7,1,0,0,0,0,65,0,1,1,82,1,0,2,0,0,0,1,0,1,2,0
Zotu4020,0,0,0,0,0,0,1,0,25,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4021,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,5,4,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,4,24,10
Zotu4023,2,0,1,2,1,2,0,1,0,0,0,6,0,0,0,2,4,4,0,0,0,2,1,0,0,0,0,9,4,17,0,0,0,3,0,2
Zotu4024,1,2,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4025,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4027,3,1,0,0,0,0,20,8,1,0,0,0,6,3,0,0,0,0,9,3,3,0,0,0,14,17,5,1,2,1,12,4,19,0,0,0
Zotu4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4029,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu403,0,1,11,4,0,1,5,0,17,3,1,0,10,66,4,5,14,2,18,4,53,8,1,5,64,3,8,6,30,1,3,1,3,4,18,6
Zotu4030,10,2,46,0,0,0,7,0,0,0,0,0,6,10,10,2,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0
Zotu4031,3,2,1,0,0,0,5,2,1,0,0,0,2,3,1,0,0,0,10,4,0,0,0,0,3,18,0,0,0,0,11,9,21,0,0,0
Zotu4032,4,0,0,1,3,1,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4,4,16,0,0,0,1,1,5
Zotu4033,5,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,13,24,0,0,0,0,0,4
Zotu4034,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,4,0,13,1,1,0,0,0
Zotu4035,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,10,9
Zotu4036,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0
Zotu4037,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4038,1,0,2,0,0,0,1,8,24,0,1,0,3,1,2,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,2,0,3,0,0,0
Zotu4039,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0,0,1,4,0,0,0
Zotu404,56,325,89,0,0,0,5,10,0,0,7,0,17,78,110,0,0,0,25,63,22,0,0,0,14,58,52,0,3,0,4,85,63,0,12,0
Zotu4040,0,1,2,0,0,0,0,5,3,1,0,0,11,0,0,0,0,0,3,0,6,0,0,0,5,5,2,0,0,0,10,3,3,3,0,0
Zotu4041,0,0,0,1,2,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,6,0,0,0,3,0,0
Zotu4042,1,3,4,0,0,0,2,4,2,0,0,1,24,4,5,0,1,0,0,1,3,1,0,1,10,13,1,0,0,0,2,9,7,0,0,0
Zotu4043,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu4045,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,5,6,2,0,6,0,2,1,2,0,0,0,1,0,3,0,0,0,8,29,8
Zotu4046,4,1,1,3,1,1,0,4,0,1,1,0,0,2,3,0,0,0,1,1,2,0,0,0,1,4,1,4,2,2,5,1,8,1,1,0
Zotu4047,6,2,19,0,0,0,20,32,9,0,0,0,5,2,9,0,0,0,3,1,0,0,0,0,8,7,2,0,0,0,4,0,3,0,0,0
Zotu4048,4,9,3,0,0,0,0,0,0,0,0,0,0,12,38,0,0,0,1,1,1,0,0,0,1,3,2,0,0,0,1,1,0,0,0,0
Zotu4049,6,6,2,0,0,0,0,0,0,1,0,3,0,1,2,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1
Zotu405,1,6,122,0,1,0,4,7,36,14,0,0,153,5,3,0,2,0,5,20,19,0,2,0,9,6,10,13,46,1,9,14,12,15,0,0
Zotu4050,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4051,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,1,4,3,0,5,0,1,1,1,0,0,0,2,0,2,0,0,0,2,23,8
Zotu4052,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Zotu4053,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,6,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0
Zotu4054,0,1,3,0,0,0,2,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,6,0,2,0,0,0
Zotu4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,7,4,1,0,0,0
Zotu4056,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4057,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0
Zotu4058,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4059,3,6,1,0,0,0,0,0,18,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,3,0,2,3,0,0,1,5,1,0,1
Zotu406,3,4,10,0,0,0,2,4,68,11,2,0,16,99,2,0,0,0,159,24,105,0,0,0,118,5,5,12,11,0,34,32,10,19,0,0
Zotu4060,2,9,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,5,2,1,0,2,9,4,40,0,0,1
Zotu4061,2,2,3,0,0,0,0,0,2,1,0,0,0,0,5,0,0,0,1,2,2,0,0,0,2,4,1,1,0,0,3,9,1,1,0,0
Zotu4062,0,0,0,0,0,0,1,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4063,1,1,0,0,0,0,1,0,1,0,2,1,0,2,12,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
Zotu4064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4065,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu4066,0,0,0,3,2,3,0,0,0,0,2,2,0,0,0,1,0,2,0,3,0,1,1,1,0,0,0,2,0,3,0,0,0,5,10,10
Zotu4067,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,2,1,3,0,1,21,0,0,4,1,0,0,0,0,0,0,2,0,0,15,11
Zotu4068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
Zotu4069,5,2,8,0,0,2,3,2,0,0,0,0,32,2,1,0,0,0,69,2,0,0,0,1,7,3,9,0,0,0,7,0,2,0,0,0
Zotu407,2,0,0,12,4,2,7,4,0,18,9,9,0,0,0,6,8,8,0,0,0,100,8,11,0,0,0,49,14,37,0,0,0,65,3,13
