,DLSt01,DLSt02,DLSt03,DPSt01,DPSt02,DPSt03,HLt01,HLt02,HLt03,SLTt01,SLTt02,SLTt03,SLt01,SLt02,SLt03,XSt01,XSt02,XSt03
otu1363,45,85,48,3,0,0,12,59,3,0,0,0,960,43,59,32,0,12
otu13630,0,1,0,0,0,1,1,1,3,1,1,0,0,0,1,4,0,4
otu13632,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1
otu13635,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu13637,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0
otu13640,0,3,1,0,1,1,0,0,2,0,0,0,0,2,2,0,1,4
otu13643,1,0,0,4,2,2,0,0,1,1,1,0,0,0,0,0,0,0
otu13644,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13646,0,2,7,12,5,2,0,1,1,1,2,2,3,1,10,9,5,3
otu1365,0,0,0,12,2,0,0,0,0,0,0,0,5,0,0,3,0,1
otu13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13656,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13657,5,5,24,5,3,0,2,3,0,1,6,9,3,0,5,5,1,9
otu13665,0,1,0,0,4,0,1,0,0,1,0,1,0,2,0,2,1,0
otu13668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13669,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
otu13673,0,1,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0
otu13674,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
otu13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu137,2,0,3,196,8,4,7,1,19,0,4,0,137,6,4,591,5,29
otu1371,1,0,1,1,0,2,2,0,0,3,0,0,0,0,0,0,0,1
otu1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu13720,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
otu13721,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0
otu13722,1,0,0,14,1,4,0,0,0,1,2,1,4,0,0,1,0,0
otu13723,0,1,3,5,0,11,0,2,0,0,0,0,0,0,0,0,0,0
otu13724,0,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13725,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13726,0,2,2,35,3,5,1,1,0,5,5,4,11,6,0,3,0,5
otu13727,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13728,0,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13729,0,0,0,1,0,9,0,0,0,1,1,0,0,0,1,0,0,0
otu13730,0,0,0,1,1,4,0,0,0,3,1,0,0,0,1,0,0,0
otu13731,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu13732,0,0,0,28,0,3,0,0,0,1,0,2,2,0,0,3,0,0
otu13733,0,3,0,2,2,0,0,3,0,1,0,1,11,1,1,4,0,0
otu13734,0,0,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13735,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13736,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0
otu13737,0,0,0,0,29,0,0,0,0,0,1,0,0,0,0,0,0,0
otu13738,0,0,0,1,14,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13739,0,0,0,0,7,3,0,0,0,2,0,0,0,1,0,0,0,0
otu13740,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13741,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,2,0,0
otu13742,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1
otu13744,0,1,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0
otu13745,0,0,0,1,0,1,0,0,1,0,0,8,0,0,0,1,0,0
otu13746,0,0,0,0,0,6,0,0,0,0,2,0,0,0,3,0,0,0
otu13747,0,0,0,3,2,160,3,0,2,1,0,8,2,0,7,2,259,102
otu13748,0,0,0,2,1,300,9,0,3,5,2,20,0,0,17,3,273,220
otu13749,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1
otu13750,0,2,0,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0
otu13751,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13752,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
otu13753,0,0,0,4,4,256,8,1,1,1,2,15,0,0,9,1,308,205
otu1376,23,33,629,1,2,3,0,0,18,4,2,11,69,5,45,5,0,0
otu1377,0,0,0,5,10,1,0,0,0,0,2,0,0,1,0,0,0,0
otu13782,0,1,1,2,1,0,0,0,0,0,0,0,6,0,0,7,0,1
otu13783,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
otu13784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
otu13785,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
otu13786,2,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0
otu13787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13789,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
otu13790,0,7,0,1,3,3,1,9,0,1,8,1,0,0,6,0,0,1
otu13792,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1
otu13794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,2
otu138,3,0,1,0,0,0,2,0,5,3,0,1,0,0,0,0,0,1
otu13803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
otu13805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
otu1381,3,0,3,0,0,8,1,0,1,0,0,0,0,1,10,3,0,11
otu13811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13812,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu13823,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
otu13827,0,0,0,0,0,0,11,1,1,0,0,0,0,0,0,1,0,4
otu13828,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu1383,0,6,52,36,3,24,1,77,38,14,55,958,22,0,0,22,2,1
otu13837,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1384,5,0,2,1,0,0,25,0,3,17,0,1,1,0,0,8,0,1
otu13848,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
otu1385,0,0,17,0,0,0,0,0,4,1,0,5,0,3,0,0,0,0
otu13855,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,5
otu13856,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1
otu13857,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13858,0,0,1,0,0,0,2,0,23,0,0,0,0,0,0,2,0,2
otu13859,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,6,0,1
otu1386,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
otu13860,0,3,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,1
otu13861,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
otu13862,2,7,2,0,0,0,2,20,1,0,1,0,27,26,6,9,1,6
otu13863,0,1,1,1,0,0,0,0,1,0,0,3,2,0,1,0,1,3
otu13864,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
otu13865,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0
otu13866,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
otu13867,0,1,0,0,0,0,0,6,0,0,0,0,1,20,0,0,0,2
otu13868,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0
otu13869,0,0,0,0,0,0,2,3,0,0,2,0,1,6,3,0,0,0
otu1387,1227,22,141,1,0,1,53,0,3,27,0,2,13,1,18,0,0,0
otu13870,15,17,11,4,6,3,11,50,7,0,1,1,99,64,58,14,1,18
otu13871,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0
otu13872,16,102,13,0,4,0,57,460,28,0,34,0,24,360,10,80,3,105
otu13873,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0
otu13874,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0
otu13875,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu13876,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
otu13877,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,10,0,0
otu13878,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,1
otu1388,8,1,0,12,2,9,296,16,15,10,47,5,0,2,0,17,60,75
otu1389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13890,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13896,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
otu139,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0
otu13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13901,0,2,0,1,0,0,3,0,1,0,1,0,0,1,0,0,1,0
otu13902,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1391,21,8,0,34,17,21,29,4,2,234,70,19,0,2,5,0,26,11
otu13911,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13912,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu13918,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0
otu1392,29,6,8,4,2,4,10,0,2,7,1,1,12,6,40,8,5,6
otu1393,8,1,0,5,5,6,18,0,4,2,5,2,5,3,6,9,11,6
otu13938,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
otu13939,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
otu1394,18,103,26,6,2,35,23,11,2,17,14,4,9,2,10,9,7,27
otu13940,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
otu13941,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
otu13942,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,0,0
otu13943,0,2,0,4,3,7,0,4,0,12,40,6,0,0,0,0,0,0
otu13944,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
otu1395,18,12,15,0,0,11,0,0,2,0,0,0,18,0,208,0,0,23
otu13953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13955,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
otu13956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu13957,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu13958,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu13972,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu13973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1398,25,5,1,0,2,2,2,0,0,0,1,0,2,6,1,1,0,3
otu13981,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu13984,3,0,0,0,0,1,13,0,0,0,0,0,0,0,1,0,0,2
otu13985,0,0,1,3,2,0,0,0,0,0,0,0,0,3,0,1,2,0
otu13988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1399,4,21,5,0,3,0,26,203,10,0,8,0,6,350,9,7,1,4
otu13990,2,2,0,5,4,2,5,0,0,4,8,0,1,2,1,5,5,2
otu13991,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu13993,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
otu14,0,1,0,0,0,6,0,0,0,0,0,0,0,1,11,0,0,16
otu140,36,2,6,0,0,2,1390,36,73,24,0,0,1,6,5,53,499,338
otu1400,0,20,3,0,0,0,26,132,25,0,15,0,0,0,0,22,0,40
otu14015,8,12,15,3,0,0,0,1,0,0,0,1,132,3,10,8,0,5
otu14016,3,2,1,1,0,0,0,0,0,0,0,0,58,1,6,3,0,0
otu14017,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0
otu14018,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu14019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
otu1402,0,2,0,0,17,1,0,0,0,1,0,0,0,11,3,0,4,0
otu14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu14021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2
otu14022,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,1,17
otu1403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
otu14031,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1404,3,0,3,2,3,8,0,0,0,0,1,2,0,1,16,2,0,10
otu14043,0,0,0,0,0,0,4,3,5,0,0,0,4,0,0,91,0,11
otu14044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
otu14045,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,17,7
otu14046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
otu14047,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,3,12
otu14048,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
otu14051,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14053,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
otu14054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14058,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14059,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1406,2,0,0,0,10,1,0,2,1,1,2,1,4,4,1,1,1,6
otu14060,4,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0
otu14061,44,7,8,2,0,3,31,2,1,7,0,0,5,0,3,4,1,5
otu14062,5,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu14063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14064,0,1,0,0,0,1,6,1,0,0,0,1,1,0,0,0,2,1
otu14065,8,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
otu14066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
otu14067,21,2,2,0,0,1,1,0,0,1,0,0,0,2,3,0,0,4
otu14068,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14069,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14070,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
otu14071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1
otu14073,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu14074,3,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0
otu14076,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
otu14077,3,0,0,1,0,1,3,0,0,2,3,0,1,0,0,2,0,0
otu14078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14079,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
otu1408,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
otu14080,9,2,5,3,3,3,3,4,4,3,4,1,3,2,2,13,3,3
otu14081,0,1,0,1,0,1,0,1,0,1,4,0,0,0,0,0,0,0
otu14082,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu14085,2,0,5,2,0,3,1,0,0,0,0,0,3,1,0,3,0,0
otu14086,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1
otu14087,3,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14088,7,0,0,0,2,1,3,0,0,4,1,0,0,1,1,0,0,1
otu14089,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
otu14090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14091,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
otu14092,26,6,12,4,2,0,23,2,5,12,8,0,4,1,3,4,1,4
otu14093,0,5,2,0,0,0,1,2,0,0,2,0,1,0,4,1,0,1
otu14094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14095,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0
otu14096,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
otu14097,0,9,0,2,0,3,0,1,0,3,88,3,0,0,0,0,0,0
otu14098,0,0,0,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0
otu141,22,41,0,0,35,1,519,26,3,12,10,0,0,2,2,0,252,135
otu14100,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
otu14102,1,0,7,0,4,2,1,0,7,0,0,2,2,0,3,2,1,6
otu14103,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu14105,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14106,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,1,0
otu14107,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
otu14108,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14111,3,0,18,0,0,0,0,0,1,0,0,0,4,0,3,0,0,0
otu14112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14113,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
otu14114,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
otu14118,10,1,11,19,4,6,8,0,1,7,9,43,7,1,3,1,0,1
otu14119,5,0,0,0,0,0,23,2,6,1,0,0,0,0,3,7,3,15
otu14120,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
otu14123,1,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu14124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
otu14125,1,0,0,0,0,0,2,0,0,2,0,2,0,0,2,1,0,0
otu14126,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu14127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu14128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
otu14129,0,0,0,0,0,0,27,0,1,1,2,0,0,0,0,3,6,3
otu14131,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14134,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
otu14136,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
otu14138,1,0,3,1,0,0,5,3,1,0,0,1,0,0,1,1,0,2
otu14142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu14147,0,0,1,0,5,0,0,0,2,0,0,2,0,0,1,0,0,2
otu14148,0,0,1,0,0,0,1,0,9,0,0,0,0,0,0,2,0,1
otu1415,42,11,5,0,2,1,24,0,0,5,0,0,9,7,10,0,1,0
otu14151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14152,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14154,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
otu1416,1,12,16,0,0,0,0,4,17,0,13,10,1,3,0,0,0,1
otu14163,1,0,0,2,2,1,0,0,0,4,4,1,1,0,0,0,0,0
otu14167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14169,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu14177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14179,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu1418,6,0,0,0,0,19,114,0,4,4,0,0,0,0,0,5,13,18
otu14183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1419,39,22,7,19,6,13,16,7,5,13,12,2,26,12,25,20,6,15
otu14193,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14198,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu142,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
otu1420,1,1,2,3,2,3,6,6,5,0,3,0,1,1,3,1,0,9
otu14201,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14202,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14205,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
otu14206,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1421,309,25,28,1,0,0,12,1,7,9,2,1,12,6,14,0,0,1
otu14212,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
otu14213,1,9,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,2
otu14216,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu14219,0,1,0,2,0,2,0,1,0,0,1,0,0,0,4,0,2,3
otu1422,7,110,5,1,0,3,15,3,19,0,1,0,11,1,9,12,1,1
otu14220,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
otu14221,0,0,0,0,1,0,0,1,0,0,2,0,1,0,2,0,0,1
otu14222,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu14223,2,2,2,0,0,2,0,0,2,0,0,0,5,4,12,0,0,3
otu14224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14225,0,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
otu14227,0,2,0,0,0,0,0,0,0,1,0,0,2,1,3,0,0,0
otu14228,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,1,0,2
otu14229,0,6,2,0,0,5,0,0,0,0,1,0,0,2,0,0,0,1
otu14230,5,6,1,7,2,1,0,1,0,1,1,3,6,1,34,0,3,8
otu14231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14232,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14235,11,23,19,70,11,14,7,3,1,5,3,14,41,6,232,5,4,15
otu14236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1
otu14244,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
otu14248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1425,20,8,56,1,3,5,105,4,8,7,0,3,5,1,4,11,30,20
otu14250,2,2,1,1,0,0,0,0,0,0,0,0,7,1,2,1,0,1
otu14256,5,3,2,0,0,4,10,3,6,0,3,0,2,2,0,6,1,11
otu1426,0,0,0,1,3,1,0,0,0,0,0,0,0,0,2,1,1,2
otu14261,1,0,1,0,1,0,15,1,1,0,0,0,1,0,0,1,2,2
otu14262,0,0,2,3,0,0,4,0,1,1,0,0,0,0,0,0,1,2
otu14263,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu1427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1428,0,3,0,1,1,1,0,2,0,1,11,0,0,1,0,0,2,0
otu14280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0
otu14281,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1429,19,30,15,0,0,22,0,1,0,0,0,0,25,7,189,0,0,65
otu14292,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
otu14295,0,0,0,0,0,0,1,1,0,0,0,1,1,3,0,0,10,0
otu14297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu143,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2
otu1430,7,0,0,0,0,1,0,0,0,413,0,0,0,0,0,0,0,0
otu14301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
otu1431,1,0,0,0,3,1,0,0,6,0,0,0,0,5,1,0,2,5
otu14310,1,0,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
otu14314,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
otu1432,28,0,0,28,4,25,31,0,0,259,14,14,0,0,0,0,0,0
otu14322,6,1,10,7,3,3,2,7,0,3,3,1,30,3,13,5,0,5
otu14324,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0
otu14329,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0
otu1433,17,2,6,19,2,2,8,2,2,4,0,0,16,1,4,12,2,4
otu14334,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14335,5,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
otu14336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1
otu14337,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14338,10,3,10,0,0,0,3,0,0,3,0,0,10,1,5,1,0,1
otu14339,27,2,2,0,1,0,0,0,0,2,0,0,2,2,1,0,0,0
otu14340,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14341,6,3,2,1,2,2,18,1,2,13,7,1,0,1,3,1,2,3
otu14342,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu14343,5,2,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
otu14344,8,1,1,0,0,0,3,1,0,0,0,0,2,0,1,0,0,0
otu14345,9,0,1,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0
otu14346,3,1,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0
otu14347,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0
otu14348,3,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,3,0
otu14349,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1435,0,0,0,23,15,4,0,0,3,2,2,1,0,1,1,1,4,4
otu14350,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
