,DLSt01,DLSt02,DLSt03,DPSt01,DPSt02,DPSt03,HLt01,HLt02,HLt03,SLTt01,SLTt02,SLTt03,SLt01,SLt02,SLt03,XSt01,XSt02,XSt03
otu5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu5888,1,0,0,2,1,0,2,0,0,0,0,0,2,0,0,0,1,0
otu5889,0,0,2,0,2,0,0,0,0,0,0,0,2,1,3,0,5,0
otu589,0,45,16,16,8,9,4,3,36,0,49,22,10,1,13,14,27,1
otu5890,29,1,3,1,0,0,3,0,0,3,0,1,1,0,2,0,0,0
otu5893,0,2,0,1,0,0,4,0,1,2,1,0,1,1,2,3,3,2
otu5896,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
otu5897,0,1,0,0,0,4,2,0,2,0,0,0,0,0,2,0,7,0
otu5898,12,2,3,0,0,0,4,0,1,2,0,0,2,0,2,2,0,0
otu59,874,1015,917,1106,4,3,6,0,2,8,4,11,11933,6,1049,1356,12,0
otu590,41,9,6,20,1,64,227,0,6,38,7,5,17,0,41,24,30,239
otu5900,0,0,0,3,7,1,0,0,0,1,3,1,0,0,0,0,2,0
otu5901,0,0,0,1,2,22,0,0,0,0,2,2,0,0,4,0,0,0
otu5902,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
otu5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu5904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
otu5907,0,7,3,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0
otu5908,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu5909,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
otu591,1,20,84,4,0,7,1,36,69,0,26,88,4,1,5,8,2,4
otu5910,1,3,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0
otu5911,2,0,0,0,0,0,1,0,1,1,0,0,2,0,2,5,0,0
otu5912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu5915,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu5916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu5917,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu5919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu592,0,2,0,0,1,2,1,2,0,0,4,0,0,15,1,1,1,8
otu5920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu5921,3,1,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0
otu5922,5,3,0,1,4,3,0,6,1,11,6,4,0,0,1,0,0,0
otu5923,1,2,1,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0
otu5924,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
otu5925,2,1,2,1,1,11,1,0,1,2,4,1,1,0,0,1,1,0
otu5928,1,0,2,0,1,2,6,0,17,0,1,3,3,0,7,5,15,0
otu593,89,75,865,1,2,1,0,1,58,1,1,64,99,1,88,0,3,0
otu5930,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu5931,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu5932,12,1,2,2,0,1,1,0,1,2,0,0,4,0,2,6,0,0
otu5935,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5
otu5937,2,3,1,1,0,0,4,3,0,0,1,1,5,2,2,0,2,1
otu5938,2,2,2,1,3,1,1,2,0,4,0,1,1,3,2,0,5,1
otu594,0,2,66,0,0,2,0,11,49,0,3,42,0,2,1,0,0,0
otu5941,4,2,1,0,0,0,1,0,1,1,1,1,0,6,3,1,2,0
otu5942,1,0,1,0,1,2,0,20,0,0,2,0,2,0,3,0,0,0
otu5943,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0
otu5944,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1
otu5945,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu5946,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
otu5947,6,5,5,0,0,2,0,0,0,0,0,0,1,0,29,0,0,0
otu5949,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu595,18,7,9,6,6,20,7,87,1,11,7,16,30,12,65,1,7,5
otu5950,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu5953,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
otu5954,3,1,0,1,1,1,0,0,6,0,0,0,0,0,0,0,1,0
otu5955,0,0,3,0,1,2,0,0,1,1,1,1,1,0,2,0,0,16
otu5956,0,1,0,4,0,0,0,2,0,0,0,1,1,0,1,0,0,0
otu5957,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0
otu5958,6,2,15,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0
otu5959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu596,3,10,4,0,13,0,1,1,0,0,0,0,6,33,5,0,21,68
otu5962,0,0,0,2,1,5,0,0,0,1,19,6,0,0,0,0,0,0
otu5965,0,2,0,0,0,0,4,0,1,0,2,0,0,0,0,2,4,0
otu5966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu5967,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu5968,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu5969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu597,71,7,62,42,43,89,83,4,20,685,91,191,2,0,10,8,11,248
otu5970,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
otu5971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu5975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu5976,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
otu5977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu5978,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
otu598,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
otu5980,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
otu5981,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,2,0,0
otu5982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu5984,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu5985,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,1,1,0
otu5986,2,2,2,4,2,1,3,4,2,1,0,1,0,0,1,1,1,0
otu5987,0,0,0,0,0,1,4,0,2,0,0,0,0,0,2,0,3,0
otu599,13,8,39,8,107,62,21,4,14,16,16,21,18,19,124,7,45,21
otu5991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu5992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu5996,0,0,4,3,1,1,0,0,0,4,1,17,0,0,0,0,0,0
otu5997,0,22,3,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0
otu5998,0,1,0,0,1,1,0,0,0,1,25,0,0,0,0,0,0,0
otu6,11,11,1694,7,7,6,1835,23686,33000,20,13,1746,27,4,13,1381,3057,6
otu60,58,7,356,403,400,2936,62,325,369,919,429,8217,18,0,194,120,35,0
otu600,1,1,1,0,1,2,0,0,0,1,0,0,0,0,3,0,3,1
otu6001,2,1,1,1,0,1,0,0,0,1,0,2,1,1,5,0,2,2
otu6002,0,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,2,1
otu6004,0,3,4,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
otu6005,2,2,3,2,0,0,2,0,0,1,0,0,0,6,2,2,1,2
otu6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu6007,2,2,1,2,1,1,4,0,2,0,0,0,0,0,4,0,0,0
otu6008,0,1,0,0,1,0,0,0,0,0,0,0,0,12,2,0,1,0
otu6009,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1
otu601,22,36,29,0,40,0,0,0,0,0,0,0,41,26,37,0,81,24
otu6010,0,0,0,4,0,2,0,0,1,0,0,0,3,0,1,9,1,0
otu6011,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,2,0,0
otu6012,0,0,2,1,0,0,0,0,0,1,0,0,2,6,3,2,0,0
otu6015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu6018,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
otu602,7,5,10,32,76,11,2,1,4,20,22,4,42,34,11,12,23,14
otu6020,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,12
otu6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu6028,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu603,3,8,5,0,5,0,0,0,0,1,0,0,2,20,9,0,15,26
otu6030,0,0,4,0,0,0,1,0,22,0,0,2,0,0,0,1,6,0
otu6031,0,0,2,0,1,4,0,0,3,0,1,37,0,0,0,0,0,0
otu6032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
otu6033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
otu6035,2,2,10,1,2,0,0,0,4,0,1,0,2,0,1,0,0,0
otu6037,0,0,0,3,0,0,0,0,0,1,0,0,6,0,0,3,0,0
otu6038,7,0,1,0,0,0,4,0,0,4,0,0,0,0,1,0,1,1
otu6039,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
otu604,0,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,0,0
otu6040,0,0,1,0,0,0,0,0,17,0,1,1,0,0,1,4,1,0
otu6041,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,2,0
otu6042,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1
otu6043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6045,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
otu6047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu605,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0
otu6050,0,1,4,0,0,0,10,0,4,0,0,1,0,0,0,1,0,2
otu6051,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,1
otu6052,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6053,5,0,0,2,1,3,9,0,0,25,1,2,0,0,0,0,0,2
otu6054,2,12,1,1,0,0,1,0,0,0,2,0,2,0,0,10,1,1
otu6055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6056,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu6059,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
otu606,0,0,0,0,0,0,0,2,0,0,0,0,0,53,0,0,0,1
otu6060,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,29,6,0
otu6061,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,2,1,0
otu6062,0,1,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0
otu6063,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6064,1,0,0,3,0,0,6,0,0,1,0,0,0,0,0,1,2,0
otu6065,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6066,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
otu6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
otu607,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,32
otu6072,10,0,2,0,0,1,0,0,3,1,0,2,1,0,2,0,0,0
otu6074,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
otu6075,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0
otu6076,3,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,4
otu6077,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6078,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6079,0,2,3,0,0,4,0,0,1,0,0,0,0,0,4,3,1,0
otu608,0,1,1,0,0,0,0,6,0,0,0,1,1,0,6,0,0,0
otu6080,1,0,0,4,1,2,2,0,0,33,2,3,0,0,0,0,1,2
otu6082,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu6084,2,0,3,0,1,0,8,0,1,7,0,1,0,0,0,0,1,2
otu6086,0,0,0,0,0,0,1,19,0,2,0,0,0,0,0,0,0,0
otu6087,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu609,38,0,0,1,27,0,53,0,0,39,1,0,1,1,0,0,72,0
otu6091,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6092,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,4,0,0
otu6094,0,1,0,0,0,5,1,0,5,0,1,1,0,0,2,2,1,0
otu6095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
otu6096,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,21
otu6097,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu61,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,19
otu610,39,36,39,101,8,24,16,12,7,15,17,17,280,1,51,95,10,12
otu6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6101,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6102,1,2,0,0,3,1,2,0,1,1,0,0,2,6,3,0,4,0
otu6105,0,0,6,0,0,0,0,0,8,0,0,6,0,0,0,0,0,0
otu6107,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
otu6109,0,3,0,0,0,0,3,0,2,0,1,0,0,0,0,0,4,0
otu611,13,17,10,0,22,0,0,0,1,0,0,0,15,30,19,0,48,15
otu6110,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
otu6111,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu6112,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
otu6113,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
otu6115,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu6116,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu612,17,9,19,59,15,54,25,0,21,12,12,25,14,7,9,43,11,23
otu6121,0,0,0,0,2,1,0,0,0,0,4,2,0,3,0,0,0,0
otu6123,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
otu6124,0,0,0,2,0,0,0,0,0,1,0,0,6,0,1,1,0,0
otu6126,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
otu6127,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu6128,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu6129,2,23,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
otu613,18,10,32,2,6,6,43,4,17,15,13,11,7,6,15,10,9,80
otu6130,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0
otu6131,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
otu6132,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6133,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
otu6134,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6136,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0
otu6137,0,0,0,1,0,8,0,0,2,1,0,0,0,1,2,0,3,0
otu6138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6139,0,0,4,0,1,0,1,1,1,0,0,2,0,0,1,0,0,0
otu614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6140,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6141,0,0,0,1,0,0,1,2,2,0,1,1,2,0,0,5,0,0
otu6142,1,0,0,0,0,2,20,0,1,0,0,0,0,0,0,1,3,12
otu6144,1,16,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
otu6145,0,5,0,0,0,0,0,16,0,0,2,6,0,0,0,1,0,0
otu6146,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
otu6147,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0
otu6148,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6150,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0
otu6151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
otu6152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3
otu6155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6157,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu6159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
otu616,0,0,0,0,0,55,70,0,42,0,0,0,0,0,70,64,115,0
otu6161,10,7,10,0,15,0,0,0,0,0,0,0,8,42,9,0,20,0
otu6163,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0
otu6164,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0
otu6165,2,0,1,0,1,0,2,0,1,2,0,0,1,0,3,1,0,0
otu6166,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
otu6167,0,0,0,0,1,9,0,0,0,3,1,0,0,1,1,0,0,0
otu6168,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu617,29,1,18,16,12,21,301,0,38,37,11,137,0,0,0,14,53,100
otu6174,0,4,0,1,0,1,0,0,0,4,8,1,0,0,0,0,0,0
otu6175,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
otu6177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6178,4,3,1,2,0,2,3,0,2,1,1,0,1,6,6,0,1,8
otu618,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0
otu6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
otu6181,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,2,0
otu6182,2,0,6,2,0,0,0,10,0,3,0,1,3,0,2,0,0,3
otu6183,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6187,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu6188,0,0,18,0,0,0,3,0,7,0,0,0,0,0,2,0,0,1
otu619,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
otu6190,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
otu6191,1,1,1,0,2,0,0,0,1,2,2,0,3,0,9,0,3,1
otu6192,0,0,0,0,0,0,27,0,1,0,0,0,0,0,0,0,1,26
otu6194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu6195,0,1,3,0,0,0,8,6,1,0,0,0,0,0,0,2,1,2
otu6197,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu6198,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1
otu6199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu62,0,0,0,0,0,1,0,1,1,0,0,0,1,40,0,0,1,54
otu620,21,194,32,47,9,45,23,49,12,32,24,18,21,3,34,12,7,22
otu6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu6201,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0
otu6202,33,4,1,9,11,91,5,0,0,17,13,7,5,0,11,0,0,0
otu6203,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
otu6204,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6205,6,5,8,2,4,2,5,0,4,1,1,3,7,5,17,1,4,3
otu6209,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,1,2,0
otu621,6,9,4,240,48,53,9,0,5,47,45,37,71,1,18,40,11,18
otu6211,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6212,0,0,0,0,9,1,0,0,0,1,0,3,0,1,0,0,1,0
otu6213,6,2,6,0,0,7,0,0,0,2,0,0,1,0,5,2,0,0
otu6214,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
otu6215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6216,1,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0
otu6218,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu622,25,11,92,14,1,2,315,8,28,35,5,13,20,0,9,25,45,140
otu6222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
otu6225,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,5,5,0
otu6226,0,0,0,1,9,0,0,0,0,1,1,3,0,0,0,0,6,0
otu6227,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,4,0
otu6228,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,4,0
otu6229,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0
otu623,1,1,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0
otu6230,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu6233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6234,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0
otu6237,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
otu6239,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
otu624,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,11
otu6240,4,29,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0
otu6241,0,3,0,0,1,3,0,0,0,3,14,1,0,0,0,0,0,0
otu6242,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
otu6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
otu6246,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,2,0,0
otu6248,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2
otu6249,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu625,18,7,5,29,8,46,52,21,39,20,9,14,33,0,15,56,35,17
otu6250,0,1,0,0,0,0,2,0,0,0,3,1,0,0,0,1,2,0
otu6251,0,1,0,1,0,1,0,0,3,0,0,0,0,0,1,2,3,0
otu6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu6256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu626,20,173,55,92,9,54,20,0,35,10,64,29,53,1,66,61,30,2
otu6261,1,0,0,0,0,0,31,0,0,3,0,0,0,0,0,2,2,8
otu6263,3,1,0,14,4,2,0,0,0,2,3,2,2,0,0,3,0,0
otu6264,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,5,1,0
otu6265,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu6268,0,0,0,4,1,2,0,0,1,0,2,28,0,0,0,0,0,1
otu6269,2,0,1,0,1,1,0,0,2,0,0,3,2,4,5,0,2,11
otu627,6,13,50,31,49,38,5,0,27,96,142,370,0,5,2,1,3,9
otu6271,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu6272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
otu6273,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
otu6274,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
otu6275,2,2,3,0,1,1,3,3,1,0,0,1,3,0,1,0,0,2
otu6276,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
otu6277,0,0,1,0,2,1,2,0,5,0,0,0,0,0,1,0,13,2
otu628,2,15,10,52,0,27,15,3,29,1,3,22,34,0,10,157,20,0
otu6281,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
otu6283,3,1,2,0,0,0,0,0,0,0,0,0,7,1,1,1,2,0
otu6284,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
otu6285,0,1,1,0,0,1,1,0,1,0,0,2,1,0,0,0,0,1
otu6286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu6287,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
otu629,0,1,0,0,0,0,3,7,0,0,0,0,0,0,0,0,1,0
otu6290,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
otu6293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
otu6295,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,1,0
otu6296,1,3,0,1,1,0,1,8,0,0,2,0,0,0,1,0,0,0
otu6297,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1
otu6299,1,2,1,0,0,4,0,0,0,0,0,0,3,0,18,0,0,0
otu63,0,0,0,0,0,0,0,94,0,0,0,0,0,3,0,0,0,1
otu630,78,622,63,0,1,0,1,0,1,0,58,1,82,0,88,0,0,0
otu6301,1,2,5,0,0,0,2,9,6,0,0,0,0,1,1,0,1,0
otu6302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu6303,1,2,1,0,0,1,0,0,0,0,0,0,2,0,2,2,0,0
otu6304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu6305,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu6307,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1
otu6308,2,4,1,1,0,6,1,0,1,0,33,3,0,0,1,0,0,1
otu6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu631,0,0,0,0,2,0,0,8,0,0,0,0,0,2,0,0,1,1
otu6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu6311,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu6312,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu6313,0,3,0,2,1,14,0,0,0,0,1,1,1,0,1,0,0,0
