,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu831,0,0,0,1,1,1,0,0,0,1,7,0,0,0,0,0,0,0
otu8313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8315,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
otu8317,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
otu8319,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu832,14,0,0,0,17,0,0,0,0,0,29,0,0,0,2,12,0,0
otu8320,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8321,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
otu8322,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
otu8323,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0
otu8324,0,0,3,1,1,1,19,0,0,0,0,0,0,1,0,1,0,0
otu8325,0,0,1,0,0,6,0,0,0,0,1,2,0,1,0,0,0,0
otu8329,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu833,0,0,1,25,0,10,5,3,0,9,0,1,1,0,0,0,1,0
otu8334,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8337,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8338,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
otu8339,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu834,0,4,2,8,0,11,0,1,8,6,1,2,9,2,4,0,7,5
otu8340,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0
otu8341,1,2,0,0,1,4,0,1,0,0,2,0,1,0,0,2,0,1
otu8346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8348,0,0,2,0,6,0,1,0,0,5,1,0,0,0,0,1,0,1
otu835,8,15,14,13,7,1,16,29,19,8,8,24,16,33,15,70,61,22
otu8352,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
otu8353,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8356,1,0,3,2,0,0,2,1,0,1,0,0,0,0,0,1,0,5
otu8358,2,0,1,0,1,0,1,2,3,0,0,0,0,3,1,0,0,0
otu8359,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
otu836,0,0,0,2,6,48,33,0,22,3,74,0,8,701,5,20,0,18
otu8360,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,1,0,1
otu8361,0,1,0,0,1,0,2,1,0,0,0,0,0,1,1,0,2,1
otu8362,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8367,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8368,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
otu8369,0,0,2,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0
otu837,5,2,8,3,0,29,6,3,32,0,1,0,2,32,31,6,0,0
otu8370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8372,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu8373,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8377,0,0,0,0,0,1,1,0,0,1,1,1,0,2,0,4,2,0
otu8378,1,2,1,0,5,0,2,1,0,0,0,0,1,1,0,1,0,3
otu838,0,0,0,10,0,99,0,0,0,38,0,0,0,0,0,0,0,0
otu8380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8382,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8383,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0
otu8384,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
otu8386,0,1,0,1,0,1,0,1,0,4,2,1,6,0,0,2,0,0
otu8387,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8388,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,14
otu8389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu839,12,26,14,43,20,15,26,57,8,12,9,8,87,54,18,28,29,76
otu8391,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
otu8392,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0
otu8393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8394,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8395,0,0,0,56,0,0,1,0,0,0,0,0,2,0,0,0,0,0
otu8396,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu84,1,0,0,0,4,14,0,0,0,0,5,0,0,0,0,0,0,0
otu840,0,1,51,0,63,0,501,1,3,0,0,0,58,26,1,38,1,37
otu8400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8401,0,0,0,1,1,0,4,1,1,0,0,0,0,1,0,0,2,1
otu8403,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8405,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8407,0,0,0,2,0,0,0,0,0,4,3,0,5,1,0,1,0,0
otu8408,1,1,1,0,2,1,2,1,2,1,2,0,4,2,1,2,0,3
otu841,70,38,64,0,1,0,4,452,52,1,0,60,68,2,51,0,2,1
otu8410,0,1,1,0,0,5,0,0,1,0,0,0,0,0,3,3,0,1
otu8411,1,3,5,0,0,1,1,20,0,0,0,3,1,0,3,6,1,0
otu8412,2,0,8,4,4,1,4,0,3,0,0,1,2,2,5,0,0,1
otu842,0,0,0,4,0,2,3,1,0,1,0,0,0,1,0,0,0,0
otu8420,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8421,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0
otu8422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8424,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
otu8425,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8426,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0
otu8427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8429,3,0,1,1,0,0,0,6,0,0,0,3,3,0,2,0,0,0
otu843,1,0,0,5,0,2,0,0,0,1,11,13,0,0,0,0,0,0
otu8432,1,2,1,0,0,2,0,0,2,15,0,0,0,0,0,0,0,1
otu8433,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8434,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8435,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu8436,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
otu8437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8438,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8439,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
otu844,10,4,3,9,7,2,1,9,6,5,0,2,4,3,8,3,7,3
otu8440,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu8441,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
otu8445,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8446,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu845,0,0,22,0,28,0,224,1,0,0,0,0,27,20,2,11,0,20
otu8450,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8451,0,0,0,0,0,0,0,0,0,5,6,0,0,2,0,0,0,0
otu8452,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu8455,1,2,10,0,5,7,1,0,0,0,1,0,0,0,2,0,0,2
otu8456,0,0,0,0,0,7,8,0,1,0,0,0,0,0,0,2,0,0
otu8457,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu846,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11
otu8460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8461,4,1,0,0,1,0,0,4,1,0,0,0,0,0,7,0,0,0
otu8462,1,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2
otu8463,0,0,1,0,2,4,11,0,0,0,0,0,2,1,0,2,0,2
otu8464,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,2,5,0
otu8465,0,2,0,1,1,1,0,9,0,0,0,1,3,0,1,0,0,2
otu8466,1,3,0,5,0,0,2,1,2,0,0,0,0,4,0,3,0,1
otu8467,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu8468,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0
otu8469,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0
otu847,1,8,7,0,1,5,4,29,12,1,4,29,22,11,0,1,4,9
otu8470,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0
otu8471,0,0,1,0,1,1,20,0,0,0,0,0,2,1,0,2,0,1
otu8472,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8474,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8475,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu848,0,0,0,2,0,2,0,0,0,0,31,0,0,0,0,0,0,0
otu8482,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8483,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu8485,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
otu8486,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
otu8488,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu849,20,20,24,9,12,1,41,15,5,30,29,17,28,9,16,44,21,42
otu8493,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,1
otu8494,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8497,5,2,3,0,0,0,0,1,3,0,0,0,0,0,10,1,0,0
otu8498,2,0,0,4,0,0,0,0,0,0,0,0,1,3,0,0,0,1
otu8499,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
otu85,153,1010,145,23,136,6,100,743,543,48,331,565,361,955,302,253,1788,690
otu850,7,0,0,9,2,0,0,0,0,0,25,0,0,0,0,1,0,0
otu8500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0
otu8501,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
otu8502,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,3,3
otu8503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu8505,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8508,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
otu8509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
otu851,0,0,0,0,0,0,0,30,0,0,0,494,40,0,0,0,31,0
otu8510,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
otu8511,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
otu8513,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,15,0,0
otu8514,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8516,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8519,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu852,10,5,17,9,6,14,20,4,5,16,18,11,3,11,9,11,21,1
otu8520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
otu8521,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu8522,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu853,0,3,10,0,0,0,2,1,1,0,25,0,0,0,11,31,34,5
otu8532,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8533,1,5,0,0,1,0,0,4,0,0,0,1,1,0,1,1,6,3
otu8538,0,0,1,0,0,0,0,8,0,0,0,0,4,0,1,0,0,0
otu8539,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu854,0,0,4,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
otu8540,0,1,1,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0
otu8541,0,0,1,0,1,3,1,0,1,0,0,0,1,2,0,0,0,0
otu8542,1,0,4,1,5,0,2,2,2,0,0,1,7,2,3,2,0,0
otu8543,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0
otu8546,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu855,0,0,0,0,0,0,0,1,0,0,0,38,0,0,34,26,34,0
otu8550,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8555,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
otu8556,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
otu8558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
otu856,12,13,28,7,57,67,45,14,2,88,9,1,6,11,20,16,7,13
otu8560,2,1,0,10,2,1,5,0,1,0,0,0,4,4,0,2,0,2
otu8563,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
otu8567,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8569,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu857,0,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,25,33
otu8572,4,1,3,0,1,0,0,3,1,0,0,0,0,0,1,1,0,1
otu8573,0,9,7,0,3,6,9,2,3,0,0,0,3,1,0,0,1,4
otu8574,0,0,0,0,1,0,3,0,0,2,0,0,2,0,1,1,0,12
otu8575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8577,0,0,0,0,0,1,2,1,0,0,0,1,0,2,2,0,0,0
otu8579,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,1
otu858,0,0,0,1,0,0,0,46,0,0,0,58,43,0,0,0,0,0
otu8580,0,6,0,0,4,0,1,0,0,0,0,0,0,1,0,2,1,12
otu8581,0,0,0,0,1,0,3,0,0,0,0,0,4,3,2,18,3,1
otu8582,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8583,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
otu8584,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu8586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
otu8587,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
otu859,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu8590,0,1,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0
otu8597,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
otu8598,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu86,64,50,105,19,61,141,120,77,110,61,68,86,42,55,427,547,92,28
otu860,2,23,1,1,0,0,0,0,0,0,0,2,0,0,1,1,19,30
otu8600,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
otu8602,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
otu8605,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8608,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8609,2,0,0,0,4,3,1,0,2,2,1,0,0,0,1,2,0,1
otu861,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
otu8612,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8614,0,0,3,3,2,14,6,3,1,8,5,4,3,0,2,4,4,1
otu8615,0,4,1,0,1,0,1,1,0,0,0,0,0,1,2,1,1,9
otu8616,0,2,0,1,3,1,8,0,0,0,0,1,0,11,2,5,4,2
otu862,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8620,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0
otu8621,0,1,2,0,0,1,2,3,0,0,0,1,1,2,2,9,1,4
otu8622,1,3,10,0,0,0,1,4,2,0,0,0,0,0,2,0,0,0
otu8623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu8624,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
otu8625,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,1,2
otu8626,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1
otu8627,0,0,0,0,0,2,2,0,0,0,0,1,1,1,0,0,0,1
otu8628,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
otu8629,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
otu863,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
otu8631,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8632,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8633,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu8634,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
otu8637,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8639,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu864,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
otu8642,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8644,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8645,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
otu8646,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0
otu8647,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
otu8649,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu865,2,0,1,0,0,10,0,1,1,0,2,2,0,0,0,0,0,0
otu8651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8652,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8654,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8655,0,1,3,0,7,13,0,0,0,0,0,0,2,0,2,2,0,1
otu8656,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
otu8657,0,0,1,0,0,4,5,0,0,0,0,1,0,0,0,0,0,2
otu8658,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8659,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
otu866,12,14,35,6,12,49,35,22,40,23,10,14,19,7,105,43,15,24
otu8661,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8664,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8665,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,4,2
otu8666,0,0,2,0,0,0,0,0,0,2,4,0,0,0,1,1,0,0
otu8667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8668,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
otu8669,9,5,0,18,2,0,2,8,6,2,2,5,10,2,6,1,6,1
otu8670,0,1,0,0,2,0,1,0,0,0,0,0,2,1,1,11,1,2
otu8671,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8672,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
otu8673,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
otu8674,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
otu8676,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0
otu8677,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
otu8682,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
otu8683,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
otu8684,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8690,0,2,1,4,1,0,0,0,0,3,5,0,1,5,1,2,0,3
otu8693,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,3,0
otu8694,0,2,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
otu8695,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8696,0,0,3,1,1,0,0,0,0,8,3,0,0,0,0,0,0,0
otu8697,1,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
otu8699,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
otu87,73,107,557,23,185,66,1930,623,203,94,205,259,599,351,171,327,140,208
otu870,0,0,8,0,0,0,9,0,10,0,4,19,2,11,5,47,11,3
otu8700,1,0,2,2,1,0,3,1,0,4,1,0,0,1,0,2,0,3
otu8701,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
otu8702,0,2,0,1,0,0,0,0,0,6,0,0,2,1,0,0,0,0
otu8703,0,0,1,0,3,0,22,0,0,0,0,0,4,2,0,2,0,1
otu8704,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8707,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0
otu8709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu871,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8710,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
otu8711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8713,0,0,0,0,5,0,11,0,0,0,0,0,1,3,0,1,0,0
otu8714,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
otu8715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8719,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
otu872,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8720,0,0,0,0,0,1,0,0,0,5,0,0,0,1,1,2,0,0
otu8721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8723,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,1,0
otu8725,6,1,3,0,2,0,0,0,1,2,0,0,0,0,6,0,0,0
otu8726,0,0,0,0,1,0,4,0,0,0,0,0,5,1,0,0,2,11
otu8727,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8729,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,1
otu873,1,11,6,31,10,12,15,2,6,25,4,0,12,85,3,11,7,13
otu8730,0,1,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,1
otu8731,0,1,0,0,0,2,0,0,0,0,0,2,3,0,0,1,2,0
otu8732,2,14,1,0,0,0,0,1,3,0,0,0,0,0,2,0,2,0
otu8733,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,0,3
otu8734,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8735,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu874,0,8,0,33,0,0,0,1,0,9,0,2,7,0,1,1,1,2
otu8741,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu875,23,2,1,0,17,0,0,0,0,0,23,0,0,0,0,0,0,4
otu8751,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu8752,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
otu8756,3,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,1,2
otu876,1,7,19,2,1,4,14,5,0,3,2,5,21,0,0,0,7,12
otu8761,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0
otu8763,1,5,1,0,0,0,0,1,0,1,0,2,0,0,15,3,12,0
otu8764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8765,1,0,2,1,2,1,1,0,1,0,0,0,0,5,0,0,0,2
otu8766,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,2,0,1
otu8767,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
otu8768,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8769,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
otu877,0,0,1,3,0,2,2,15,26,9,1,20,26,31,1,5,0,0
otu8770,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,2,0
otu8771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8772,0,1,2,2,0,1,0,0,0,0,0,1,1,0,2,0,1,1
otu8773,0,0,0,0,2,0,0,0,0,1,1,1,1,6,0,2,0,2
otu8774,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
otu8775,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8779,0,0,0,0,1,0,1,2,0,0,0,0,12,1,0,2,0,1
otu878,4,20,3,354,33,2,35,21,18,43,74,12,366,302,0,37,4,36
otu8782,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8783,0,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
otu8785,2,2,8,0,1,4,1,0,2,0,0,0,0,0,3,0,0,0
otu8786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8789,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu879,6,16,2,0,0,0,0,1,36,0,0,43,0,41,0,0,16,3
otu8790,0,0,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0
otu8792,1,3,8,0,0,1,1,2,3,0,0,0,0,0,4,1,0,0
