,DLSw01,DLSw02,DLSw03,DPSw01,DPSw02,DPSw03,HLw01,HLw02,HLw03,SLTw01,SLTw02,SLTw03,SLw01,SLw02,SLw03,XSw01,XSw02,XSw03
otu1212,0,6,0,0,0,0,2,1,0,0,3,5,0,1,2,0,0,4
otu12122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1213,10,10,15,8,1,6,3,0,7,4,0,0,241,244,262,0,4,0
otu12133,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
otu12137,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,2
otu12139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1214,2,1,0,1,0,1,1,1,0,0,1,1,1,3,3,1,2,1
otu12141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1215,0,0,3,109,0,6,5,3,4,7,0,6,4,5,0,114,103,161
otu12151,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12156,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,3,1,1
otu12158,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
otu1216,0,0,9,10,2,0,0,0,0,3,1,0,0,0,0,0,0,0
otu12160,0,0,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu12163,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu12166,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,2,0,0
otu12167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu12168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu12169,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu12171,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
otu12172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0
otu12173,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12174,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12175,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12177,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0
otu12178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu12179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu1218,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,0,0,0
otu12186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1219,0,1,11,721,0,0,0,0,0,0,0,0,2,1,0,0,0,0
otu12190,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
otu12196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu122,5,1,4,2,1,0,1,0,8,6,4,2,9,7,1,1,2,0
otu1220,0,0,1,9,2,8,7,5,2,0,0,0,2,9,0,87,130,202
otu12200,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
otu12202,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
otu12203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu12208,0,0,1,1,0,0,0,0,0,0,0,0,4,3,2,0,1,0
otu1221,10,13,0,0,6,2,7,0,5,0,1,0,220,155,315,0,15,3
otu12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu1222,3,6,15,309,6,3,0,2,2,3,13,21,89,13,2,4,1,1
otu12224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1223,0,2,2,0,0,4,2,0,0,0,0,3,0,5,0,0,0,0
otu12232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12234,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12238,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1224,0,0,1,0,0,4,5,0,0,0,0,5,0,2,1,0,0,0
otu12240,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
otu1225,5,0,5,20,0,0,0,0,1,0,0,3,0,1,0,4,0,0
otu12251,0,1,0,0,0,0,0,0,0,0,0,1,3,3,6,0,1,0
otu12252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu12253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu12254,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12255,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12258,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,1,1
otu12259,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
otu1226,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,1,2,1
otu12260,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
otu12265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12266,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0
otu1227,3,10,3,19,4,18,2,4,0,36,24,442,0,12,4,0,0,0
otu12270,0,1,0,0,0,1,0,0,1,0,0,0,3,3,14,0,0,0
otu12271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12277,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12278,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,4
otu12279,0,0,0,0,1,0,0,0,0,3,0,7,0,1,0,0,0,0
otu1228,2,0,0,0,0,0,0,0,0,4,2,0,8,0,0,0,0,0
otu12280,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12281,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
otu1229,1,0,0,0,0,0,1,0,0,22,0,0,5,0,1,0,0,0
otu12294,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0
otu12295,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12296,0,1,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
otu12297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu123,45,27,0,104,75,219,65,26,0,1614,5106,1543,0,0,41,1,1,0
otu1230,0,0,4,6,152,206,2,3,0,23,5,1,1,6,0,0,7,0
otu12305,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0
otu12306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1231,1,0,4,0,1,0,3,0,0,2,0,2,2,1,2,0,0,1
otu1232,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,1,0
otu12320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
otu12321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12323,6,1,1,2,0,0,0,1,0,5,0,0,1,0,1,2,3,0
otu12324,0,3,0,1,0,0,0,0,0,0,5,0,0,0,2,0,0,0
otu12327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu12329,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1233,4,13,0,0,6,7,7,0,6,4,1,4,154,169,359,0,7,4
otu12330,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu12333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu12338,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12339,4,3,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
otu1234,1,2,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0
otu12341,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12342,0,0,2,1,0,1,0,0,0,3,0,0,0,0,1,3,0,0
otu12344,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0
otu12345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
otu12349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1235,1,2,178,257,0,1,0,1,0,0,1,4,10,3,2,3,1,0
otu12352,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12353,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12354,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu12356,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12357,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
otu12358,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1236,0,1,1,0,0,4,2,2,0,1,4,2,0,1,0,0,1,1
otu12363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
otu12369,2,0,0,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0
otu1237,0,0,0,0,0,2,3,1,0,1,1,1,0,1,3,0,1,0
otu12372,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12374,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,1,0
otu12379,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu1238,0,2,1,2,0,10,0,1,0,1,0,1,0,8,1,0,2,10
otu12380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2
otu12388,0,0,0,0,1,0,0,0,0,2,10,0,0,0,0,0,0,0
otu1239,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12397,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu124,29,28,9,10,5,2,0,0,1,62,13,6,16,4,3,16,2,0
otu1240,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
otu12400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0
otu12402,0,3,0,0,0,2,1,0,1,0,1,1,0,0,0,1,0,0
otu12406,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu12407,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1241,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1242,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu12423,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
otu12425,0,0,1,4,0,0,0,0,0,0,4,0,0,1,4,0,0,0
otu1243,4,6,12,0,1,7,1,7,0,4,3,11,2,6,4,1,7,8
otu12433,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12434,0,1,1,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0
otu1244,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12445,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
otu12446,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0
otu12447,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12448,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12449,0,0,0,0,0,11,0,0,0,0,0,0,0,3,4,0,0,0
otu1245,2,1,0,0,0,1,2,0,0,13,29,2,6,2,1,4,0,0
otu12453,0,0,2,1,1,0,0,0,0,1,0,4,0,1,1,0,0,1
otu12455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12456,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0
otu12457,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1246,0,0,0,0,0,0,4,2,0,0,10,0,1,0,0,1,6,5
otu12464,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu1247,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,2
otu12474,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0
otu12476,0,0,0,0,0,0,1,0,0,3,0,0,2,3,1,0,0,0
otu1248,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,3,0
otu12482,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
otu12488,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0
otu1249,2,0,0,0,0,0,2,2,0,0,3,0,0,2,1,5,1,1
otu12491,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12495,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu125,191,94,99,456,3,9,8,3,13,17,429,4,9,47,7,340,85,19
otu1250,1,0,0,0,0,0,0,1,1,13,2,1,0,0,2,0,0,0
otu12500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12503,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
otu12504,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu12508,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
otu12509,0,0,0,0,2,2,1,0,0,5,1,0,0,0,0,0,0,0
otu1251,8,14,5,0,2,0,3,0,7,2,0,0,186,154,291,0,9,1
otu12515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu12516,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu1252,3,0,1,0,0,0,6,1,0,3,2,0,0,0,7,0,0,0
otu12521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
otu12525,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
otu1253,2,4,74,34,5,5,6,3,4,9,0,11,76,7,1,51,57,55
otu12532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12534,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12535,4,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12536,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,2
otu12539,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0
otu1254,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
otu12541,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12542,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12545,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
otu12546,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu12547,0,0,0,0,0,0,0,0,0,0,0,0,1,8,13,0,0,0
otu12548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu12553,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
otu12554,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0
otu12557,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12558,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12559,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0
otu1256,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0
otu12561,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1257,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,1
otu12579,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1258,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
otu12580,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12583,1,0,0,1,0,0,0,0,1,0,0,8,8,0,3,0,0,0
otu12589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1259,3,0,207,47,185,114,0,1,0,26,5,7,7,2,2,0,6,0
otu12591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12595,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
otu12599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu126,0,0,2,1,0,1,1,1,0,22,2,1,8,0,2,2,0,0
otu1260,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0
otu12606,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu12607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1261,0,0,1,9,0,0,1,0,11,0,0,0,0,0,0,12,0,0
otu12611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu12618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12619,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0
otu1262,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0
otu12622,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu12627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
otu1263,0,1,91,127,10,0,0,2,0,2,0,2,0,0,0,0,0,0
otu12632,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu12634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1264,0,0,7,3,155,133,1,0,0,23,2,2,19,14,16,0,9,0
otu12644,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12645,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
otu12647,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12652,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12653,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0
otu12654,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1266,0,0,0,2,0,3,4,0,4,0,0,0,0,3,3,170,173,140
otu12661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
otu12664,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
otu12665,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu12666,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12667,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0
otu1267,6,1,0,0,0,0,4,0,0,1,5,1,1,1,3,0,0,0
otu12673,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
otu1268,0,2,47,21,118,130,2,1,0,25,4,6,0,2,1,6,5,2
otu12682,2,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0
otu12698,0,1,0,1,0,0,0,0,0,1,7,1,0,0,0,0,0,0
otu127,1,0,1,1,0,0,0,0,1,13,0,1,7,0,4,1,0,0
otu1270,1,1,0,0,0,1,0,0,0,4,2,0,2,0,2,0,0,0
otu12704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu1271,18,13,46,65,22,17,1,2,4,2,7,17,62,38,59,7,3,1
otu12712,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12713,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0
otu12715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1272,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
otu12720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu12721,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1273,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
otu12730,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12733,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu12734,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12737,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
otu12739,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1274,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12746,0,0,0,0,0,0,0,0,0,1,3,1,0,1,1,2,0,0
otu12749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1275,2,0,0,0,0,4,2,2,1,4,1,1,0,0,4,1,2,2
otu12751,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12752,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12753,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
otu12755,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
otu12758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1276,7,1,0,0,0,1,5,2,0,0,12,0,0,0,0,9,11,11
otu12761,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
otu12764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu1277,2,0,18,12,44,29,7,2,1,26,1,4,18,29,22,32,96,104
otu12772,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12774,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12775,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12776,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0
otu12777,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
otu1278,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0
otu12784,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12786,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
otu12787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1279,102,204,16,72,3,7,58,9,27,6,24,12,51,75,43,29,50,56
otu12792,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
otu12795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12796,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
otu12799,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,0,2
otu128,32,19,695,200,1572,2088,131,50,18,142,65,72,102,112,96,927,941,716
otu1280,0,0,0,1,0,1,0,0,0,4,0,1,1,1,0,0,0,0
otu12800,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu12804,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,1,0
otu12805,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1281,3,1,1,4,2,2,5,5,0,0,1,0,2,5,2,163,128,133
otu12815,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12816,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
otu12819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1282,16,10,0,0,4,1,3,0,7,2,0,0,216,235,267,1,6,1
otu12825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12826,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu12827,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu12829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1283,0,3,1,0,0,6,2,0,0,1,2,0,0,9,0,0,0,2
otu12831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu12832,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12833,0,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0
otu12834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
otu12837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu12838,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0
otu12839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1284,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0
otu12843,0,0,0,0,0,2,0,0,0,7,1,0,0,0,0,0,0,0
otu12848,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
otu1285,0,0,5,15,0,0,0,0,9,1,0,0,0,0,0,12,0,0
otu12852,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu12853,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
otu12854,0,0,0,0,0,0,2,3,4,1,0,0,0,0,0,1,0,0
otu12855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1286,0,1,0,0,0,3,1,0,0,1,0,0,0,4,0,0,0,6
otu12862,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
otu12865,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu12869,0,1,0,0,1,0,0,0,0,0,0,0,5,8,11,0,0,0
otu12870,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
otu12872,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12873,0,0,3,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0
otu12876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu12879,0,0,0,0,1,0,0,0,0,0,11,1,0,0,0,0,0,0
otu12881,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu12887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1289,10,0,3,14,9,15,3,3,3,59,377,36,29,13,5,6,7,15
otu12893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu12896,0,0,0,1,4,5,0,0,0,5,2,1,0,0,0,0,0,0
otu12897,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0
otu12899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu129,2,2,2,0,2,14,2,1,2,13,3,3,3,15,0,0,5,19
otu1290,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
otu12904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu12905,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu12915,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,4,0
otu12917,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu12919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
