,DLSm01,DLSm02,DLSm03,DPSm01,DPSm02,DPSm03,HLm01,HLm02,HLm03,SLTm01,SLTm02,SLTm03,SLm01,SLm02,SLm03,XSm01,XSm02,XSm03
otu8183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8185,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,3
otu8186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu8188,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu819,0,1,35,3,0,0,0,0,30,0,0,0,1,0,0,1,0,0
otu8190,0,0,0,1,2,1,1,0,0,9,2,1,0,0,0,0,0,0
otu8191,0,1,0,0,0,0,0,9,0,0,1,4,1,0,1,4,1,5
otu8192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
otu8193,0,0,0,0,0,0,0,0,0,15,6,5,0,0,0,0,0,0
otu8194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu8198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu82,0,0,0,12,0,9,0,0,0,6,6,9,0,0,0,0,0,0
otu820,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
otu8200,4,8,0,18,8,11,1,2,5,12,130,162,8,3,10,5,8,3
otu8201,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8202,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0
otu8203,4,6,0,0,0,0,0,5,0,0,0,1,9,7,1,8,1,1
otu8204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
otu8205,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0
otu8206,1,0,1,0,9,0,1,0,0,8,1,1,1,1,0,2,2,1
otu8207,0,0,1,0,8,1,2,0,0,1,1,2,1,1,2,1,4,2
otu8208,2,1,0,1,0,0,7,2,0,0,0,0,2,0,2,7,1,5
otu8209,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu821,1,2,32,1,0,0,21,9,99,0,0,0,12,14,24,116,244,408
otu8210,3,0,0,0,0,0,20,2,0,0,0,0,0,0,1,1,0,4
otu8211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2
otu8213,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0
otu8215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu8216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
otu8217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu8218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8219,0,0,0,0,1,0,0,8,0,0,0,1,0,0,0,4,0,0
otu822,0,0,0,0,11,6,0,0,0,0,0,4,0,0,0,0,0,0
otu8220,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,1,4,0
otu8221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu823,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0
otu8230,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
otu8233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8237,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
otu824,35,8,2,8,5,12,29,13,4,102,25,51,2,2,1,3,17,10
otu8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1
otu8241,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8242,5,3,8,44,1,2,8,0,3,1,2,5,40,15,18,3,1,5
otu8243,0,0,0,1,21,0,0,0,0,1,1,0,0,0,0,1,3,0
otu8244,0,0,0,5,0,4,3,0,0,0,22,5,4,0,0,1,3,1
otu8245,0,0,2,2,0,0,1,0,2,4,56,9,4,0,0,1,0,1
otu8247,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8248,1,1,0,0,24,0,16,0,1,0,0,4,6,0,0,3,0,1
otu8249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu825,13,10,121,7,2,97,7,1,16,0,5,6,19,30,38,1,5,13
otu8250,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8251,0,2,0,0,0,4,0,0,1,0,5,3,1,1,2,0,0,0
otu8252,1,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
otu8254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu826,7,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1
otu8265,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu8266,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
otu8269,0,0,1,0,2,0,0,0,0,2,0,0,1,1,1,0,2,8
otu827,2,6,22,2,326,0,15,15,14,0,4,1,5,20,27,7,160,20
otu8270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8275,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu828,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8283,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
otu8284,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0
otu8285,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8286,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,1,0,0
otu8287,0,0,7,2,0,2,0,0,0,0,0,0,3,0,0,1,0,1
otu8288,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,10,1
otu8289,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
otu829,0,0,4,0,0,5,0,0,1,1,0,2,0,0,0,0,0,0
otu8290,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
otu8291,0,3,0,0,0,0,17,4,3,0,0,0,1,0,2,4,0,55
otu8292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
otu8294,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu83,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
otu830,0,0,0,0,0,1,0,0,0,4,0,0,4,0,0,1,0,1
otu8302,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,3,2,2
otu8303,0,0,0,0,1,0,3,0,0,0,26,17,0,4,0,2,0,0
otu8304,0,1,0,0,0,0,0,2,0,0,46,14,0,1,0,0,3,0
otu8308,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu831,0,0,0,15,19,13,0,0,0,15,1,0,0,0,0,0,0,0
otu8310,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8312,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8313,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
otu8316,7,0,3,0,5,0,1,0,0,18,2,22,0,11,8,0,2,0
otu8317,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu8321,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu833,4,2,146,0,18,70,0,0,1,0,6,2,10,36,29,1,0,0
otu8330,1,2,0,3,0,0,0,0,0,0,0,0,12,1,0,0,0,0
otu8331,1,0,0,1,2,2,15,1,0,0,0,0,2,0,0,2,1,1
otu8332,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8333,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4
otu8334,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,2,1
otu8335,15,0,0,0,0,0,0,1,0,0,13,10,0,0,0,0,0,2
otu8336,2,0,0,0,0,0,11,2,1,0,0,0,0,0,0,0,1,3
otu8337,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
otu8338,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
otu8339,1,0,0,0,3,1,3,1,0,0,0,1,0,1,0,0,1,1
otu834,0,0,0,4,0,0,0,0,0,20,4,2,0,0,0,0,0,0
otu8340,0,1,0,0,0,0,1,2,0,0,0,0,0,2,2,1,0,4
otu8341,0,0,1,0,0,3,0,0,0,6,1,0,0,0,0,0,2,1
otu8342,0,1,2,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0
otu8343,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,1,1
otu8344,0,3,2,0,0,0,1,0,0,2,0,4,7,1,4,1,1,0
otu8345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
otu8346,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8347,0,0,0,0,4,0,0,0,0,1,1,2,0,0,0,19,2,0
otu8348,6,4,11,32,1,5,13,0,17,1,3,11,5,18,16,6,3,16
otu8349,0,0,1,2,0,0,0,0,0,0,0,0,0,0,13,0,0,3
otu835,0,0,3,0,20,0,33,0,0,0,0,4,0,1,3,0,1,3
otu8350,0,0,4,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1
otu8351,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8352,2,1,1,0,0,0,0,0,0,0,0,1,30,0,4,1,0,0
otu8353,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu8354,0,0,1,0,0,4,3,0,1,0,0,0,0,0,0,1,0,1
otu8356,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8357,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8358,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu8361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8365,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
otu8366,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
otu8368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1
otu8369,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0
otu837,18,0,0,0,0,0,27,0,2,0,0,0,0,0,1,1,0,4
otu8370,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8372,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0
otu8376,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,2
otu8377,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
otu8379,1,0,2,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0
otu838,0,1,0,0,0,0,0,0,0,0,0,0,21,1,0,6,0,0
otu8380,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0
otu8381,1,1,2,4,4,3,5,0,0,6,6,2,2,2,6,6,0,5
otu8382,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8384,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8385,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8386,0,0,0,0,3,1,5,1,0,1,1,5,0,0,0,0,0,1
otu8387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu839,0,0,0,2,0,0,0,0,0,0,5,0,0,0,6,0,0,1
otu8390,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8391,2,0,0,0,0,0,3,0,3,2,0,1,0,0,1,0,0,0
otu8392,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,3,0,0
otu8393,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
otu8394,3,0,1,1,0,1,0,0,0,0,2,0,0,2,2,0,2,0
otu8396,4,0,0,0,0,1,4,0,0,3,1,2,0,0,0,1,1,1
otu8398,1,1,0,2,0,0,6,0,1,2,1,5,1,0,0,1,0,0
otu8399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu84,73,9,6,84,34,92,14,2,0,9139,155,90,13,40,37,8,7,41
otu840,1,2,25,0,0,0,3,0,20,0,0,0,1,0,0,6,0,0
otu8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu8401,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8402,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8403,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu8404,0,0,0,3,1,1,1,1,3,3,10,7,0,0,0,0,0,1
otu8406,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0
otu8407,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8408,0,0,0,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0
otu8409,0,0,0,0,2,2,0,0,0,3,0,1,0,0,0,0,0,0
otu841,9,1,64,10,196,18,1,1,38,2,59,38,5,7,11,1,2,0
otu8411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8412,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8413,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8417,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8418,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
otu8419,1,1,0,0,1,0,2,3,0,0,0,0,0,0,0,0,2,1
otu842,0,1,29,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
otu8420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu8421,2,0,0,0,0,0,39,1,1,0,0,0,0,0,0,2,1,2
otu8422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2
otu8423,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8424,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0
otu8425,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
otu8426,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
otu8427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu843,16,6,0,4,13,2,183,15,16,0,0,1,15,2,7,23,26,20
otu8430,1,5,1,3,15,5,3,25,7,21,38,13,2,2,1,18,19,6
otu8431,0,0,3,0,0,1,0,0,0,4,1,0,8,0,3,5,0,1
otu8432,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8433,0,0,0,0,0,0,5,4,1,0,0,0,0,3,0,5,19,9
otu8434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8435,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
otu8436,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0
otu8437,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
otu8438,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
otu8439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu844,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,0,0,18
otu8446,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu846,17,32,14,10,5,6,99,95,64,7,1,3,28,13,34,156,68,180
otu8460,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
otu8463,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8464,0,0,0,2,0,0,0,0,0,0,31,1,0,0,0,0,0,0
otu8465,0,0,0,1,15,0,0,0,0,1,1,4,0,0,0,0,0,0
otu8468,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,5
otu847,3,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
otu8477,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8478,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu848,2,0,0,0,0,1,0,0,0,1,8,1,3,2,3,0,0,0
otu8481,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu8484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8485,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8487,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu8489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8490,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8494,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8499,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu85,0,0,0,0,1,6,0,0,0,0,0,7,0,0,0,0,0,0
otu850,3,4,2,11,2,0,13,10,4,0,0,2,0,0,1,1,0,1
otu8502,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,6,3,0
otu8504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8505,1,1,0,0,1,0,0,0,0,0,0,0,0,15,9,0,8,3
otu851,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu8513,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
otu8514,0,0,0,0,0,0,3,1,1,0,0,0,0,0,4,0,2,22
otu8515,0,2,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0
otu8516,3,0,5,0,0,0,8,19,2,11,3,4,1,0,9,28,4,90
otu8518,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
otu852,17,13,41,1,10,1,5,4,188,7,6,3,18,179,147,6,9,17
otu8525,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
otu8527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8529,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu853,0,0,0,0,5,5,0,0,0,3,11,6,0,0,0,0,0,0
otu8530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu8533,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,0,2
otu8535,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,4,1,1
otu8537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
otu854,8,50,13,3,9,3,8,16,3,0,592,228,34,4,1,138,36,16
otu8546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51
otu8549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28
otu855,12,21,18,38,32,38,101,58,26,42,8,14,70,11,16,166,79,62
otu8552,20,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0
otu8553,4,0,0,1,0,0,11,2,1,0,0,0,0,0,0,2,3,2
otu8554,0,1,0,0,0,0,0,0,0,1,4,1,2,2,1,0,0,0
otu8555,19,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0
otu8556,97,4,3,0,0,0,7,0,0,0,2,0,2,4,4,0,0,0
otu8557,17,4,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0
otu8558,20,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu8559,6,3,1,0,0,0,0,0,0,0,0,0,1,28,31,0,1,0
otu856,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu8560,1,0,0,0,0,1,5,0,1,1,0,0,1,0,1,0,0,1
otu8561,2,0,0,0,0,0,19,3,0,0,0,0,0,0,0,1,1,4
otu8562,3,0,2,0,0,0,0,0,0,0,0,0,2,4,16,0,1,1
otu8563,6,0,0,0,1,0,19,2,4,0,0,0,0,0,0,1,1,4
otu8564,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
otu8565,2,0,2,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0
otu8566,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu8567,2,0,0,2,0,0,10,1,0,0,0,0,1,1,0,1,0,0
otu8568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8569,1,3,0,0,1,1,1,1,1,2,1,0,0,0,0,1,0,0
otu857,1,6,31,1,5,3,1,9,13,14,0,2,25,0,0,27,1,2
otu8570,0,4,5,0,0,0,0,0,0,0,0,0,27,0,2,3,0,0
otu8571,0,14,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0
otu8572,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3
otu8573,0,1,1,0,11,0,0,0,0,0,0,0,3,1,0,0,0,0
otu8574,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,0,0
otu8575,1,4,0,0,0,0,0,14,4,0,4,1,0,0,2,2,0,1
otu8576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu8577,1,1,1,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1
otu8578,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8579,0,0,0,0,0,0,0,0,0,2,0,1,0,3,4,0,0,3
otu858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu8580,1,0,4,2,0,7,0,0,1,0,0,4,0,0,1,0,0,0
otu8581,2,1,5,0,0,5,0,0,0,30,0,0,0,0,3,0,0,0
otu8583,0,0,3,0,0,0,3,15,4,0,0,2,0,0,0,1,1,0
otu8584,0,0,2,0,1,1,2,1,0,0,2,0,1,0,0,0,0,0
otu8586,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8587,1,4,154,31,0,5,4,6,97,2,2,1,49,9,17,6,0,3
otu8588,1,0,4,8,0,0,0,0,0,0,1,1,12,0,2,1,0,0
otu8589,3,0,5,4,0,16,0,0,0,0,0,1,2,1,1,0,1,3
otu8590,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
otu8596,0,0,0,0,0,2,0,0,0,13,1,0,0,0,0,0,0,0
otu8597,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu86,7,79,4,52,1,1,6,60,2,3,1,0,52,4,1,3,0,13
otu860,0,0,0,0,13,9,0,0,0,0,0,4,0,0,0,0,0,0
otu8600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8601,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu8603,0,1,0,0,0,0,3,0,0,0,0,3,1,0,2,0,0,2
otu8605,1,3,0,4,5,9,1,4,1,3,25,1,2,0,2,3,0,5
otu8606,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu8608,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu8609,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1
otu861,0,24,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0
otu8610,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu8611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8612,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0
otu8613,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8616,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8617,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu8618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu8619,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu862,0,0,0,1,0,0,1,0,0,0,2,4,1,0,53,0,0,81
otu8620,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
otu8621,1,0,1,0,0,1,2,0,0,1,3,1,0,0,0,0,0,0
otu8623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu8624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu8626,0,2,2,0,1,4,0,0,1,6,2,1,1,0,8,5,0,2
otu8630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu8631,0,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,3
otu8632,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu8634,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
otu8638,0,0,0,16,1,2,0,0,0,2,14,10,0,0,0,0,0,0
otu8639,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0
otu864,37,30,39,10,92,13,46,35,19,7,68,54,45,105,114,255,23,122
otu8640,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu8641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu8642,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu8646,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu8648,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu8650,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
otu8651,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
otu8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
otu8654,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
otu8656,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8657,0,0,5,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0
otu8658,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
otu866,2,0,3,9,11,14,1,0,1,274,17,17,1,9,0,3,13,1
otu8660,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0
otu8662,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu8663,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
otu8667,4,0,0,2,2,0,1,0,1,2,5,4,0,1,0,1,0,2
otu8676,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu8683,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0
