	DLSm01	DLSm02	DLSm03	DLSs01	DLSs02	DLSs03	DLSse01	DLSse02	DLSse03	DLSt01	DLSt02	DLSt03	DLSw01	DLSw02	DLSw03	DPSm01	DPSm02	DPSm03	DPSs01	DPSs02	DPSs03	DPSse01	DPSse02	DPSse03	DPSt01	DPSt02	DPSt03	DPSw01	DPSw02	DPSw03	HLm01	HLm02	HLm03	HLs01	HLs02	HLs03	HLse01	HLse02	HLse03	HLt01	HLt02	HLt03	HLw01	HLw02	HLw03	SLTm01	SLTm02	SLTm03	SLTs01	SLTs02	SLTs03	SLTse01	SLTse02	SLTse03	SLTt01	SLTt02	SLTt03	SLTw01	SLTw02	SLTw03	SLm01	SLm02	SLm03	SLs01	SLs02	SLs03	SLse01	SLse02	SLse03	SLt01	SLt02	SLt03	SLw01	SLw02	SLw03	XSm01	XSm02	XSm03	XSs01	XSs02	XSs03	XSse01	XSse02	XSse03	XSt01	XSt02	XSt03	XSw01	XSw02	XSw03
Zotu29696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu297	0	0	6	26	8	23	0	0	0	46	301	79	24	0	0	36	1	22	3	3	11	7	0	0	22	23	31	0	0	1	37	38	4	3	2	4	0	0	0	84	1132	18	35	12	0	3	8	43	7	2	5	0	0	0	51	285	45	1	46	0	60	14	1	31	35	25	13	15	0	28	0	30	0	1	1	8	8	3	13	4	3	9	0	0	10	13	30	10	21	15
Zotu2970	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	42	25	32	0	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	3	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	4	1
Zotu29704	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2971	0	0	1	0	0	0	0	1	0	2	0	0	14	23	14	0	0	1	0	2	0	0	0	2	0	0	0	37	0	4	2	0	0	0	0	0	0	1	0	2	0	0	0	1	1	2	1	13	0	0	0	3	1	0	0	0	0	8	8	18	0	0	0	0	1	0	2	3	0	0	1	1	9	0	1	0	1	0	0	0	0	1	0	3	0	2	0	1	0	0
Zotu29719	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu2972	8	8	91	0	0	0	2	0	0	15	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	0	0	0	7	11	7	9	2	8	3	0	0	21	0	0	0	0	0	0	0	0	1	0	1	1	0	1	7	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	1	0	0	0	0	1	1	0	0	0
Zotu29728	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	34	8	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	0	0	0	2	4	0	6	0	0	0	0	7	3	3	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	3	0	0	0	0	7	4	0	0	2	0	0	0	0	0	1	0
Zotu29734	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu29738	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2974	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	1	1	0	1	5	0	0	0	1	36	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1
Zotu29746	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2976	2	0	0	0	0	0	5	1	0	4	7	7	0	0	0	0	0	0	0	0	0	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	7	26	15	4	0	0	0	2	0	1	0	12	0	0	3	0	2	7	0	0	0	0
Zotu2977	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	16	0	0	0	0	0	16	0	6	4	5	0	0	0	1	2	0	0	0	0	1	0	0	0	1	3	15	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	0	0	35	0	0	0
Zotu2978	0	0	0	0	0	1	0	0	0	5	15	37	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	2	0	0	0	0	0	0	0	2	7	0	0	0	1	5	1	7	1	0	0	4	0	2	0	6	0	1	0	1	3	2	0	0	0	0	0	0	13	1	0	0	0	1
Zotu2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	5
Zotu298	0	0	87	0	0	0	1	0	0	102	2	0	0	0	0	0	1	0	0	0	93	87	1	0	0	1	0	0	0	0	134	1	1	1	1	0	0	0	1	1031	0	90	0	0	0	0	130	129	89	63	81	0	0	0	144	0	1	0	0	0	0	1	0	0	0	0	117	0	1	0	0	0	0	0	0	0	98	0	122	0	0	133	0	0	98	144	617	0	0	0
Zotu2980	16	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	1	0	0	0	0	0	0	4	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	33	5	0	0	0	0	0	0	4	15	0	0	0	0
Zotu2981	0	0	0	0	0	0	6	1	5	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	21	38	3	2	5	0	0	0	0	0	0	0	0	0	3	2	8	11	2	5	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	0	0	0	16	16	19	0	0	0	0	0	0	0	0	0
Zotu2982	0	1	7	2	0	6	0	1	0	3	4	21	0	0	0	2	0	1	0	2	0	0	0	0	4	2	0	0	0	0	2	1	6	3	4	0	0	0	0	4	6	6	2	0	0	0	0	0	0	1	0	0	0	0	7	9	45	0	1	0	1	3	0	1	12	4	0	1	0	0	0	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
Zotu2983	0	0	0	0	2	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	31	17	0	0	1	0	0	0	0	0	0	0	0	0	48	31	10
Zotu2984	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	3	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2985	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	30	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	15	8	12	0	0	0	1	0	15	0	0	0	0	0	0	16	0	0	0	0	0	18	0	0	0	0	0	0	0	0	14	0	1	0	0	0
Zotu2986	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	32	61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2987	0	0	1	41	63	66	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	1	59	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2988	0	0	0	8	0	0	0	0	0	1	11	0	0	0	0	4	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	3	1	1	1	0	78	0	1	0	0	1	0	3	0	0	0	0	0	0	0	3	3	0	11	0	1	0	0	6	12	21	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	1	5	1	0	0	0	1	1	1
Zotu2989	6	4	7	0	0	0	0	0	0	16	4	4	0	0	0	0	1	2	0	0	0	0	0	0	15	4	8	0	0	0	11	4	2	1	0	0	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	7	3	4	0	0	0	5	7	8	1	2	15	0	2	0	10	0	12	0	0	0	11	5	21	0	0	1	0	0	0	6	0	0	0	0	0
Zotu29899	0	1	1	0	0	1	0	1	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	3	3	0	0	0	3	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	4	6	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0
Zotu299	1	0	0	2	13	0	12	1	6	0	0	0	18	54	2	1	0	0	1	0	0	0	0	0	0	0	0	21	0	0	0	0	0	14	0	2	95	14	31	0	29	2	433	928	821	40	0	1	9	2	5	20	2	4	0	0	0	5	0	39	0	0	0	8	1	43	0	0	0	0	0	0	11	37	26	0	1	0	0	0	0	21	24	18	0	0	0	57	47	54
Zotu2990	4	2	5	8	0	5	0	1	0	4	2	1	0	0	0	1	0	3	6	10	2	3	0	0	0	0	1	0	1	1	3	0	3	2	2	0	0	0	0	20	4	6	0	2	0	15	4	3	3	0	3	1	0	0	6	0	0	0	1	0	1	0	0	4	1	1	3	1	0	0	0	3	0	1	0	0	7	7	3	1	0	2	0	0	8	8	8	0	2	0
Zotu29904	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2991	0	0	0	1	0	0	0	1	0	0	0	0	2	3	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	1	2	0	1	0	27	72	100	0	0	0	0	0	3	0	0	5	0	1	0	0	0	0
Zotu29919	4	1	10	1	0	0	0	0	0	1	1	1	0	0	0	0	7	8	2	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	1	0	0	0	0
Zotu2992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	0	0	0	8	0	5	6	6	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	14	0	0	0	0	35	0	1	1
Zotu2993	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	18	8	7	9	0	0	0	0	2	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	8	7	19	0	1	1	4	1	1	0	0	0	3	1	2	3	6	5	0	0	3	0	0	0
Zotu2994	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	2	1	0	0	0	1	0	0	0	2	42	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	7	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	1
Zotu29946	0	0	0	1	0	0	0	0	4	1	0	0	7	0	2	9	0	2	1	7	0	0	2	0	1	0	0	0	0	0	1	0	0	2	2	12	2	5	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	4	0	2	0	0	9	254	10	0	1	0	1	2	0	0	0	0	0	0	0	3	5	3	2	35	2	0	0	1	0	0	0
Zotu2995	7	1	0	2	2	3	0	0	0	1	0	0	0	0	0	0	12	2	0	0	0	0	0	0	18	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	10	4	16	0	0	0	6	0	2	0	0	0	0	3	0	8	1	4	0	0	0	4	0	1	0	0	0	0	0	0	7	12	0	0	0	0
Zotu29955	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	6	0	0	0	0	0	0	0	0	0	13	30	8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	14	86	0	0	5	0	0	0	0	0	0
Zotu29963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2997	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	4	0	2	7	0	0	6	2	0	1	0	0	1	0	0	0	15	26	13	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	2	0	1	1	0	1	0	0	3	2	2	0	0	0	4	0	0	0	0	0	0	0	1	0	8	12	51	0	2	5	1	1	0	0	0	1
Zotu2998	1	0	6	4	3	3	2	1	0	2	0	0	0	0	0	0	1	3	2	7	0	3	0	0	3	2	2	0	0	0	9	0	1	6	9	4	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	2	0	1	1	0	0	1	0	0	1	2	3	5	0	3	4	0	0	0	0	1	0	0	0	4	2	7	38	19	1	3	3	0	1	1	5	0	2	0
Zotu2999	4	2	4	2	44	9	1	0	0	3	5	15	0	0	0	2	3	7	2	1	1	1	0	0	6	4	1	0	0	1	5	0	3	2	1	0	0	0	0	5	0	4	1	0	0	5	1	1	1	0	0	0	1	0	2	1	7	0	1	0	1	2	4	6	6	5	0	2	0	2	0	6	0	0	0	0	3	1	0	1	0	0	0	0	1	3	2	1	0	1
Zotu3	2290	7	7	0	0	0	1677	1812	1989	1998	2159	1924	0	0	0	0	2604	0	0	0	11	8	2308	12	21	2107	5	0	1	0	9	6	5	19	8	9	12	7	8	7	0	4	0	1	0	0	3703	3	2	8	12	12	11	12	13	7	9	2	0	0	2	6	22	0	0	0	3560	20741	2823	2367	30945	2190	0	0	0	18	6	3	19	4978	19	8	2762	11	24	5855	11	4	0	0
Zotu30	1	0	0	0	0	1	17	6	318	1	1	0	1	1	2	0	4	0	0	2	1375	109	359	736	0	1	0	3	2	4	1	0	0	5	5	143	1847	2099	2019	0	0	0	4	0	2	0	950	0	7	6	296	268	202	2588	1	0	0	86	26	3	0	0	0	3	0	0	5	3	1299	0	491	0	63	4	3	0	0	0	2	301	590	1080	7199	9646	0	1	3	45	6	11
Zotu300	82	38	263	23	13	2405	0	0	0	47	0	5	1	4	7	32	298	723	35	45	0	0	0	0	0	32	0	2	20	24	114	30	23	0	0	0	0	0	0	43	3	2	4	3	0	42	0	0	0	0	0	0	0	0	38	0	0	4	4	5	34	32	37	247	235	237	0	37	0	4	0	1	29	41	1	27	0	54	0	0	0	0	0	0	0	106	0	3	39	27
Zotu3000	2	0	0	0	0	0	0	3	2	1	0	1	0	0	0	0	7	0	0	0	17	1	0	5	0	6	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	1	0	0	1	0	0	3	3	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	13	26	1	0	0	0	2	0	0	0	0	1	0	7	2	0	7	0	7	1	0	0	0
Zotu3001	0	0	0	0	2	0	3	10	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	6	7	4	31	18	6	0	0	0	0	0	0	0	0	0	0	6	1	4	3	3	0	0	0	0	7	11	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0	8	13	8	0	0	1	0	0	0
Zotu30018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu30019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3002	0	0	0	0	0	0	2	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	31	0	0	1	0	1	42	0	3	0	0	0	2	0	1	1	0	0	0	0	7	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	2
Zotu3003	8	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	7	1	1	0	1	0	0	1	3	64	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	0	0	0	0	0	0	1	0	1	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
Zotu3004	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	1	0	0	3	1	0	0	0	0	1	3	1	0	0	0	0	4	0	0	2	3	1	0	1	0	0	0	1	0	2	0	4	3	1	16	2	0	0	0	0	5	88	1	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	2	0	0	3	0	6	0	0	0	0	0	0
Zotu3005	1	1	0	6	30	13	0	1	0	1	0	1	0	0	2	1	2	15	0	1	2	5	3	4	0	1	3	0	0	1	0	1	0	7	9	2	1	0	0	0	0	0	1	0	1	3	2	1	1	0	0	3	0	3	1	1	1	0	1	1	0	0	1	11	1	6	0	0	0	0	0	10	0	0	0	0	0	0	6	2	2	1	1	0	0	2	2	0	0	1
Zotu3006	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	0	0	0	0	0	5	0	2	44	18	12	0	0	0	0	0	0	0	3	0	6	3	0	3	3	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	6	1	0	0	0	0	0	0
Zotu3007	5	10	5	4	4	10	0	1	0	9	4	12	0	0	0	0	14	5	8	7	1	0	2	0	4	1	5	0	0	1	6	10	3	2	4	2	0	0	0	10	2	18	0	1	0	35	7	5	0	1	0	0	0	0	8	7	2	3	0	3	3	12	8	0	0	2	2	3	0	2	1	7	0	0	0	11	12	5	0	6	2	0	0	0	12	10	2	0	1	1
Zotu3008	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	40	13	0	0	0	0	0	0	11	15	0	0	0	0
Zotu30085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3009	0	0	0	69	0	7	0	0	0	0	0	0	0	0	0	2	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	8	83	28	3	0	0	0	0	0	0	1	2	1	0	1	18	3	2	0	0	0	0	0	2	0	0	0
Zotu30092	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu30096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu301	0	0	0	0	0	0	348	260	198	1	2	0	70	51	13	1	0	0	2	1	55	48	14	46	0	0	0	65	13	10	0	1	0	69	55	17	107	107	51	0	0	0	2	4	2	1	53	8	336	294	173	325	86	79	0	0	0	29	14	2	0	0	0	5	2	0	79	0	40	0	16	1	11	12	4	0	0	0	12	2	4	151	42	30	0	0	66	2	3	3
Zotu3010	0	0	0	0	0	0	0	2	2	2	6	5	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	12	1	54	6	5	0	0	0	1	0	0	0	3	0	0	4	0	4	3	0	0	0	0
Zotu30100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3011	0	0	0	1	1	1	0	0	0	0	0	0	0	0	10	0	0	0	0	1	1	0	0	2	0	0	0	4	17	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	8	3	0	0	0	0	0	0	0	1	0	0	1	0	31	9	23	0	0	0	0	1	0	0	2	1	0	0	0	19	5	3
Zotu3012	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	47	43	0	6	4	0	0	0	0	0	0	0	0	0	2	3	3	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	9	7	11	0	0	0	0	0	0	0	0	0
Zotu3013	2	0	0	0	0	0	0	0	3	8	5	4	0	0	0	0	9	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	24	8	7	2	7	0	0	0	0	0	0	0	0	2	0	0	1	0	17	0	0	0	0
Zotu3014	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	2	0	1	46	23	12	0	0	0	0	0	0	0	0	0	2	1	0	13	3	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	3	11	2	0	0	1	0	0	0
Zotu3015	0	0	0	2	0	1	1	1	1	0	2	1	1	0	2	0	0	0	0	0	7	1	1	3	0	1	0	2	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	2	1	1	0	0	0	5	0	0	0	0	0	1	0	0	4	1	7	0	0	0	17	23	30	0	0	0	0	0	4	0	0	4	0	1	3	0	0	0
